"SM","0000019","20260225|122550","20260223_2131605_066828_076127","R05_2_CHI_BCI Seguros Chile Open - Santiago","Navone","Darderi","|K|0.316339|EK|G||OL1|3.36337|EOL1|OL2|1.68315|EOL2|OH1|1|EOH1|OH2|147|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/chile/atp-santiago/navone-mariano-darderi-luciano-l0pwp86N/#ah;2;3.50;2","3.5","","","","","","","","","1.84","1.89","","","","","","",""
"SM","0000019","20260225|122552","20260223_2131605_066828_076127","R05_2_CHI_BCI Seguros Chile Open - Santiago","Navone","Darderi","|K|0.316339|EK|G||OL1|3.36337|EOL1|OL2|1.68315|EOL2|OH1|1|EOH1|OH2|147|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/chile/atp-santiago/navone-mariano-darderi-luciano-l0pwp86N/#ah;2;2.50;2","2.5","","","","","","","","","2.13","1.66","","","","","","",""
"SM","0000019","20260225|122555","20260223_2131605_066828_076127","R05_2_CHI_BCI Seguros Chile Open - Santiago","Navone","Darderi","|K|0.316339|EK|G||OL1|3.36337|EOL1|OL2|1.68315|EOL2|OH1|1|EOH1|OH2|147|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/chile/atp-santiago/navone-mariano-darderi-luciano-l0pwp86N/#ah;2;1.50;1","1.5","","","","","","","","","1.64","2.17","","","","","","",""
"SM","0000019","20260225|122553","20260223_2131605_066828_076127","R05_2_CHI_BCI Seguros Chile Open - Santiago","Navone","Darderi","|K|0.316339|EK|G||OL1|3.36337|EOL1|OL2|1.68315|EOL2|OH1|1|EOH1|OH2|147|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/chile/atp-santiago/navone-mariano-darderi-luciano-l0pwp86N/#ah;2;-1.50;1","-1.5","","","","","","","","","4.6","1.18","","","","","","",""
"SM","0000019","20260225|122544","20260223_2131605_066828_076127","R05_2_CHI_BCI Seguros Chile Open - Santiago","Navone","Darderi","|K|0.316339|EK|G||OL1|3.36337|EOL1|OL2|1.68315|EOL2|OH1|1|EOH1|OH2|147|EOH2|EG|","GEW","https://www.oddsportal.com/tennis/chile/atp-santiago/navone-mariano-darderi-luciano-l0pwp86N/","","","","","","","","","","2.73","1.43","","","","","","",""
"SM","0000020","20260225|122609","20260223_2131405_067535_099691","R05_2_MEX_Abierto Mexicano Telcel - Acapulco","Atmane","Jodar","|K|0.269513|EK|G||OL1|3.94692|EOL1|OL2|1.56865|EOL2|OH1|1|EOH1|OH2|137|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/mexico/atp-acapulco/atmane-terence-jodar-rafael-8IUrxrpJ/#ah;2;3.50;2","3.5","","","","","","","","","1.75","2.01","","","","","","",""
"SM","0000020","20260225|122610","20260223_2131405_067535_099691","R05_2_MEX_Abierto Mexicano Telcel - Acapulco","Atmane","Jodar","|K|0.269513|EK|G||OL1|3.94692|EOL1|OL2|1.56865|EOL2|OH1|1|EOH1|OH2|137|EOH2|EG|","AHG","https://www.oddsportal.com/tennis/mexico/atp-acapulco/atmane-terence-jodar-rafael-8IUrxrpJ/#ah;2;2.50;2","2.5","","","","","","","","","2.11","1.67","","","","","","",""
"SM","0000020","20260225|122615","20260223_2131405_067535_099691","R05_2_MEX_Abierto Mexicano Telcel - Acapulco","Atmane","Jodar","|K|0.269513|EK|G||OL1|3.94692|EOL1|OL2|1.56865|EOL2|OH1|1|EOH1|OH2|137|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/mexico/atp-acapulco/atmane-terence-jodar-rafael-8IUrxrpJ/#ah;2;1.50;1","1.5","","","","","","","","","1.68","2.12","","","","","","",""
"SM","0000020","20260225|122613","20260223_2131405_067535_099691","R05_2_MEX_Abierto Mexicano Telcel - Acapulco","Atmane","Jodar","|K|0.269513|EK|G||OL1|3.94692|EOL1|OL2|1.56865|EOL2|OH1|1|EOH1|OH2|137|EOH2|EG|","AHS","https://www.oddsportal.com/tennis/mexico/atp-acapulco/atmane-terence-jodar-rafael-8IUrxrpJ/#ah;2;-1.50;1","-1.5","","","","","","","","","4.77","1.17","","","","","","",""
"SM","0000020","20260225|122602","20260223_2131405_067535_099691","R05_2_MEX_Abierto Mexicano Telcel - Acapulco","Atmane","Jodar","|K|0.269513|EK|G||OL1|3.94692|EOL1|OL2|1.56865|EOL2|OH1|1|EOH1|OH2|137|EOH2|EG|","GEW","https://www.oddsportal.com/tennis/mexico/atp-acapulco/atmane-terence-jodar-rafael-8IUrxrpJ/","","","","","","","","","","2.95","1.42","","","","","","",""
