"CDM","0000007","20240930|080247","20240930_2003504_114786_106430","R04_1_POR_Braga Challenger","Martos Gornes/Walkow","Pereira/Vale","|K|0.592338|EK|G||OL1|1.70166|EOL1|OL2|2.50182|EOL2|OH1|2.535|EOH1|OH2|246|EOH2|EG|NA||NAOL1|1.86407|ENAOL1|NAOL2|2.66418|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/portugal/braga-challenger-men-doubles/martos-gornes-sergio-walkow-szymon-tiago-pereira-vale-duarte-UoccP3hA/","","","","1.57","2.25","","","","","1.6","2.25","","","","","","",""
"CDM","0000008","20240930|080251","20240930_2003704_091045_114919","R04_1_USA_Tiburon Challenger","Cash/Tracy","Peniston/Zahraj","|K|0.625516|EK|G||OL1|1.61104|EOL1|OL2|2.72556|EOL2|OH1|2.4|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.7648|ENAOL1|NAOL2|2.90244|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/tiburon-challenger-men-doubles/cash-robert-tracy-james-peniston-ryan-zahraj-patrick-SpmfEAng/","","","","","","","","","","1.3","3.2","","","","","","",""
"CDM","0000009","20240930|080254","20240930_2003704_114917_114918","R04_1_USA_Tiburon Challenger","Holt/Mejia","Kypson/Spizzirri","|K|0.461572|EK|G||OL1|2.20689|EOL1|OL2|1.89162|EOL2|OH1|217|EOH1|OH2|186|EOH2|EG|NA||NAOL1|2.35011|ENAOL1|NAOL2|2.01438|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/tiburon-challenger-men-doubles/holt-brandon-mejia-nicolas-kypson-patrick-spizzirri-eliot-KKqnGWHt/","","","","","","","","","","1.95","1.75","","","","","","",""
"CDM","0000010","20240930|080257","20240930_2003704_114915_114916","R04_1_USA_Tiburon Challenger","Kiger/Trhac","Oliveira/Stevenson","|K|0.684091|EK|G||OL1|1.48014|EOL1|OL2|3.22389|EOL2|OH1|2.205|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.62141|ENAOL1|NAOL2|3.43311|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/tiburon-challenger-men-doubles/kiger-mac-trhac-patrik-oliveira-goncalo-stevenson-kelsey-Mqrt7guQ/","","","","","","","","","","1.36","2.9","","","","","","",""
"SM","0000011","20240930|080310","20240930_1941201_028267_054207","R01_3_CHN_Shanghai Rolex Masters - Shanghai","Vukic","Cressy","|K|0.625922|EK|G||OL1|1.76|EOL1|OL2|2.9346|EOL2|OH1|2.32|EOH1|OH2|3.6716|EOH2|EG|NA||NAOL1|1.776|ENAOL1|NAOL2|2.93996|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.922|10.528|1.265|1.682|AH-5|7.922|10.528|1.458|1.938|AH-4|4.335|5.761|1.752|2.328|AH-3.5|2.893|3.845|1.752|2.328|AH-3|2.893|3.845|2.048|2.722|AH-2.5|2.335|3.103|2.048|2.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.539|2.04|3.782|5.013|AH3|1.539|2.04|5.856|7.762|AH3.5|1.345|1.783|5.856|7.762|AH4|1.345|1.783|10.716|14.204|AH4.5|1.218|1.615|10.716|14.204|AH5|1.218|1.615|30.931|40.996|AH5.5|1.134|1.503|30.931|40.996||EAH||AHS||K-1.5|2.85518|7|1.71392|7|EK-1.5||K21|3.9893|7|6.52634|1|EK21||K1.5|1.52|7|5.74911|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/vukic-aleksandar-cressy-maxime-zXylYOHb/#ah;2;-1.50;2","-1.5","1.63","2.32","1.58","2.23","","","","","1.63","2.32","","","","","","",""
"SM","0000011","20240930|080308","20240930_1941201_028267_054207","R01_3_CHN_Shanghai Rolex Masters - Shanghai","Vukic","Cressy","|K|0.625922|EK|G||OL1|1.76|EOL1|OL2|2.9346|EOL2|OH1|2.32|EOH1|OH2|3.6716|EOH2|EG|NA||NAOL1|1.776|ENAOL1|NAOL2|2.93996|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.922|10.528|1.265|1.682|AH-5|7.922|10.528|1.458|1.938|AH-4|4.335|5.761|1.752|2.328|AH-3.5|2.893|3.845|1.752|2.328|AH-3|2.893|3.845|2.048|2.722|AH-2.5|2.335|3.103|2.048|2.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.539|2.04|3.782|5.013|AH3|1.539|2.04|5.856|7.762|AH3.5|1.345|1.783|5.856|7.762|AH4|1.345|1.783|10.716|14.204|AH4.5|1.218|1.615|10.716|14.204|AH5|1.218|1.615|30.931|40.996|AH5.5|1.134|1.503|30.931|40.996||EAH||AHS||K-1.5|2.85518|7|1.71392|7|EK-1.5||K21|3.9893|7|6.52634|1|EK21||K1.5|1.52|7|5.74911|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/vukic-aleksandar-cressy-maxime-zXylYOHb/#ah;2;-2.50;2","-2.5","1.85","1.98","1.79","1.91","","","1.97","1.8","1.97","1.98","","","","","","",""
"SM","0000011","20240930|080314","20240930_1941201_028267_054207","R01_3_CHN_Shanghai Rolex Masters - Shanghai","Vukic","Cressy","|K|0.625922|EK|G||OL1|1.76|EOL1|OL2|2.9346|EOL2|OH1|2.32|EOH1|OH2|3.6716|EOH2|EG|NA||NAOL1|1.776|ENAOL1|NAOL2|2.93996|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.922|10.528|1.265|1.682|AH-5|7.922|10.528|1.458|1.938|AH-4|4.335|5.761|1.752|2.328|AH-3.5|2.893|3.845|1.752|2.328|AH-3|2.893|3.845|2.048|2.722|AH-2.5|2.335|3.103|2.048|2.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.539|2.04|3.782|5.013|AH3|1.539|2.04|5.856|7.762|AH3.5|1.345|1.783|5.856|7.762|AH4|1.345|1.783|10.716|14.204|AH4.5|1.218|1.615|10.716|14.204|AH5|1.218|1.615|30.931|40.996|AH5.5|1.134|1.503|30.931|40.996||EAH||AHS||K-1.5|2.85518|7|1.71392|7|EK-1.5||K21|3.9893|7|6.52634|1|EK21||K1.5|1.52|7|5.74911|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/atp-shanghai/vukic-aleksandar-cressy-maxime-zXylYOHb/#ah;2;1.50;1","1.5","1.19","4.87","1.17","4.42","","","1.2","4.4","1.2","4.87","","","","","","",""
"SM","0000011","20240930|080312","20240930_1941201_028267_054207","R01_3_CHN_Shanghai Rolex Masters - Shanghai","Vukic","Cressy","|K|0.625922|EK|G||OL1|1.76|EOL1|OL2|2.9346|EOL2|OH1|2.32|EOH1|OH2|3.6716|EOH2|EG|NA||NAOL1|1.776|ENAOL1|NAOL2|2.93996|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.922|10.528|1.265|1.682|AH-5|7.922|10.528|1.458|1.938|AH-4|4.335|5.761|1.752|2.328|AH-3.5|2.893|3.845|1.752|2.328|AH-3|2.893|3.845|2.048|2.722|AH-2.5|2.335|3.103|2.048|2.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.539|2.04|3.782|5.013|AH3|1.539|2.04|5.856|7.762|AH3.5|1.345|1.783|5.856|7.762|AH4|1.345|1.783|10.716|14.204|AH4.5|1.218|1.615|10.716|14.204|AH5|1.218|1.615|30.931|40.996|AH5.5|1.134|1.503|30.931|40.996||EAH||AHS||K-1.5|2.85518|7|1.71392|7|EK-1.5||K21|3.9893|7|6.52634|1|EK21||K1.5|1.52|7|5.74911|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/atp-shanghai/vukic-aleksandar-cressy-maxime-zXylYOHb/#ah;2;-1.50;1","-1.5","2.24","1.68","2.15","1.62","","","2.48","1.52","2.48","1.68","","","","","","",""
"SM","0000011","20240930|080300","20240930_1941201_028267_054207","R01_3_CHN_Shanghai Rolex Masters - Shanghai","Vukic","Cressy","|K|0.625922|EK|G||OL1|1.76|EOL1|OL2|2.9346|EOL2|OH1|2.32|EOH1|OH2|3.6716|EOH2|EG|NA||NAOL1|1.776|ENAOL1|NAOL2|2.93996|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.922|10.528|1.265|1.682|AH-5|7.922|10.528|1.458|1.938|AH-4|4.335|5.761|1.752|2.328|AH-3.5|2.893|3.845|1.752|2.328|AH-3|2.893|3.845|2.048|2.722|AH-2.5|2.335|3.103|2.048|2.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.539|2.04|3.782|5.013|AH3|1.539|2.04|5.856|7.762|AH3.5|1.345|1.783|5.856|7.762|AH4|1.345|1.783|10.716|14.204|AH4.5|1.218|1.615|10.716|14.204|AH5|1.218|1.615|30.931|40.996|AH5.5|1.134|1.503|30.931|40.996||EAH||AHS||K-1.5|2.85518|7|1.71392|7|EK-1.5||K21|3.9893|7|6.52634|1|EK21||K1.5|1.52|7|5.74911|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/china/atp-shanghai/vukic-aleksandar-cressy-maxime-zXylYOHb/","","1.47","2.76","1.43","2.62","","","1.54","2.45","1.54","2.76","","","","","","",""
"SM","0000012","20240930|080326","20240930_1941201_029953_073620","R01_3_CHN_Shanghai Rolex Masters - Shanghai","Wu","Svajda","|K|0.468215|EK|G||OL1|2.3433|EOL1|OL2|2.079|EOL2|OH1|2.9318|EOH1|OH2|2.7405|EOH2|EG|NA||NAOL1|2.34758|ENAOL1|NAOL2|2.0979|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|9.347|12.422|1.235|1.642|AH-5|9.347|12.422|1.365|1.814|AH-4|5.441|7.231|1.59|2.113|AH-3.5|3.479|4.623|1.59|2.113|AH-3|3.479|4.623|1.705|2.266|AH-2.5|3.029|4.026|1.705|2.266|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.01|2.664|2.401|3.183|AH3|2.01|2.664|2.983|3.954|AH3.5|1.728|2.29|2.983|3.954|AH4|1.728|2.29|3.872|5.132|AH4.5|1.525|2.021|3.872|5.132|AH5|1.525|2.021|5.614|7.44|AH5.5|1.359|1.801|5.614|7.44||EAH||AHS||K-1.5|3.54715|7|1.52|7|EK-1.5||K21|6.01642|7|4.84558|7|EK21||K1.5|1.52|7|3.73262|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/wu-tung-lin-svajda-zachary-zBObnFx9/#ah;2;2.50;2","2.5","1.83","2.02","1.77","1.93","","","","","1.83","2.02","","","","","","",""
"SM","0000012","20240930|080324","20240930_1941201_029953_073620","R01_3_CHN_Shanghai Rolex Masters - Shanghai","Wu","Svajda","|K|0.468215|EK|G||OL1|2.3433|EOL1|OL2|2.079|EOL2|OH1|2.9318|EOH1|OH2|2.7405|EOH2|EG|NA||NAOL1|2.34758|ENAOL1|NAOL2|2.0979|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|9.347|12.422|1.235|1.642|AH-5|9.347|12.422|1.365|1.814|AH-4|5.441|7.231|1.59|2.113|AH-3.5|3.479|4.623|1.59|2.113|AH-3|3.479|4.623|1.705|2.266|AH-2.5|3.029|4.026|1.705|2.266|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.01|2.664|2.401|3.183|AH3|2.01|2.664|2.983|3.954|AH3.5|1.728|2.29|2.983|3.954|AH4|1.728|2.29|3.872|5.132|AH4.5|1.525|2.021|3.872|5.132|AH5|1.525|2.021|5.614|7.44|AH5.5|1.359|1.801|5.614|7.44||EAH||AHS||K-1.5|3.54715|7|1.52|7|EK-1.5||K21|6.01642|7|4.84558|7|EK21||K1.5|1.52|7|3.73262|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/wu-tung-lin-svajda-zachary-zBObnFx9/#ah;2;1.50;2","1.5","2.01","1.84","1.91","1.79","","","1.98","1.79","2.01","1.84","","","","","","",""
