"SV","0000031","20240820|132635","20240826_1524402_066591_044349","R02_4_USA_U.S. Open - New York","Kartal","Waltert","|K|0.845329|EK|G||OL1|1.3328|EOL1|OL2|6.52823|EOL2|OH1|119|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3328|ENAOL1|NAOL2|7.05877|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/wta-us-open/kartal-sonay-waltert-simona-Ag4Abwfd/","","1.19","4.78","1.17","4.42","","","","","1.19","4.78","","","","","","",""
"SV","0000032","20240820|132640","20240826_1524402_045540_010343","R02_4_USA_U.S. Open - New York","Parks","Papamichail","|K|0.823544|EK|G||OL1|1.3664|EOL1|OL2|5.72103|EOL2|OH1|122|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3664|ENAOL1|NAOL2|6.18597|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/wta-us-open/parks-alycia-papamichail-despina-GA9iFUBN/","","1.29","3.69","1.26","3.47","","","","","1.3","3.69","","","","","","",""
"SV","0000033","20240820|132644","20240826_1524402_012842_011071","R02_4_USA_U.S. Open - New York","Sasnovich","Watson","|K|0.449418|EK|G||OL1|2.25007|EOL1|OL2|2.0384|EOL2|OH1|223|EOH1|OH2|182|EOH2|EG|NA||NAOL1|2.43293|ENAOL1|NAOL2|2.0384|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/wta-us-open/sasnovich-aliaksandra-watson-heather-l8gT8HQN/","","1.97","1.85","1.89","1.81","","","","","2.0","1.85","","","","","","",""
"SV","0000034","20240820|132649","20240826_1524402_017021_049991","R02_4_USA_U.S. Open - New York","Teichmann","Sonmez","|K|0.37378|EK|G||OL1|2.70412|EOL1|OL2|1.792|EOL2|OH1|1|EOH1|OH2|160|EOH2|EG|NA||NAOL1|2.92388|ENAOL1|NAOL2|1.792|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AHS||K-1.5|1|1|1|1|EK-1.5||K21|1|1|1|1|EK21||K1.5|1|1|1|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/wta-us-open/teichmann-jil-sonmez-zeynep-Ym3MvmDi/","","2.51","1.54","2.4","1.5","","","","","2.51","1.55","","","","","","",""
"SV","0000035","20240820|132659","20240819_1524205_011575_069652","R05_2_MEX_Abierto GNP Seguros - Monterrey","Collins","Andreeva","|K|0.769032|EK|G||OL1|1.4672|EOL1|OL2|4.36897|EOL2|OH1|131|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4672|ENAOL1|NAOL2|4.72403|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.597|3.098|1.878|2.24|AH-5|2.597|3.098|2.256|2.69|AH-4|2.109|2.516|2.856|3.406|AH-3.5|1.763|2.102|2.856|3.406|AH-3|1.763|2.102|3.415|4.073|AH-2.5|1.601|1.909|3.415|4.073|AH-2|1.601|1.909|4.088|4.876|AH-1.5|1.486|1.773|4.088|4.876||AH1.5|1.355|123.749|5.706|521.069|AH2|1.355|123.749|6.434|587.597|AH2.5|1.32|120.509|6.434|587.597|AH3|1.32|120.509|7.848|716.73|AH3.5|1.273|116.215|7.848|716.73|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.04976|1|2.37283|5.5|EK-1.5||K21|4.69967|5.5|10.5011|1|EK21||K1.5|1.14235|1|11.7945|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/mexico/wta-monterrey/collins-danielle-andreeva-erika-rR4eJ27e/#ah;2;-4.50;2","-4.5","2.01","1.85","1.93","1.77","","","1.94","1.84","2.01","1.85","","","","","","",""
"SV","0000035","20240820|132701","20240819_1524205_011575_069652","R05_2_MEX_Abierto GNP Seguros - Monterrey","Collins","Andreeva","|K|0.769032|EK|G||OL1|1.4672|EOL1|OL2|4.36897|EOL2|OH1|131|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4672|ENAOL1|NAOL2|4.72403|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.597|3.098|1.878|2.24|AH-5|2.597|3.098|2.256|2.69|AH-4|2.109|2.516|2.856|3.406|AH-3.5|1.763|2.102|2.856|3.406|AH-3|1.763|2.102|3.415|4.073|AH-2.5|1.601|1.909|3.415|4.073|AH-2|1.601|1.909|4.088|4.876|AH-1.5|1.486|1.773|4.088|4.876||AH1.5|1.355|123.749|5.706|521.069|AH2|1.355|123.749|6.434|587.597|AH2.5|1.32|120.509|6.434|587.597|AH3|1.32|120.509|7.848|716.73|AH3.5|1.273|116.215|7.848|716.73|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.04976|1|2.37283|5.5|EK-1.5||K21|4.69967|5.5|10.5011|1|EK21||K1.5|1.14235|1|11.7945|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/mexico/wta-monterrey/collins-danielle-andreeva-erika-rR4eJ27e/#ah;2;-5.50;2","-5.5","2.58","1.54","2.44","1.49","","","","","2.58","1.54","","","","","","",""
"SV","0000035","20240820|132705","20240819_1524205_011575_069652","R05_2_MEX_Abierto GNP Seguros - Monterrey","Collins","Andreeva","|K|0.769032|EK|G||OL1|1.4672|EOL1|OL2|4.36897|EOL2|OH1|131|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4672|ENAOL1|NAOL2|4.72403|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.597|3.098|1.878|2.24|AH-5|2.597|3.098|2.256|2.69|AH-4|2.109|2.516|2.856|3.406|AH-3.5|1.763|2.102|2.856|3.406|AH-3|1.763|2.102|3.415|4.073|AH-2.5|1.601|1.909|3.415|4.073|AH-2|1.601|1.909|4.088|4.876|AH-1.5|1.486|1.773|4.088|4.876||AH1.5|1.355|123.749|5.706|521.069|AH2|1.355|123.749|6.434|587.597|AH2.5|1.32|120.509|6.434|587.597|AH3|1.32|120.509|7.848|716.73|AH3.5|1.273|116.215|7.848|716.73|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.04976|1|2.37283|5.5|EK-1.5||K21|4.69967|5.5|10.5011|1|EK21||K1.5|1.14235|1|11.7945|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/mexico/wta-monterrey/collins-danielle-andreeva-erika-rR4eJ27e/#ah;2;1.50;1","1.5","1.12","7.08","1.1","6.0","","","1.13","6.4","1.13","7.08","","","","","","",""
"SV","0000035","20240820|132703","20240819_1524205_011575_069652","R05_2_MEX_Abierto GNP Seguros - Monterrey","Collins","Andreeva","|K|0.769032|EK|G||OL1|1.4672|EOL1|OL2|4.36897|EOL2|OH1|131|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4672|ENAOL1|NAOL2|4.72403|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.597|3.098|1.878|2.24|AH-5|2.597|3.098|2.256|2.69|AH-4|2.109|2.516|2.856|3.406|AH-3.5|1.763|2.102|2.856|3.406|AH-3|1.763|2.102|3.415|4.073|AH-2.5|1.601|1.909|3.415|4.073|AH-2|1.601|1.909|4.088|4.876|AH-1.5|1.486|1.773|4.088|4.876||AH1.5|1.355|123.749|5.706|521.069|AH2|1.355|123.749|6.434|587.597|AH2.5|1.32|120.509|6.434|587.597|AH3|1.32|120.509|7.848|716.73|AH3.5|1.273|116.215|7.848|716.73|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.04976|1|2.37283|5.5|EK-1.5||K21|4.69967|5.5|10.5011|1|EK21||K1.5|1.14235|1|11.7945|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/mexico/wta-monterrey/collins-danielle-andreeva-erika-rR4eJ27e/#ah;2;-1.50;1","-1.5","1.83","2.04","1.76","1.94","","","1.86","1.93","1.86","2.04","","","","","","",""
"SV","0000035","20240820|132653","20240819_1524205_011575_069652","R05_2_MEX_Abierto GNP Seguros - Monterrey","Collins","Andreeva","|K|0.769032|EK|G||OL1|1.4672|EOL1|OL2|4.36897|EOL2|OH1|131|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4672|ENAOL1|NAOL2|4.72403|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA||AH-5.5|2.597|3.098|1.878|2.24|AH-5|2.597|3.098|2.256|2.69|AH-4|2.109|2.516|2.856|3.406|AH-3.5|1.763|2.102|2.856|3.406|AH-3|1.763|2.102|3.415|4.073|AH-2.5|1.601|1.909|3.415|4.073|AH-2|1.601|1.909|4.088|4.876|AH-1.5|1.486|1.773|4.088|4.876||AH1.5|1.355|123.749|5.706|521.069|AH2|1.355|123.749|6.434|587.597|AH2.5|1.32|120.509|6.434|587.597|AH3|1.32|120.509|7.848|716.73|AH3.5|1.273|116.215|7.848|716.73|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.04976|1|2.37283|5.5|EK-1.5||K21|4.69967|5.5|10.5011|1|EK21||K1.5|1.14235|1|11.7945|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/mexico/wta-monterrey/collins-danielle-andreeva-erika-rR4eJ27e/","","1.33","3.52","1.29","3.25","","","1.3","3.55","1.33","3.55","","","","","","",""
"SV","0000036","20240820|132717","20240819_1524305_048900_047152","R05_2_USA_Tennis in the Land - Cleveland","Kessler","Wang","|K|0.320132|EK|G||OL1|3.15817|EOL1|OL2|1.6576|EOL2|OH1|1|EOH1|OH2|148|EOH2|EG|NA||NAOL1|3.41483|ENAOL1|NAOL2|1.6576|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|6.829|8.145|1.297|1.547|AH-5|6.829|8.145|1.404|1.674|AH-4|4.879|5.819|1.499|1.788|AH-3.5|3.997|4.767|1.499|1.788|AH-3|3.997|4.767|1.552|1.851|AH-2.5|3.663|4.369|1.552|1.851|AH-2|3.663|4.369|1.62|1.933|AH-1.5|3.33|3.971|1.62|1.933||AH1.5|2.636|240.715|1.873|171.066|AH2|2.636|240.715|2.001|182.706|AH2.5|2.419|220.91|2.001|182.706|AH3|2.419|220.91|2.285|208.697|AH3.5|2.102|191.999|2.285|208.697|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.74274|1|1.29072|1|EK-1.5||K21|9.73092|1|4.79659|5.5|EK21||K1.5|1.90299|5.5|2.52863|5.5|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/wta-cleveland/kessler-mccartney-wang-xinyu-2001-8zJffIBU/#ah;2;3.50;2","3.5","1.93","1.93","1.87","1.83","","","1.85","1.93","1.93","1.93","","","","","","",""
"SV","0000036","20240820|132720","20240819_1524305_048900_047152","R05_2_USA_Tennis in the Land - Cleveland","Kessler","Wang","|K|0.320132|EK|G||OL1|3.15817|EOL1|OL2|1.6576|EOL2|OH1|1|EOH1|OH2|148|EOH2|EG|NA||NAOL1|3.41483|ENAOL1|NAOL2|1.6576|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA||AH-5.5|6.829|8.145|1.297|1.547|AH-5|6.829|8.145|1.404|1.674|AH-4|4.879|5.819|1.499|1.788|AH-3.5|3.997|4.767|1.499|1.788|AH-3|3.997|4.767|1.552|1.851|AH-2.5|3.663|4.369|1.552|1.851|AH-2|3.663|4.369|1.62|1.933|AH-1.5|3.33|3.971|1.62|1.933||AH1.5|2.636|240.715|1.873|171.066|AH2|2.636|240.715|2.001|182.706|AH2.5|2.419|220.91|2.001|182.706|AH3|2.419|220.91|2.285|208.697|AH3.5|2.102|191.999|2.285|208.697|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|5.74274|1|1.29072|1|EK-1.5||K21|9.73092|1|4.79659|5.5|EK21||K1.5|1.90299|5.5|2.52863|5.5|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/wta-cleveland/kessler-mccartney-wang-xinyu-2001-8zJffIBU/#ah;2;2.50;2","2.5","2.19","1.72","2.1","1.65","","","","","2.19","1.72","","","","","","",""
