"CDM","0000001","20241006|173342","20241007_2010704_099887_103544","R04_1_CHN_Hangzhou Challenger","Alcantara/Hsu","Bollipalli/Kadhe","|K|0.367615|EK|G||OL1|2.77641|EOL1|OL2|1.60097|EOL2|OH1|273|EOH1|OH2|2.385|EOH2|EG|NA||NAOL1|2.95659|ENAOL1|NAOL2|1.75377|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/hangzhou-challenger-men-doubles/alcantara-francis-casey-hsu-yu-hsiou-bollipalli-rithvik-kadhe-arjun-dvvQllPk/","","","","2.95","1.35","","","","","2.95","1.35","","","","","","",""
"CDM","0000002","20241006|173346","20241007_2010704_115081_115082","R04_1_CHN_Hangzhou Challenger","Bayldon/Reynolds","Lock/McCabe","|K|0.462715|EK|G||OL1|2.20689|EOL1|OL2|1.90179|EOL2|OH1|217|EOH1|OH2|187|EOH2|EG|NA||NAOL1|2.35011|ENAOL1|NAOL2|2.02521|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/hangzhou-challenger-men-doubles/bayldon-blake-reynolds-finn-lock-benjamin-mccabe-james-juCh7duH/","","","","1.6","2.2","","","","","1.6","2.2","","","","","","",""
"CDM","0000003","20241006|173349","20241007_2010704_099470_115080","R04_1_CHN_Hangzhou Challenger","King/Stalder","Fancutt/Shimizu","|K|0.600367|EK|G||OL1|1.68152|EOL1|OL2|2.55267|EOL2|OH1|2.505|EOH1|OH2|251|EOH2|EG|NA||NAOL1|1.84201|ENAOL1|NAOL2|2.71833|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/hangzhou-challenger-men-doubles/king-evan-stalder-reese-fancutt-thomas-john-shimizu-yuta-QN9RhcQN/","","","","1.4","2.7","","","","","1.4","2.7","","","","","","",""
"CDM","0000004","20241006|173352","20241007_2010704_114190_114810","R04_1_CHN_Hangzhou Challenger","Rodriguez/Romios","Ho/Paris","|K|0.541132|EK|G||OL1|1.88145|EOL1|OL2|2.21706|EOL2|OH1|185|EOH1|OH2|218|EOH2|EG|NA||NAOL1|2.00355|ENAOL1|NAOL2|2.36094|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/hangzhou-challenger-men-doubles/rodriguez-cristian-romios-matthew-christopher-ho-ray-paris-joshua-IgSYnSg2/","","","","1.72","2.0","","","","","1.72","2.0","","","","","","",""
"CSM","0000005","20241006|173405","20241007_2011001_058723_018648","R01_1_ARG_Villa Maria Challenger","Roncadelli","Kicker","|K|0.386121|EK|G||OL1|2.75835|EOL1|OL2|1.71965|EOL2|OH1|259|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.8749|ENAOL1|NAOL2|1.71965|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.405|321.197|1.603|151.241|AH-2.5|3.129|295.157|1.603|151.241|AH-2|3.129|295.157|1.667|157.265|AH-1.5|2.911|274.627|1.667|157.265||AH1.5|2.574|233.999|1.921|174.627|AH2|2.574|233.999|2.004|182.162|AH2.5|2.439|221.711|2.004|182.162|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.59681|6|1.54|6|EK-1.5||K21|6.27609|1|5.20316|6|EK21||K1.5|1.74439|6|2.77667|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/argentina/villa-maria-challenger-men/roncadelli-franco-kicker-nicolas-Is2YNjpg/#ah;2;2.50;2","2.5","1.89","1.88","1.86","1.84","","","","","1.89","1.88","","","","","","",""
"CSM","0000005","20241006|173403","20241007_2011001_058723_018648","R01_1_ARG_Villa Maria Challenger","Roncadelli","Kicker","|K|0.386121|EK|G||OL1|2.75835|EOL1|OL2|1.71965|EOL2|OH1|259|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.8749|ENAOL1|NAOL2|1.71965|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.405|321.197|1.603|151.241|AH-2.5|3.129|295.157|1.603|151.241|AH-2|3.129|295.157|1.667|157.265|AH-1.5|2.911|274.627|1.667|157.265||AH1.5|2.574|233.999|1.921|174.627|AH2|2.574|233.999|2.004|182.162|AH2.5|2.439|221.711|2.004|182.162|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.59681|6|1.54|6|EK-1.5||K21|6.27609|1|5.20316|6|EK21||K1.5|1.74439|6|2.77667|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/argentina/villa-maria-challenger-men/roncadelli-franco-kicker-nicolas-Is2YNjpg/#ah;2;1.50;2","1.5","2.04","1.75","2.02","1.7","","","","","2.04","1.75","","","","","","",""
"CSM","0000005","20241006|173410","20241007_2011001_058723_018648","R01_1_ARG_Villa Maria Challenger","Roncadelli","Kicker","|K|0.386121|EK|G||OL1|2.75835|EOL1|OL2|1.71965|EOL2|OH1|259|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.8749|ENAOL1|NAOL2|1.71965|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.405|321.197|1.603|151.241|AH-2.5|3.129|295.157|1.603|151.241|AH-2|3.129|295.157|1.667|157.265|AH-1.5|2.911|274.627|1.667|157.265||AH1.5|2.574|233.999|1.921|174.627|AH2|2.574|233.999|2.004|182.162|AH2.5|2.439|221.711|2.004|182.162|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.59681|6|1.54|6|EK-1.5||K21|6.27609|1|5.20316|6|EK21||K1.5|1.74439|6|2.77667|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/argentina/villa-maria-challenger-men/roncadelli-franco-kicker-nicolas-Is2YNjpg/#ah;2;1.50;1","1.5","1.53","2.46","1.51","2.39","","","","","1.53","2.46","","","","","","",""
"CSM","0000005","20241006|173407","20241007_2011001_058723_018648","R01_1_ARG_Villa Maria Challenger","Roncadelli","Kicker","|K|0.386121|EK|G||OL1|2.75835|EOL1|OL2|1.71965|EOL2|OH1|259|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.8749|ENAOL1|NAOL2|1.71965|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.405|321.197|1.603|151.241|AH-2.5|3.129|295.157|1.603|151.241|AH-2|3.129|295.157|1.667|157.265|AH-1.5|2.911|274.627|1.667|157.265||AH1.5|2.574|233.999|1.921|174.627|AH2|2.574|233.999|2.004|182.162|AH2.5|2.439|221.711|2.004|182.162|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.59681|6|1.54|6|EK-1.5||K21|6.27609|1|5.20316|6|EK21||K1.5|1.74439|6|2.77667|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/argentina/villa-maria-challenger-men/roncadelli-franco-kicker-nicolas-Is2YNjpg/#ah;2;-1.50;1","-1.5","3.62","1.27","3.47","1.26","","","","","3.62","1.27","","","","","","",""
"CSM","0000005","20241006|173356","20241007_2011001_058723_018648","R01_1_ARG_Villa Maria Challenger","Roncadelli","Kicker","|K|0.386121|EK|G||OL1|2.75835|EOL1|OL2|1.71965|EOL2|OH1|259|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.8749|ENAOL1|NAOL2|1.71965|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.405|321.197|1.603|151.241|AH-2.5|3.129|295.157|1.603|151.241|AH-2|3.129|295.157|1.667|157.265|AH-1.5|2.911|274.627|1.667|157.265||AH1.5|2.574|233.999|1.921|174.627|AH2|2.574|233.999|2.004|182.162|AH2.5|2.439|221.711|2.004|182.162|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|4.59681|6|1.54|6|EK-1.5||K21|6.27609|1|5.20316|6|EK21||K1.5|1.74439|6|2.77667|6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/argentina/villa-maria-challenger-men/roncadelli-franco-kicker-nicolas-Is2YNjpg/","","2.25","1.63","2.2","1.6","","","","","2.28","1.63","","","","","","",""
"CSM","0000006","20241006|173421","20241007_2011004_052934_029906","R04_1_ARG_Villa Maria Challenger","Cerundolo","Ficovich","|K|0.654709|EK|G||OL1|1.61415|EOL1|OL2|3.0885|EOL2|OH1|153|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.61415|ENAOL1|NAOL2|3.219|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.945|183.523|2.735|258.034|AH-2.5|1.731|163.277|2.735|258.034|AH-2|1.731|163.277|3.03|285.895|AH-1.5|1.63|153.794|3.03|285.895||AH1.5|1.523|138.459|3.96|360.019|AH2|1.523|138.459|4.272|388.343|AH2.5|1.481|134.681|4.272|388.343|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.62977|6|1.81349|6|EK-1.5||K21|4.75755|6|7.95561|1|EK21||K1.5|1.54|6|4.74103|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/argentina/villa-maria-challenger-men/cerundolo-juan-manuel-ficovich-juan-pablo-SWqTJa5t/#ah;2;-2.50;2","-2.5","1.79","2.05","","","","","","","1.79","2.05","","","","","","",""
"CSM","0000006","20241006|173423","20241007_2011004_052934_029906","R04_1_ARG_Villa Maria Challenger","Cerundolo","Ficovich","|K|0.654709|EK|G||OL1|1.61415|EOL1|OL2|3.0885|EOL2|OH1|153|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.61415|ENAOL1|NAOL2|3.219|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.945|183.523|2.735|258.034|AH-2.5|1.731|163.277|2.735|258.034|AH-2|1.731|163.277|3.03|285.895|AH-1.5|1.63|153.794|3.03|285.895||AH1.5|1.523|138.459|3.96|360.019|AH2|1.523|138.459|4.272|388.343|AH2.5|1.481|134.681|4.272|388.343|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.62977|6|1.81349|6|EK-1.5||K21|4.75755|6|7.95561|1|EK21||K1.5|1.54|6|4.74103|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/argentina/villa-maria-challenger-men/cerundolo-juan-manuel-ficovich-juan-pablo-SWqTJa5t/#ah;2;-3.50;2","-3.5","2.05","1.79","","","","","","","2.05","1.79","","","","","","",""
