"CDM","0000043","20241025|081156","20241021_2011710_115425_107280","R10_1_TPE_Taipei 2 Challenger","Kirkov/Stevens","Stevenson/Willis","|K|0.398547|EK|G||OL1|2.55267|EOL1|OL2|1.68152|EOL2|OH1|251|EOH1|OH2|2.505|EOH2|EG|NA||NAOL1|2.62295|ENAOL1|NAOL2|1.8203|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-9|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/taiwan/taipei-2-challenger-men-doubles/kirkov-vasil-stevens-bart-stevenson-david-willis-marcus-hQsxnLl4/","","","","2.08","1.66","","","","","2.12","1.73","","","","","","",""
"DV","0000044","20241025|081200","20241021_1525910_097432_088213","R10_2_CHN_Guangzhou Open - Guangzhou","Appleton/Tang","Piter/Stollar","|K|0.362512|EK|G||OL1|2.89524|EOL1|OL2|1.59983|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.14088|ENAOL1|NAOL2|1.60454|ENAOL2|NAVE1|-9.3|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/wta-guangzhou-doubles/appleton-emily-tang-qianhui-piter-katarzyna-stollar-fanny-x4jpKyQ6/","","2.7","1.45","2.62","1.43","","","2.63","1.44","2.7","1.45","","","","","","",""
"DV","0000045","20241025|081204","20241021_1525810_068431_097227","R10_2_JPN_Toray Pan Pacific Open - Tokyo","Kenin/Mattek-Sands","Shibahara/Siegemund","|K|0.414925|EK|G||OL1|2.53858|EOL1|OL2|1.74249|EOL2|OH1|1|EOH1|OH2|171|EOH2|EG|NA||NAOL1|2.75396|ENAOL1|NAOL2|1.74762|ENAOL2|NAVE1|-9.3|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/wta-tokyo-doubles/kenin-sofia-mattek-sands-bethanie-shibahara-ena-siegemund-laura-zkemZMm1/","","2.15","1.68","2.1","1.65","","","2.1","1.67","2.2","1.7","","","","","","",""
"DM","0000046","20241025|081208","20241021_1941610_035651_088311","R10_2_AUT_Erste Bank Open - Vienna","Gonzalez/Molteni","Skupski/Venus","|K|0.465471|EK|G||OL1|2.22525|EOL1|OL2|2.0398|EOL2|OH1|215|EOH1|OH2|188|EOH2|EG|NA||NAOL1|2.31125|ENAOL1|NAOL2|2.13192|ENAOL2|NAVE1|-4|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/austria/atp-vienna-doubles/gonzalez-maximo-molteni-andres-skupski-neal-venus-michael-AgAyJZ0d/","","2.15","1.68","2.08","1.66","","","2.2","1.64","2.27","1.68","","","","","","",""
"SM","0000047","20241025|081220","20241021_1941609_029812_025543","R09_2_AUT_Erste Bank Open - Vienna","Berrettini","Khachanov","|K|0.582332|EK|G||OL1|1.892|EOL1|OL2|2.628|EOL2|OH1|2.494|EOH1|OH2|3.288|EOH2|EG|NA||NAOL1|1.9092|ENAOL1|NAOL2|2.6328|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.466|11.252|1.252|1.665|AH-5|8.466|11.252|1.411|1.875|AH-4|4.81|6.393|1.707|2.269|AH-3.5|3.022|4.016|1.707|2.269|AH-3|3.022|4.016|2.091|2.779|AH-2.5|2.281|3.032|2.091|2.779|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.55|2.054|3.72|4.931|AH3|1.55|2.054|4.751|6.297|AH3.5|1.421|1.884|4.751|6.297|AH4|1.421|1.884|7.242|9.599|AH4.5|1.289|1.708|7.242|9.599|AH5|1.289|1.708|15.019|19.906|AH5.5|1.18|1.564|15.019|19.906||EAH||AHS||K-1.5|3.17842|7|1.60674|7|EK-1.5||K21|4.36603|7|6.16311|1|EK21||K1.5|1.52|7|4.68208|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/berrettini-matteo-khachanov-karen-h2wfRtnm/#ah;2;-1.50;2","-1.5","1.97","1.9","1.88","1.82","","","1.93","1.85","1.97","1.9","","","","","","",""
"SM","0000047","20241025|081222","20241021_1941609_029812_025543","R09_2_AUT_Erste Bank Open - Vienna","Berrettini","Khachanov","|K|0.582332|EK|G||OL1|1.892|EOL1|OL2|2.628|EOL2|OH1|2.494|EOH1|OH2|3.288|EOH2|EG|NA||NAOL1|1.9092|ENAOL1|NAOL2|2.6328|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.466|11.252|1.252|1.665|AH-5|8.466|11.252|1.411|1.875|AH-4|4.81|6.393|1.707|2.269|AH-3.5|3.022|4.016|1.707|2.269|AH-3|3.022|4.016|2.091|2.779|AH-2.5|2.281|3.032|2.091|2.779|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.55|2.054|3.72|4.931|AH3|1.55|2.054|4.751|6.297|AH3.5|1.421|1.884|4.751|6.297|AH4|1.421|1.884|7.242|9.599|AH4.5|1.289|1.708|7.242|9.599|AH5|1.289|1.708|15.019|19.906|AH5.5|1.18|1.564|15.019|19.906||EAH||AHS||K-1.5|3.17842|7|1.60674|7|EK-1.5||K21|4.36603|7|6.16311|1|EK21||K1.5|1.52|7|4.68208|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/berrettini-matteo-khachanov-karen-h2wfRtnm/#ah;2;-2.50;2","-2.5","2.32","1.66","2.3","1.55","","","","","2.32","1.66","","","","","","",""
"SM","0000047","20241025|081226","20241021_1941609_029812_025543","R09_2_AUT_Erste Bank Open - Vienna","Berrettini","Khachanov","|K|0.582332|EK|G||OL1|1.892|EOL1|OL2|2.628|EOL2|OH1|2.494|EOH1|OH2|3.288|EOH2|EG|NA||NAOL1|1.9092|ENAOL1|NAOL2|2.6328|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.466|11.252|1.252|1.665|AH-5|8.466|11.252|1.411|1.875|AH-4|4.81|6.393|1.707|2.269|AH-3.5|3.022|4.016|1.707|2.269|AH-3|3.022|4.016|2.091|2.779|AH-2.5|2.281|3.032|2.091|2.779|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.55|2.054|3.72|4.931|AH3|1.55|2.054|4.751|6.297|AH3.5|1.421|1.884|4.751|6.297|AH4|1.421|1.884|7.242|9.599|AH4.5|1.289|1.708|7.242|9.599|AH5|1.289|1.708|15.019|19.906|AH5.5|1.18|1.564|15.019|19.906||EAH||AHS||K-1.5|3.17842|7|1.60674|7|EK-1.5||K21|4.36603|7|6.16311|1|EK21||K1.5|1.52|7|4.68208|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/atp-vienna/berrettini-matteo-khachanov-karen-h2wfRtnm/#ah;2;1.50;1","1.5","1.28","3.91","1.25","3.57","","","1.25","3.9","1.28","3.91","","","","","","",""
"SM","0000047","20241025|081224","20241021_1941609_029812_025543","R09_2_AUT_Erste Bank Open - Vienna","Berrettini","Khachanov","|K|0.582332|EK|G||OL1|1.892|EOL1|OL2|2.628|EOL2|OH1|2.494|EOH1|OH2|3.288|EOH2|EG|NA||NAOL1|1.9092|ENAOL1|NAOL2|2.6328|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.466|11.252|1.252|1.665|AH-5|8.466|11.252|1.411|1.875|AH-4|4.81|6.393|1.707|2.269|AH-3.5|3.022|4.016|1.707|2.269|AH-3|3.022|4.016|2.091|2.779|AH-2.5|2.281|3.032|2.091|2.779|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.55|2.054|3.72|4.931|AH3|1.55|2.054|4.751|6.297|AH3.5|1.421|1.884|4.751|6.297|AH4|1.421|1.884|7.242|9.599|AH4.5|1.289|1.708|7.242|9.599|AH5|1.289|1.708|15.019|19.906|AH5.5|1.18|1.564|15.019|19.906||EAH||AHS||K-1.5|3.17842|7|1.60674|7|EK-1.5||K21|4.36603|7|6.16311|1|EK21||K1.5|1.52|7|4.68208|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/atp-vienna/berrettini-matteo-khachanov-karen-h2wfRtnm/#ah;2;-1.50;1","-1.5","2.89","1.45","2.7","1.4","","","2.85","1.42","2.89","1.45","","","","","","",""
"SM","0000047","20241025|081213","20241021_1941609_029812_025543","R09_2_AUT_Erste Bank Open - Vienna","Berrettini","Khachanov","|K|0.582332|EK|G||OL1|1.892|EOL1|OL2|2.628|EOL2|OH1|2.494|EOH1|OH2|3.288|EOH2|EG|NA||NAOL1|1.9092|ENAOL1|NAOL2|2.6328|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.466|11.252|1.252|1.665|AH-5|8.466|11.252|1.411|1.875|AH-4|4.81|6.393|1.707|2.269|AH-3.5|3.022|4.016|1.707|2.269|AH-3|3.022|4.016|2.091|2.779|AH-2.5|2.281|3.032|2.091|2.779|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.55|2.054|3.72|4.931|AH3|1.55|2.054|4.751|6.297|AH3.5|1.421|1.884|4.751|6.297|AH4|1.421|1.884|7.242|9.599|AH4.5|1.289|1.708|7.242|9.599|AH5|1.289|1.708|15.019|19.906|AH5.5|1.18|1.564|15.019|19.906||EAH||AHS||K-1.5|3.17842|7|1.60674|7|EK-1.5||K21|4.36603|7|6.16311|1|EK21||K1.5|1.52|7|4.68208|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/austria/atp-vienna/berrettini-matteo-khachanov-karen-h2wfRtnm/","","1.74","2.2","1.68","2.05","","","1.7","2.17","1.76","2.23","","","","","","",""
"SM","0000048","20241025|081237","20241021_1941609_058327_063017","R09_2_AUT_Erste Bank Open - Vienna","Machac","Draper","|K|0.40444|EK|G||OL1|2.7156|EOL1|OL2|1.848|EOL2|OH1|3.3976|EOH1|OH2|2.436|EOH2|EG|NA||NAOL1|2.72056|ENAOL1|NAOL2|1.8648|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|14.878|19.773|1.177|1.565|AH-5|14.878|19.773|1.27|1.687|AH-4|7.757|10.31|1.396|1.855|AH-3.5|4.994|6.637|1.396|1.855|AH-3|4.994|6.637|1.503|1.997|AH-2.5|3.981|5.291|1.503|1.997|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.252|2.985|2.128|2.82|AH3|2.252|2.985|2.706|3.586|AH3.5|1.837|2.434|2.706|3.586|AH4|1.837|2.434|3.823|5.066|AH4.5|1.533|2.031|3.823|5.066|AH5|1.533|2.031|6.218|8.241|AH5.5|1.328|1.76|6.218|8.241||EAH||AHS||K-1.5|4.80316|7|1.52|7|EK-1.5||K21|6.26435|1|4.794|7|EK21||K1.5|1.66992|7|2.97467|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/machac-tomas-draper-jack-QXnLpkxn/#ah;2;1.50;2","1.5","1.94","1.93","1.86","1.84","","","1.88","1.9","1.94","1.93","","","","","","",""
"SM","0000048","20241025|081239","20241021_1941609_058327_063017","R09_2_AUT_Erste Bank Open - Vienna","Machac","Draper","|K|0.40444|EK|G||OL1|2.7156|EOL1|OL2|1.848|EOL2|OH1|3.3976|EOH1|OH2|2.436|EOH2|EG|NA||NAOL1|2.72056|ENAOL1|NAOL2|1.8648|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|14.878|19.773|1.177|1.565|AH-5|14.878|19.773|1.27|1.687|AH-4|7.757|10.31|1.396|1.855|AH-3.5|4.994|6.637|1.396|1.855|AH-3|4.994|6.637|1.503|1.997|AH-2.5|3.981|5.291|1.503|1.997|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.252|2.985|2.128|2.82|AH3|2.252|2.985|2.706|3.586|AH3.5|1.837|2.434|2.706|3.586|AH4|1.837|2.434|3.823|5.066|AH4.5|1.533|2.031|3.823|5.066|AH5|1.533|2.031|6.218|8.241|AH5.5|1.328|1.76|6.218|8.241||EAH||AHS||K-1.5|4.80316|7|1.52|7|EK-1.5||K21|6.26435|1|4.794|7|EK21||K1.5|1.66992|7|2.97467|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/machac-tomas-draper-jack-QXnLpkxn/#ah;2;0.50;2","0.5","2.13","1.78","2.01","1.71","","","","","2.13","1.78","","","","","","",""
