"DV","0000025","20241020|075758","20241021_1525804_097426_095105","R04_2_JPN_Toray Pan Pacific Open - Tokyo","Shimizu/Shimizu","Plipuech/Tsao","|K|0.35965|EK|G||OL1|2.92671|EOL1|OL2|1.59983|EOL2|OH1|1|EOH1|OH2|157|EOH2|EG|NA||NAOL1|3.17502|ENAOL1|NAOL2|1.60454|ENAOL2|NAVE1|-9.3|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/wta-tokyo-doubles/shimizu-ayano-shimizu-eri-plipuech-peangtarn-tsao-chia-yi-CbGyMsIP/","","","","2.25","1.57","","","","","2.25","1.57","","","","","","",""
"DV","0000026","20241020|075801","20241021_1525804_075432_068431","R04_2_JPN_Toray Pan Pacific Open - Tokyo","Wang/Zheng","Kenin/Mattek-Sands","|K|0.462395|EK|G||OL1|2.27633|EOL1|OL2|1.96163|EOL2|OH1|3.689|EOH1|OH2|3.179|EOH2|EG|NA||NAOL1|2.46946|ENAOL1|NAOL2|2.12806|ENAOL2|NAVE1|-9.3|ENAVE1|NAVE2|-9.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/wta-tokyo-doubles/wang-xinyu-2001-zheng-saisai-kenin-sofia-mattek-sands-bethanie-ncrqGiU6/","","","","2.23","1.58","","","","","2.25","1.58","","","","","","",""
"DM","0000027","20241020|075804","20241014_1941312_115207_088189","R12_2_BEL_European Open - Antwerp","Galloway/Nedovyesov","Erler/Miedler","|K|0.592136|EK|G||OL1|1.83365|EOL1|OL2|2.5461|EOL2|OH1|169|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.91646|ENAOL1|NAOL2|2.6445|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/belgium/atp-antwerp-doubles/galloway-robert-nedovyesov-aleksandr-erler-alexander-miedler-lucas-U9op9Di3/","","1.78","2.05","1.72","2.0","","","1.72","2.05","1.78","2.09","","","","","","",""
"DM","0000028","20241020|075808","20241014_1941412_113767_103544","R12_2_KAZ_Almaty Open - Almaty","Barrientos/Mansouri","Bollipalli/Kadhe","|K|0.630681|EK|G||OL1|1.72515|EOL1|OL2|2.80485|EOL2|OH1|159|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.80306|ENAOL1|NAOL2|2.91325|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/kazakhstan/atp-almaty-doubles/barrientos-nicolas-mansouri-skander-bollipalli-rithvik-kadhe-arjun-nPWKUsQG/","","1.59","2.39","1.54","2.33","","","","","1.64","2.39","","","","","","",""
"SM","0000029","20241020|075820","20241021_1941603_039152_036858","R03_2_AUT_Erste Bank Open - Vienna","Kovacevic","Seyboth Wild","|K|0.413618|EK|G||OL1|2.6499|EOL1|OL2|1.881|EOL2|OH1|3.3154|EOH1|OH2|2.4795|EOH2|EG|NA||NAOL1|2.65474|ENAOL1|NAOL2|1.8981|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|18.885|25.099|1.158|1.539|AH-5|18.885|25.099|1.259|1.673|AH-4|8.176|10.866|1.427|1.896|AH-3.5|4.636|6.162|1.427|1.896|AH-3|4.636|6.162|1.613|2.143|AH-2.5|3.372|4.482|1.613|2.143|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.987|2.634|2.434|3.226|AH3|1.987|2.634|3.09|4.095|AH3.5|1.694|2.245|3.09|4.095|AH4|1.694|2.245|4.516|5.985|AH4.5|1.444|1.914|4.516|5.985|AH5|1.444|1.914|7.693|10.196|AH5.5|1.275|1.69|7.693|10.196||EAH||AHS||K-1.5|4.65233|7|1.52|7|EK-1.5||K21|6.53847|1|4.74683|7|EK21||K1.5|1.65592|7|3.01626|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/kovacevic-aleksandar-seyboth-wild-thiago-fZyzGGXa/#ah;2;2.50;2","2.5","","","1.64","2.12","","","","","1.64","2.12","","","","","","",""
"SM","0000029","20241020|075818","20241021_1941603_039152_036858","R03_2_AUT_Erste Bank Open - Vienna","Kovacevic","Seyboth Wild","|K|0.413618|EK|G||OL1|2.6499|EOL1|OL2|1.881|EOL2|OH1|3.3154|EOH1|OH2|2.4795|EOH2|EG|NA||NAOL1|2.65474|ENAOL1|NAOL2|1.8981|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|18.885|25.099|1.158|1.539|AH-5|18.885|25.099|1.259|1.673|AH-4|8.176|10.866|1.427|1.896|AH-3.5|4.636|6.162|1.427|1.896|AH-3|4.636|6.162|1.613|2.143|AH-2.5|3.372|4.482|1.613|2.143|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.987|2.634|2.434|3.226|AH3|1.987|2.634|3.09|4.095|AH3.5|1.694|2.245|3.09|4.095|AH4|1.694|2.245|4.516|5.985|AH4.5|1.444|1.914|4.516|5.985|AH5|1.444|1.914|7.693|10.196|AH5.5|1.275|1.69|7.693|10.196||EAH||AHS||K-1.5|4.65233|7|1.52|7|EK-1.5||K21|6.53847|1|4.74683|7|EK21||K1.5|1.65592|7|3.01626|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/kovacevic-aleksandar-seyboth-wild-thiago-fZyzGGXa/#ah;2;1.50;2","1.5","","","1.89","1.81","","","1.9","1.86","1.9","1.86","","","","","","",""
"SM","0000029","20241020|075824","20241021_1941603_039152_036858","R03_2_AUT_Erste Bank Open - Vienna","Kovacevic","Seyboth Wild","|K|0.413618|EK|G||OL1|2.6499|EOL1|OL2|1.881|EOL2|OH1|3.3154|EOH1|OH2|2.4795|EOH2|EG|NA||NAOL1|2.65474|ENAOL1|NAOL2|1.8981|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|18.885|25.099|1.158|1.539|AH-5|18.885|25.099|1.259|1.673|AH-4|8.176|10.866|1.427|1.896|AH-3.5|4.636|6.162|1.427|1.896|AH-3|4.636|6.162|1.613|2.143|AH-2.5|3.372|4.482|1.613|2.143|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.987|2.634|2.434|3.226|AH3|1.987|2.634|3.09|4.095|AH3.5|1.694|2.245|3.09|4.095|AH4|1.694|2.245|4.516|5.985|AH4.5|1.444|1.914|4.516|5.985|AH5|1.444|1.914|7.693|10.196|AH5.5|1.275|1.69|7.693|10.196||EAH||AHS||K-1.5|4.65233|7|1.52|7|EK-1.5||K21|6.53847|1|4.74683|7|EK21||K1.5|1.65592|7|3.01626|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/atp-vienna/kovacevic-aleksandar-seyboth-wild-thiago-fZyzGGXa/#ah;2;1.50;1","1.5","1.5","2.63","1.46","2.52","","","1.44","2.7","1.5","2.7","","","","","","",""
"SM","0000029","20241020|075822","20241021_1941603_039152_036858","R03_2_AUT_Erste Bank Open - Vienna","Kovacevic","Seyboth Wild","|K|0.413618|EK|G||OL1|2.6499|EOL1|OL2|1.881|EOL2|OH1|3.3154|EOH1|OH2|2.4795|EOH2|EG|NA||NAOL1|2.65474|ENAOL1|NAOL2|1.8981|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|18.885|25.099|1.158|1.539|AH-5|18.885|25.099|1.259|1.673|AH-4|8.176|10.866|1.427|1.896|AH-3.5|4.636|6.162|1.427|1.896|AH-3|4.636|6.162|1.613|2.143|AH-2.5|3.372|4.482|1.613|2.143|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.987|2.634|2.434|3.226|AH3|1.987|2.634|3.09|4.095|AH3.5|1.694|2.245|3.09|4.095|AH4|1.694|2.245|4.516|5.985|AH4.5|1.444|1.914|4.516|5.985|AH5|1.444|1.914|7.693|10.196|AH5.5|1.275|1.69|7.693|10.196||EAH||AHS||K-1.5|4.65233|7|1.52|7|EK-1.5||K21|6.53847|1|4.74683|7|EK21||K1.5|1.65592|7|3.01626|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/atp-vienna/kovacevic-aleksandar-seyboth-wild-thiago-fZyzGGXa/#ah;2;-1.50;1","-1.5","4.01","1.25","3.75","1.23","","","3.9","1.25","4.01","1.25","","","","","","",""
"SM","0000029","20241020|075811","20241021_1941603_039152_036858","R03_2_AUT_Erste Bank Open - Vienna","Kovacevic","Seyboth Wild","|K|0.413618|EK|G||OL1|2.6499|EOL1|OL2|1.881|EOL2|OH1|3.3154|EOH1|OH2|2.4795|EOH2|EG|NA||NAOL1|2.65474|ENAOL1|NAOL2|1.8981|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|18.885|25.099|1.158|1.539|AH-5|18.885|25.099|1.259|1.673|AH-4|8.176|10.866|1.427|1.896|AH-3.5|4.636|6.162|1.427|1.896|AH-3|4.636|6.162|1.613|2.143|AH-2.5|3.372|4.482|1.613|2.143|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.987|2.634|2.434|3.226|AH3|1.987|2.634|3.09|4.095|AH3.5|1.694|2.245|3.09|4.095|AH4|1.694|2.245|4.516|5.985|AH4.5|1.444|1.914|4.516|5.985|AH5|1.444|1.914|7.693|10.196|AH5.5|1.275|1.69|7.693|10.196||EAH||AHS||K-1.5|4.65233|7|1.52|7|EK-1.5||K21|6.53847|1|4.74683|7|EK21||K1.5|1.65592|7|3.01626|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/austria/atp-vienna/kovacevic-aleksandar-seyboth-wild-thiago-fZyzGGXa/","","2.33","1.62","2.25","1.57","","","2.2","1.66","2.35","1.66","","","","","","",""
"SM","0000030","20241020|075837","20241021_1941603_086691_028108","R03_2_AUT_Erste Bank Open - Vienna","Mensik","Muller","|K|0.715127|EK|G||OL1|1.54|EOL1|OL2|3.8544|EOL2|OH1|2.03|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.554|ENAOL1|NAOL2|3.86144|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.5|5.98|1.44|1.914|AH-5|4.5|5.98|1.766|2.347|AH-4|2.854|3.793|2.285|3.036|AH-3.5|2.088|2.775|2.285|3.036|AH-3|2.088|2.775|2.85|3.787|AH-2.5|1.768|2.35|2.85|3.787|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.352|1.792|5.726|7.589|AH3|1.352|1.792|7.972|10.566|AH3.5|1.268|1.681|7.972|10.566|AH4|1.268|1.681|13.168|17.453|AH4.5|1.193|1.581|13.168|17.453|AH5|1.193|1.581|21.933|29.071|AH5.5|1.151|1.526|21.933|29.071||EAH||AHS||K-1.5|2.37296|7|1.97753|7|EK-1.5||K21|4.189|7|7.08684|1|EK21||K1.5|1.52|7|8.90735|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/mensik-jakub-muller-alexandre-0rgdeWAU/#ah;2;-3.50;2","-3.5","1.8","2.04","1.75","1.95","","","1.83","1.93","1.83","2.04","","","","","","",""
"SM","0000030","20241020|075838","20241021_1941603_086691_028108","R03_2_AUT_Erste Bank Open - Vienna","Mensik","Muller","|K|0.715127|EK|G||OL1|1.54|EOL1|OL2|3.8544|EOL2|OH1|2.03|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.554|ENAOL1|NAOL2|3.86144|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|4.5|5.98|1.44|1.914|AH-5|4.5|5.98|1.766|2.347|AH-4|2.854|3.793|2.285|3.036|AH-3.5|2.088|2.775|2.285|3.036|AH-3|2.088|2.775|2.85|3.787|AH-2.5|1.768|2.35|2.85|3.787|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.352|1.792|5.726|7.589|AH3|1.352|1.792|7.972|10.566|AH3.5|1.268|1.681|7.972|10.566|AH4|1.268|1.681|13.168|17.453|AH4.5|1.193|1.581|13.168|17.453|AH5|1.193|1.581|21.933|29.071|AH5.5|1.151|1.526|21.933|29.071||EAH||AHS||K-1.5|2.37296|7|1.97753|7|EK-1.5||K21|4.189|7|7.08684|1|EK21||K1.5|1.52|7|8.90735|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-vienna/mensik-jakub-muller-alexandre-0rgdeWAU/#ah;2;-4.50;2","-4.5","2.25","1.66","2.2","1.6","","","","","2.25","1.66","","","","","","",""
