"DV","0000013","20241030|081210","20241028_1526109_073328_095615","R09_2_CHN_Jiangxi Open - Jiujiang","Bondar/Zimmermann","Jiang/Wu","|K|0.315198|EK|G||OL1|3.33582|EOL1|OL2|1.49793|EOL2|OH1|1|EOH1|OH2|147|EOH2|EG|NA||NAOL1|3.61884|ENAOL1|NAOL2|1.50234|ENAOL2|NAVE1|-9.3|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/wta-jiujiang-doubles/bondar-anna-zimmermann-kimberley-jiang-xinyu-wu-fang-hsien-d0J12L7m/","","","","2.37","1.52","","","2.3","1.58","2.42","1.58","","","","","","",""
"DV","0000014","20241030|081213","20241028_1526004_063690_097611","R04_2_HKG_Hong Kong Tennis Open - Hong Kong","Chong/Wong Hong Yi","Hibino/Ponchet","|K|0.37291|EK|G||OL1|2.82181|EOL1|OL2|1.6304|EOL2|OH1|1|EOH1|OH2|160|EOH2|EG|NA||NAOL1|3.06122|ENAOL1|NAOL2|1.6352|ENAOL2|NAVE1|-9.3|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/hong-kong/wta-hong-kong-doubles/chong-eudice-wong-hong-yi-cody-hibino-nao-ponchet-jessika-bc7KCrXo/","","","","2.95","1.35","","","3.0","1.36","3.08","1.38","","","","","","",""
"DM","0000015","20241030|081217","20241028_1941705_042754_108310","R05_3_FRA_Rolex Paris Masters - Paris","Doumbia/Reboul","Arevalo/Pavic","|K|0.316726|EK|G||OL1|3.2706|EOL1|OL2|1.59495|EOL2|OH1|1|EOH1|OH2|147|EOH2|EG|NA||NAOL1|3.397|ENAOL1|NAOL2|1.66698|ENAOL2|NAVE1|-4|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/france/atp-paris-doubles/doumbia-sadio-reboul-fabien-arevalo-marcelo-pavic-mate-tpoOVENa/","","","","3.15","1.31","","","3.25","1.33","3.25","1.36","","","","","","",""
"DM","0000016","20241030|081220","20241028_1941705_092756_063508","R05_3_FRA_Rolex Paris Masters - Paris","Nys/Zielinski","Krawietz/Puetz","|K|0.402208|EK|G||OL1|2.57715|EOL1|OL2|1.8228|EOL2|OH1|1|EOH1|OH2|168|EOH2|EG|NA||NAOL1|2.67675|ENAOL1|NAOL2|1.90512|ENAOL2|NAVE1|-4|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/france/atp-paris-doubles/nys-hugo-zielinski-jan-krawietz-kevin-puetz-tim-4OPb7FDG/","","","","2.25","1.57","","","2.3","1.57","2.35","1.57","","","","","","",""
"FSM","0000017","20241030|081231","20241028_2016405_034605_062699","R05_0_CHN_M25 Qian Daohu","Benchetrit","Dong","|K|0.817473|EK|G||OL1|1.30872|EOL1|OL2|5.61152|EOL2|OH1|123|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|166.788|166.788|333.057|333.057|AH-3.5|142.908|142.908|333.057|333.057|AH-3|142.908|142.908|405.312|405.312|AH-2.5|132.753|132.753|405.312|405.312|AH-2|132.753|132.753|478.439|478.439|AH-1.5|126.424|126.424|478.439|478.439||AH1.5|116.271|116.271|714.581|714.581|AH2|116.271|116.271|872.314|872.314|AH2.5|112.948|112.948|872.314|872.314|AH3|112.948|112.948|1305.55|1305.55|AH3.5|108.295|108.295|1305.55|1305.55|AH4|108.295|108.295|2433.38|2433.38|AH4.5|104.286|104.286|2433.38|2433.38|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-m25-qian-daohu-men/benchetrit-elliot-dong-zhenxiong-lKs8zrVA/#ah;2;-4.50;2","-4.5","1.68","2.1","1.67","2.07","","","","","1.68","2.1","","","","","","",""
"FSM","0000017","20241030|081233","20241028_2016405_034605_062699","R05_0_CHN_M25 Qian Daohu","Benchetrit","Dong","|K|0.817473|EK|G||OL1|1.30872|EOL1|OL2|5.61152|EOL2|OH1|123|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|166.788|166.788|333.057|333.057|AH-3.5|142.908|142.908|333.057|333.057|AH-3|142.908|142.908|405.312|405.312|AH-2.5|132.753|132.753|405.312|405.312|AH-2|132.753|132.753|478.439|478.439|AH-1.5|126.424|126.424|478.439|478.439||AH1.5|116.271|116.271|714.581|714.581|AH2|116.271|116.271|872.314|872.314|AH2.5|112.948|112.948|872.314|872.314|AH3|112.948|112.948|1305.55|1305.55|AH3.5|108.295|108.295|1305.55|1305.55|AH4|108.295|108.295|2433.38|2433.38|AH4.5|104.286|104.286|2433.38|2433.38|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-m25-qian-daohu-men/benchetrit-elliot-dong-zhenxiong-lKs8zrVA/#ah;2;-5.50;2","-5.5","2.12","1.66","2.08","1.66","","","","","2.12","1.66","","","","","","",""
"FSM","0000017","20241030|081237","20241028_2016405_034605_062699","R05_0_CHN_M25 Qian Daohu","Benchetrit","Dong","|K|0.817473|EK|G||OL1|1.30872|EOL1|OL2|5.61152|EOL2|OH1|123|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|166.788|166.788|333.057|333.057|AH-3.5|142.908|142.908|333.057|333.057|AH-3|142.908|142.908|405.312|405.312|AH-2.5|132.753|132.753|405.312|405.312|AH-2|132.753|132.753|478.439|478.439|AH-1.5|126.424|126.424|478.439|478.439||AH1.5|116.271|116.271|714.581|714.581|AH2|116.271|116.271|872.314|872.314|AH2.5|112.948|112.948|872.314|872.314|AH3|112.948|112.948|1305.55|1305.55|AH3.5|108.295|108.295|1305.55|1305.55|AH4|108.295|108.295|2433.38|2433.38|AH4.5|104.286|104.286|2433.38|2433.38|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-m25-qian-daohu-men/benchetrit-elliot-dong-zhenxiong-lKs8zrVA/#ah;2;1.50;1","1.5","1.06","8.4","1.05","7.85","","","","","1.06","8.4","","","","","","",""
"FSM","0000017","20241030|081235","20241028_2016405_034605_062699","R05_0_CHN_M25 Qian Daohu","Benchetrit","Dong","|K|0.817473|EK|G||OL1|1.30872|EOL1|OL2|5.61152|EOL2|OH1|123|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|166.788|166.788|333.057|333.057|AH-3.5|142.908|142.908|333.057|333.057|AH-3|142.908|142.908|405.312|405.312|AH-2.5|132.753|132.753|405.312|405.312|AH-2|132.753|132.753|478.439|478.439|AH-1.5|126.424|126.424|478.439|478.439||AH1.5|116.271|116.271|714.581|714.581|AH2|116.271|116.271|872.314|872.314|AH2.5|112.948|112.948|872.314|872.314|AH3|112.948|112.948|1305.55|1305.55|AH3.5|108.295|108.295|1305.55|1305.55|AH4|108.295|108.295|2433.38|2433.38|AH4.5|104.286|104.286|2433.38|2433.38|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-m25-qian-daohu-men/benchetrit-elliot-dong-zhenxiong-lKs8zrVA/#ah;2;-1.50;1","-1.5","1.48","2.51","1.47","2.5","","","","","1.48","2.51","","","","","","",""
"FSM","0000017","20241030|081223","20241028_2016405_034605_062699","R05_0_CHN_M25 Qian Daohu","Benchetrit","Dong","|K|0.817473|EK|G||OL1|1.30872|EOL1|OL2|5.61152|EOL2|OH1|123|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|166.788|166.788|333.057|333.057|AH-3.5|142.908|142.908|333.057|333.057|AH-3|142.908|142.908|405.312|405.312|AH-2.5|132.753|132.753|405.312|405.312|AH-2|132.753|132.753|478.439|478.439|AH-1.5|126.424|126.424|478.439|478.439||AH1.5|116.271|116.271|714.581|714.581|AH2|116.271|116.271|872.314|872.314|AH2.5|112.948|112.948|872.314|872.314|AH3|112.948|112.948|1305.55|1305.55|AH3.5|108.295|108.295|1305.55|1305.55|AH4|108.295|108.295|2433.38|2433.38|AH4.5|104.286|104.286|2433.38|2433.38|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/china/itf-m25-qian-daohu-men/benchetrit-elliot-dong-zhenxiong-lKs8zrVA/","","1.16","4.73","1.16","4.57","","","","","1.16","4.73","","","","","","",""
"FSM","0000018","20241030|081249","20241028_2016405_038400_036278","R05_0_CHN_M25 Qian Daohu","Liaonenka","Te","|K|0.120649|EK|G||OL1|8.48896|EOL1|OL2|1.21296|EOL2|OH1|1|EOH1|OH2|114|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1e+006|1e+006|101.754|101.754|AH-3.5|5799.73|5799.73|101.754|101.754|AH-3|5799.73|5799.73|105.448|105.448|AH-2.5|1935.59|1935.59|105.448|105.448|AH-2|1935.59|1935.59|108.186|108.186|AH-1.5|1321.54|1321.54|108.186|108.186||AH1.5|659.487|659.487|117.874|117.874|AH2|659.487|659.487|124.856|124.856|AH2.5|502.309|502.309|124.856|124.856|AH3|502.309|502.309|137.318|137.318|AH3.5|367.965|367.965|137.318|137.318|AH4|367.965|367.965|165.702|165.702|AH4.5|252.201|252.201|165.702|165.702|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-m25-qian-daohu-men/liaonenka-aliaksandr-te-rigele-IympTv6m/#ah;2;5.50;2","5.5","1.62","2.19","1.67","2.07","","","","","1.67","2.19","","","","","","",""
"FSM","0000018","20241030|081251","20241028_2016405_038400_036278","R05_0_CHN_M25 Qian Daohu","Liaonenka","Te","|K|0.120649|EK|G||OL1|8.48896|EOL1|OL2|1.21296|EOL2|OH1|1|EOH1|OH2|114|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1e+006|1e+006|101.754|101.754|AH-3.5|5799.73|5799.73|101.754|101.754|AH-3|5799.73|5799.73|105.448|105.448|AH-2.5|1935.59|1935.59|105.448|105.448|AH-2|1935.59|1935.59|108.186|108.186|AH-1.5|1321.54|1321.54|108.186|108.186||AH1.5|659.487|659.487|117.874|117.874|AH2|659.487|659.487|124.856|124.856|AH2.5|502.309|502.309|124.856|124.856|AH3|502.309|502.309|137.318|137.318|AH3.5|367.965|367.965|137.318|137.318|AH4|367.965|367.965|165.702|165.702|AH4.5|252.201|252.201|165.702|165.702|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-m25-qian-daohu-men/liaonenka-aliaksandr-te-rigele-IympTv6m/#ah;2;5.00;2","5.0","1.83","1.9","1.87","1.83","","","","","1.87","1.9","","","","","","",""
