"FDM","0000007","20240720|085422","20240715_1990512_112912_112919","R12_0_SRB_M15 Kursumlijska Banja","Dinev/Latinovic","Barbier Gazeu/Pietri","|K|0.634395|EK|G||OL1|1.62266|EOL1|OL2|2.877|EOL2|OH1|158|EOH1|OH2|4.658|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/serbia/itf-m15-kursumlijska-banja-11-men-doubles/dinko-dinev-latinovic-stefan-barbier-gazeu-paul-pietri-benjamin-vBcWRQWp/","","","","2.25","1.57","","","","","2.25","1.57","","","","","","",""
"FDM","0000008","20240720|085426","20240715_1991112_112932_112933","R12_0_TUN_M15 Monastir","Garcian/Trochu","Degabriele/Lalami Laaroussi","|K|0.491489|EK|G||OL1|2.142|EOL1|OL2|2.0685|EOL2|OH1|3.468|EOH1|OH2|3.349|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/tunisia/itf-m15-monastir-29-men-doubles/garcian-axel-trochu-pablo-degabriele-alex-lalami-laaroussi-younes-bsLz1bx2/","","","","1.48","2.45","","","","","1.49","2.45","","","","","","",""
"FDV","0000009","20240720|085431","20240715_1561812_095252_086159","R12_0_ARG_W15 Lujan","Giovannini/Gomez Pezuela Cano","Ccuno/Perez Alarcon","|K|0.198405|EK|G||OL1|5.22675|EOL1|OL2|1.25|EOL2|OH1|1|EOH1|OH2|125|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/argentina/itf-w15-lujan-2-women-doubles/giovannini-luisina-gomez-pezuela-cano-marian-ccuno-romina-perez-alarcon-lucciana-QaBJN3aL/","","","","3.15","1.31","","","","","3.15","1.31","","","","","","",""
"FDV","0000010","20240720|085435","20240715_1561312_095333_066709","R12_0_MAR_W15 Casablanca","Okutoyi/Simunyu","Ceschi/Squarcialupi","|K|0.832537|EK|G||OL1|1.21|EOL1|OL2|6.1893|EOL2|OH1|121|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/morocco/itf-w15-casablanca-women-doubles/okutoyi-angella-celine-simunyu-ceschi-gloria-squarcialupi-gaia-jNWG3r8k/","","","","","","","","","","1.57","2.26","","","","","","",""
"FSM","0000011","20240720|085448","20240715_1990010_020463_014898","R10_0_AUT_M25 Telfs","Mager","Mena","|K|0.612071|EK|G||OL1|1.74496|EOL1|OL2|2.64192|EOL2|OH1|164|EOH1|OH2|3.87|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|255|255|197.41|197.41|AH-3.5|202.659|202.659|197.41|197.41|AH-3|202.659|202.659|227.55|227.55|AH-2.5|178.401|178.401|227.55|227.55|AH-2|178.401|178.401|246.624|246.624|AH-1.5|168.201|168.201|246.624|246.624||AH1.5|149.044|149.044|303.898|303.898|AH2|149.044|149.044|348.419|348.419|AH2.5|140.255|140.255|348.419|348.419|AH3|140.255|140.255|412|412|AH3.5|132.051|132.051|412|412|AH4|132.051|132.051|568.449|568.449|AH4.5|121.347|121.347|568.449|568.449|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/itf-m25-telfs-men/mager-gianluca-mena-facundo-p2o7jQy9/#ah;2;-2.50;2","-2.5","1.85","1.92","1.82","1.88","","","","","1.85","1.92","","","","","","",""
"FSM","0000011","20240720|085451","20240715_1990010_020463_014898","R10_0_AUT_M25 Telfs","Mager","Mena","|K|0.612071|EK|G||OL1|1.74496|EOL1|OL2|2.64192|EOL2|OH1|164|EOH1|OH2|3.87|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|255|255|197.41|197.41|AH-3.5|202.659|202.659|197.41|197.41|AH-3|202.659|202.659|227.55|227.55|AH-2.5|178.401|178.401|227.55|227.55|AH-2|178.401|178.401|246.624|246.624|AH-1.5|168.201|168.201|246.624|246.624||AH1.5|149.044|149.044|303.898|303.898|AH2|149.044|149.044|348.419|348.419|AH2.5|140.255|140.255|348.419|348.419|AH3|140.255|140.255|412|412|AH3.5|132.051|132.051|412|412|AH4|132.051|132.051|568.449|568.449|AH4.5|121.347|121.347|568.449|568.449|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/itf-m25-telfs-men/mager-gianluca-mena-facundo-p2o7jQy9/#ah;2;-3.50;2","-3.5","2.17","1.67","2.08","1.66","","","","","2.17","1.67","","","","","","",""
"FSM","0000011","20240720|085456","20240715_1990010_020463_014898","R10_0_AUT_M25 Telfs","Mager","Mena","|K|0.612071|EK|G||OL1|1.74496|EOL1|OL2|2.64192|EOL2|OH1|164|EOH1|OH2|3.87|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|255|255|197.41|197.41|AH-3.5|202.659|202.659|197.41|197.41|AH-3|202.659|202.659|227.55|227.55|AH-2.5|178.401|178.401|227.55|227.55|AH-2|178.401|178.401|246.624|246.624|AH-1.5|168.201|168.201|246.624|246.624||AH1.5|149.044|149.044|303.898|303.898|AH2|149.044|149.044|348.419|348.419|AH2.5|140.255|140.255|348.419|348.419|AH3|140.255|140.255|412|412|AH3.5|132.051|132.051|412|412|AH4|132.051|132.051|568.449|568.449|AH4.5|121.347|121.347|568.449|568.449|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/itf-m25-telfs-men/mager-gianluca-mena-facundo-p2o7jQy9/#ah;2;1.50;1","1.5","1.25","3.83","1.24","3.65","","","","","1.25","3.83","","","","","","",""
"FSM","0000011","20240720|085453","20240715_1990010_020463_014898","R10_0_AUT_M25 Telfs","Mager","Mena","|K|0.612071|EK|G||OL1|1.74496|EOL1|OL2|2.64192|EOL2|OH1|164|EOH1|OH2|3.87|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|255|255|197.41|197.41|AH-3.5|202.659|202.659|197.41|197.41|AH-3|202.659|202.659|227.55|227.55|AH-2.5|178.401|178.401|227.55|227.55|AH-2|178.401|178.401|246.624|246.624|AH-1.5|168.201|168.201|246.624|246.624||AH1.5|149.044|149.044|303.898|303.898|AH2|149.044|149.044|348.419|348.419|AH2.5|140.255|140.255|348.419|348.419|AH3|140.255|140.255|412|412|AH3.5|132.051|132.051|412|412|AH4|132.051|132.051|568.449|568.449|AH4.5|121.347|121.347|568.449|568.449|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/itf-m25-telfs-men/mager-gianluca-mena-facundo-p2o7jQy9/#ah;2;-1.50;1","-1.5","2.35","1.57","2.3","1.55","","","","","2.35","1.57","","","","","","",""
"FSM","0000011","20240720|085440","20240715_1990010_020463_014898","R10_0_AUT_M25 Telfs","Mager","Mena","|K|0.612071|EK|G||OL1|1.74496|EOL1|OL2|2.64192|EOL2|OH1|164|EOH1|OH2|3.87|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|255|255|197.41|197.41|AH-3.5|202.659|202.659|197.41|197.41|AH-3|202.659|202.659|227.55|227.55|AH-2.5|178.401|178.401|227.55|227.55|AH-2|178.401|178.401|246.624|246.624|AH-1.5|168.201|168.201|246.624|246.624||AH1.5|149.044|149.044|303.898|303.898|AH2|149.044|149.044|348.419|348.419|AH2.5|140.255|140.255|348.419|348.419|AH3|140.255|140.255|412|412|AH3.5|132.051|132.051|412|412|AH4|132.051|132.051|568.449|568.449|AH4.5|121.347|121.347|568.449|568.449|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/austria/itf-m25-telfs-men/mager-gianluca-mena-facundo-p2o7jQy9/","","1.55","2.42","1.52","2.37","","","","","1.55","2.42","","","","","","",""
"FSM","0000012","20240720|085506","20240715_1990010_083314_073399","R10_0_AUT_M25 Telfs","Neumayer","Kodat","|K|0.628178|EK|G||OL1|1.7024|EOL1|OL2|2.75456|EOL2|OH1|160|EOH1|OH2|4.035|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|227.517|227.517|215.692|215.692|AH-3.5|186.437|186.437|215.692|215.692|AH-3|186.437|186.437|247.449|247.449|AH-2.5|167.82|167.82|247.449|247.449|AH-2|167.82|167.82|271.365|271.365|AH-1.5|158.355|158.355|271.365|271.365||AH1.5|141.214|141.214|342.638|342.638|AH2|141.214|141.214|392.935|392.935|AH2.5|134.137|134.137|392.935|392.935|AH3|134.137|134.137|482.349|482.349|AH3.5|126.154|126.154|482.349|482.349|AH4|126.154|126.154|685.56|685.56|AH4.5|117.078|117.078|685.56|685.56|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/itf-m25-telfs-men/neumayer-lukas-kodat-toby-alex-Od0CUrFk/#ah;2;-2.50;2","-2.5","1.79","1.99","1.75","1.95","","","","","1.79","1.99","","","","","","",""
"FSM","0000012","20240720|085512","20240715_1990010_083314_073399","R10_0_AUT_M25 Telfs","Neumayer","Kodat","|K|0.628178|EK|G||OL1|1.7024|EOL1|OL2|2.75456|EOL2|OH1|160|EOH1|OH2|4.035|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|227.517|227.517|215.692|215.692|AH-3.5|186.437|186.437|215.692|215.692|AH-3|186.437|186.437|247.449|247.449|AH-2.5|167.82|167.82|247.449|247.449|AH-2|167.82|167.82|271.365|271.365|AH-1.5|158.355|158.355|271.365|271.365||AH1.5|141.214|141.214|342.638|342.638|AH2|141.214|141.214|392.935|392.935|AH2.5|134.137|134.137|392.935|392.935|AH3|134.137|134.137|482.349|482.349|AH3.5|126.154|126.154|482.349|482.349|AH4|126.154|126.154|685.56|685.56|AH4.5|117.078|117.078|685.56|685.56|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/itf-m25-telfs-men/neumayer-lukas-kodat-toby-alex-Od0CUrFk/#ah;2;1.50;1","1.5","1.24","3.93","1.23","3.75","","","","","1.24","3.93","","","","","","",""
