"DV","0000013","20240822|143516","20240819_1524210_094430_096000","R10_2_MEX_Abierto GNP Seguros - Monterrey","Mihalikova/Nicholls","Guo/Niculescu","|K|0.520507|EK|G||OL1|2.02457|EOL1|OL2|2.19241|EOL2|OH1|3.281|EOH1|OH2|3.553|EOH2|EG|NA||NAOL1|2.1809|ENAOL1|NAOL2|2.3617|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/mexico/wta-monterrey-doubles/mihalikova-tereza-nicholls-olivia-guo-hanyu-niculescu-monica-O2V6Yr9l/","","","","2.0","1.72","","","2.15","1.67","2.15","1.75","","","","","","",""
"DM","0000014","20240822|143521","20240819_1940409_113767_028144","R09_2_USA_Winston-Salem Open - Winston-Salem","Barrientos/Mansouri","Murray/Peers","|K|0.504489|EK|G||OL1|2.15915|EOL1|OL2|2.1917|EOL2|OH1|199|EOH1|OH2|202|EOH2|EG|NA||NAOL1|2.25865|ENAOL1|NAOL2|2.2927|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/atp-winston-salem-doubles/barrientos-nicolas-mansouri-skander-murray-jamie-peers-john-0E1NVRzH/","","","","2.7","1.4","","","3.0","1.37","3.0","1.44","","","","","","",""
"SM","0000015","20240822|143526","20240826_1940503_026421_054207","R03_4_USA_U.S. Open - New York","Choinski","Cressy","|K|0.367989|EK|G||OL1|2.9784|EOL1|OL2|1.749|EOL2|OH1|3.7264|EOH1|OH2|2.3055|EOH2|EG|NA||NAOL1|2.98384|ENAOL1|NAOL2|1.7649|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-us-open/choinski-jan-cressy-maxime-hnDZoarC/","","2.85","1.43","2.7","1.4","","","2.85","1.43","2.85","1.45","","","","","","",""
"SM","0000016","20240822|143531","20240826_1940503_076298_025171","R03_4_USA_U.S. Open - New York","Kym","Halys","|K|0.458129|EK|G||OL1|2.39805|EOL1|OL2|2.035|EOL2|OH1|3.0003|EOH1|OH2|2.6825|EOH2|EG|NA||NAOL1|2.40243|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-us-open/kym-jerome-halys-quentin-8ELver4S/","","2.3","1.63","2.25","1.57","","","2.35","1.6","2.37","1.65","","","","","","",""
"SM","0000017","20240822|143542","20240819_1940409_058149_011226","R09_2_USA_Winston-Salem Open - Winston-Salem","Hijikata","Goffin","|K|0.360384|EK|G||OL1|3.0441|EOL1|OL2|1.727|EOL2|OH1|1|EOH1|OH2|2.2765|EOH2|EG|NA||NAOL1|3.04966|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|11.533|15.328|1.205|1.602|AH-5|11.533|15.328|1.315|1.747|AH-4|6.412|8.522|1.444|1.92|AH-3.5|4.46|5.928|1.444|1.92|AH-3|4.46|5.928|1.55|2.061|AH-2.5|3.682|4.894|1.55|2.061|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.316|3.069|2.074|2.748|AH3|2.316|3.069|2.442|3.236|AH3.5|1.982|2.627|2.442|3.236|AH4|1.982|2.627|3.125|4.142|AH4.5|1.683|2.231|3.125|4.142|AH5|1.683|2.231|4.034|5.347|AH5.5|1.501|1.99|4.034|5.347||EAH||AHS||K-1.5|5.71065|1|1.52|7|EK-1.5||K21|6.12731|1|4.53516|7|EK21||K1.5|1.75518|7|2.75641|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-winston-salem/hijikata-rinky-goffin-david-lhFqyNCd/#ah;2;2.50;2","2.5","2.24","1.7","2.12","1.64","","","2.08","1.72","2.24","1.72","","","","","","",""
"SM","0000017","20240822|143545","20240819_1940409_058149_011226","R09_2_USA_Winston-Salem Open - Winston-Salem","Hijikata","Goffin","|K|0.360384|EK|G||OL1|3.0441|EOL1|OL2|1.727|EOL2|OH1|1|EOH1|OH2|2.2765|EOH2|EG|NA||NAOL1|3.04966|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|11.533|15.328|1.205|1.602|AH-5|11.533|15.328|1.315|1.747|AH-4|6.412|8.522|1.444|1.92|AH-3.5|4.46|5.928|1.444|1.92|AH-3|4.46|5.928|1.55|2.061|AH-2.5|3.682|4.894|1.55|2.061|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.316|3.069|2.074|2.748|AH3|2.316|3.069|2.442|3.236|AH3.5|1.982|2.627|2.442|3.236|AH4|1.982|2.627|3.125|4.142|AH4.5|1.683|2.231|3.125|4.142|AH5|1.683|2.231|4.034|5.347|AH5.5|1.501|1.99|4.034|5.347||EAH||AHS||K-1.5|5.71065|1|1.52|7|EK-1.5||K21|6.12731|1|4.53516|7|EK21||K1.5|1.75518|7|2.75641|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-winston-salem/hijikata-rinky-goffin-david-lhFqyNCd/#ah;2;1.50;2","1.5","","","2.35","1.53","","","","","2.35","1.53","","","","","","",""
"SM","0000017","20240822|143549","20240819_1940409_058149_011226","R09_2_USA_Winston-Salem Open - Winston-Salem","Hijikata","Goffin","|K|0.360384|EK|G||OL1|3.0441|EOL1|OL2|1.727|EOL2|OH1|1|EOH1|OH2|2.2765|EOH2|EG|NA||NAOL1|3.04966|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|11.533|15.328|1.205|1.602|AH-5|11.533|15.328|1.315|1.747|AH-4|6.412|8.522|1.444|1.92|AH-3.5|4.46|5.928|1.444|1.92|AH-3|4.46|5.928|1.55|2.061|AH-2.5|3.682|4.894|1.55|2.061|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.316|3.069|2.074|2.748|AH3|2.316|3.069|2.442|3.236|AH3.5|1.982|2.627|2.442|3.236|AH4|1.982|2.627|3.125|4.142|AH4.5|1.683|2.231|3.125|4.142|AH5|1.683|2.231|4.034|5.347|AH5.5|1.501|1.99|4.034|5.347||EAH||AHS||K-1.5|5.71065|1|1.52|7|EK-1.5||K21|6.12731|1|4.53516|7|EK21||K1.5|1.75518|7|2.75641|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-winston-salem/hijikata-rinky-goffin-david-lhFqyNCd/#ah;2;1.50;1","1.5","1.69","2.25","1.62","2.15","","","1.64","2.23","1.69","2.25","","","","","","",""
"SM","0000017","20240822|143547","20240819_1940409_058149_011226","R09_2_USA_Winston-Salem Open - Winston-Salem","Hijikata","Goffin","|K|0.360384|EK|G||OL1|3.0441|EOL1|OL2|1.727|EOL2|OH1|1|EOH1|OH2|2.2765|EOH2|EG|NA||NAOL1|3.04966|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|11.533|15.328|1.205|1.602|AH-5|11.533|15.328|1.315|1.747|AH-4|6.412|8.522|1.444|1.92|AH-3.5|4.46|5.928|1.444|1.92|AH-3|4.46|5.928|1.55|2.061|AH-2.5|3.682|4.894|1.55|2.061|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.316|3.069|2.074|2.748|AH3|2.316|3.069|2.442|3.236|AH3.5|1.982|2.627|2.442|3.236|AH4|1.982|2.627|3.125|4.142|AH4.5|1.683|2.231|3.125|4.142|AH5|1.683|2.231|4.034|5.347|AH5.5|1.501|1.99|4.034|5.347||EAH||AHS||K-1.5|5.71065|1|1.52|7|EK-1.5||K21|6.12731|1|4.53516|7|EK21||K1.5|1.75518|7|2.75641|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-winston-salem/hijikata-rinky-goffin-david-lhFqyNCd/#ah;2;-1.50;1","-1.5","4.88","1.21","4.3","1.18","","","4.75","1.19","4.88","1.21","","","","","","",""
"SM","0000017","20240822|143535","20240819_1940409_058149_011226","R09_2_USA_Winston-Salem Open - Winston-Salem","Hijikata","Goffin","|K|0.360384|EK|G||OL1|3.0441|EOL1|OL2|1.727|EOL2|OH1|1|EOH1|OH2|2.2765|EOH2|EG|NA||NAOL1|3.04966|ENAOL1|NAOL2|1.7427|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|11.533|15.328|1.205|1.602|AH-5|11.533|15.328|1.315|1.747|AH-4|6.412|8.522|1.444|1.92|AH-3.5|4.46|5.928|1.444|1.92|AH-3|4.46|5.928|1.55|2.061|AH-2.5|3.682|4.894|1.55|2.061|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.316|3.069|2.074|2.748|AH3|2.316|3.069|2.442|3.236|AH3.5|1.982|2.627|2.442|3.236|AH4|1.982|2.627|3.125|4.142|AH4.5|1.683|2.231|3.125|4.142|AH5|1.683|2.231|4.034|5.347|AH5.5|1.501|1.99|4.034|5.347||EAH||AHS||K-1.5|5.71065|1|1.52|7|EK-1.5||K21|6.12731|1|4.53516|7|EK21||K1.5|1.75518|7|2.75641|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-winston-salem/hijikata-rinky-goffin-david-lhFqyNCd/","","2.84","1.48","2.65","1.42","","","2.7","1.47","2.84","1.48","","","","","","",""
"CSM","0000018","20240822|143604","20240819_1994610_048871_050143","R10_1_CHN_Jinan Challenger","Shimizu","Noguchi","|K|0.645083|EK|G||OL1|1.6458|EOL1|OL2|3.0033|EOL2|OH1|156|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6458|ENAOL1|NAOL2|3.1302|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|2.25|212.302|2.384|224.946|AH-2.5|1.908|180.034|2.384|224.946|AH-2|1.908|180.034|2.708|255.466|AH-1.5|1.742|164.323|2.708|255.466||AH1.5|1.586|144.223|3.587|326.127|AH2|1.586|144.223|3.964|360.363|AH2.5|1.522|138.408|3.964|360.363|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.41961|6|1.93964|6|EK-1.5||K21|4.8536|6|6.46536|1|EK21||K1.5|1.54|6|6.53568|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/jinan-challenger-men/shimizu-yuta-noguchi-rio-dteb2OMF/#ah;2;-2.50;2","-2.5","1.76","2.12","1.69","2.04","","","","","1.76","2.12","","","","","","",""
"CSM","0000018","20240822|143602","20240819_1994610_048871_050143","R10_1_CHN_Jinan Challenger","Shimizu","Noguchi","|K|0.645083|EK|G||OL1|1.6458|EOL1|OL2|3.0033|EOL2|OH1|156|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6458|ENAOL1|NAOL2|3.1302|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|2.25|212.302|2.384|224.946|AH-2.5|1.908|180.034|2.384|224.946|AH-2|1.908|180.034|2.708|255.466|AH-1.5|1.742|164.323|2.708|255.466||AH1.5|1.586|144.223|3.587|326.127|AH2|1.586|144.223|3.964|360.363|AH2.5|1.522|138.408|3.964|360.363|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.41961|6|1.93964|6|EK-1.5||K21|4.8536|6|6.46536|1|EK21||K1.5|1.54|6|6.53568|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/jinan-challenger-men/shimizu-yuta-noguchi-rio-dteb2OMF/#ah;2;-3.50;2","-3.5","2.0","1.86","1.94","1.76","","","","","2.0","1.86","","","","","","",""
