"DV","0000013","20240728|144016","20240729_1523904_095615_086349","R04_2_USA_Mubadala Citi DC Open - Washington","Jiang/Wu","Olmos/Panova","|K|0.4564|EK|G||OL1|2.3078|EOL1|OL2|1.87496|EOL2|OH1|1|EOH1|OH2|184|EOH2|EG|NA||NAOL1|2.486|ENAOL1|NAOL2|1.8768|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-3.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/wta-washington-doubles/jiang-xinyu-wu-fang-hsien-olmos-giuliana-panova-alexandra-IZu7SkA4/","","","","2.1","1.65","","","","","2.2","1.65","","","","","","",""
"DV","0000014","20240728|144020","20240729_1523904_094430_079446","R04_2_USA_Mubadala Citi DC Open - Washington","Mihalikova/Nicholls","Kato/Sutjiadi","|K|0.467685|EK|G||OL1|2.24486|EOL1|OL2|1.97212|EOL2|OH1|3.638|EOH1|OH2|3.196|EOH2|EG|NA||NAOL1|2.4182|ENAOL1|NAOL2|2.1244|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/wta-washington-doubles/mihalikova-tereza-nicholls-olivia-kato-miyu-sutjiadi-aldila-hhfkuTgA/","","","","2.08","1.66","","","","","2.2","1.66","","","","","","",""
"DV","0000015","20240728|144025","20240729_1523904_029261_062769","R04_2_USA_Mubadala Citi DC Open - Washington","Muhammad/Townsend","Baptiste/Stearns","|K|0.759219|EK|G||OL1|1.34508|EOL1|OL2|4.36384|EOL2|OH1|132|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3464|ENAOL1|NAOL2|4.7008|ENAOL2|NAVE1|-3.3|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/wta-washington-doubles/muhammad-asia-townsend-taylor-baptiste-hailey-stearns-peyton-A9xaUBuh/","","","","1.24","3.65","","","","","1.29","3.65","","","","","","",""
"DV","0000016","20240728|144030","20240729_1523904_095612_093928","R04_2_USA_Mubadala Citi DC Open - Washington","Samsonova/Wang","Lumsden/Siskova","|K|0.595899|EK|G||OL1|1.71192|EOL1|OL2|2.60152|EOL2|OH1|168|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.7136|ENAOL1|NAOL2|2.8024|ENAOL2|NAVE1|-3.3|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/wta-washington-doubles/samsonova-liudmila-wang-yafan-lumsden-maia-siskova-anna-xrHMMKwq/","","","","1.85","1.85","","","","","1.85","1.9","","","","","","",""
"SM","0000017","20240728|144046","20240722_1939712_022433_024225","R12_2_USA_Atlanta Open - Atlanta","Thompson","Nishioka","|K|0.53893|EK|G||OL1|2.046|EOL1|OL2|2.37615|EOL2|OH1|2.697|EOH1|OH2|2.9729|EOH2|EG|NA||NAOL1|2.0646|ENAOL1|NAOL2|2.38049|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.088|9.42|1.289|1.714|AH-5|7.088|9.42|1.494|1.985|AH-4|4.045|5.377|1.723|2.29|AH-3.5|2.974|3.953|1.723|2.29|AH-3|2.974|3.953|2.001|2.659|AH-2.5|2.399|3.189|2.001|2.659|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.64|2.173|3.287|4.357|AH3|1.64|2.173|4.135|5.48|AH3.5|1.488|1.972|4.135|5.48|AH4|1.488|1.972|6.619|8.774|AH4.5|1.311|1.737|6.619|8.774|AH5|1.311|1.737|10.155|13.46|AH5.5|1.226|1.625|10.155|13.46||EAH||AHS||K-1.5|3.21713|7|1.59613|7|EK-1.5||K21|5.17082|7|7.19649|1|EK21||K1.5|1.52|7|3.69172|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-atlanta/thompson-jordan-nishioka-yoshihito-QiFWieVg/#ah;2;-0.50;2","-0.5","1.93","1.93","1.84","1.86","","","","","1.93","1.93","","","","","","",""
"SM","0000017","20240728|144043","20240722_1939712_022433_024225","R12_2_USA_Atlanta Open - Atlanta","Thompson","Nishioka","|K|0.53893|EK|G||OL1|2.046|EOL1|OL2|2.37615|EOL2|OH1|2.697|EOH1|OH2|2.9729|EOH2|EG|NA||NAOL1|2.0646|ENAOL1|NAOL2|2.38049|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.088|9.42|1.289|1.714|AH-5|7.088|9.42|1.494|1.985|AH-4|4.045|5.377|1.723|2.29|AH-3.5|2.974|3.953|1.723|2.29|AH-3|2.974|3.953|2.001|2.659|AH-2.5|2.399|3.189|2.001|2.659|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.64|2.173|3.287|4.357|AH3|1.64|2.173|4.135|5.48|AH3.5|1.488|1.972|4.135|5.48|AH4|1.488|1.972|6.619|8.774|AH4.5|1.311|1.737|6.619|8.774|AH5|1.311|1.737|10.155|13.46|AH5.5|1.226|1.625|10.155|13.46||EAH||AHS||K-1.5|3.21713|7|1.59613|7|EK-1.5||K21|5.17082|7|7.19649|1|EK21||K1.5|1.52|7|3.69172|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/atp-atlanta/thompson-jordan-nishioka-yoshihito-QiFWieVg/#ah;2;-1.50;2","-1.5","2.11","1.79","1.95","1.75","","","2.02","1.77","2.11","1.79","","","","","","",""
"SM","0000017","20240728|144051","20240722_1939712_022433_024225","R12_2_USA_Atlanta Open - Atlanta","Thompson","Nishioka","|K|0.53893|EK|G||OL1|2.046|EOL1|OL2|2.37615|EOL2|OH1|2.697|EOH1|OH2|2.9729|EOH2|EG|NA||NAOL1|2.0646|ENAOL1|NAOL2|2.38049|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.088|9.42|1.289|1.714|AH-5|7.088|9.42|1.494|1.985|AH-4|4.045|5.377|1.723|2.29|AH-3.5|2.974|3.953|1.723|2.29|AH-3|2.974|3.953|2.001|2.659|AH-2.5|2.399|3.189|2.001|2.659|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.64|2.173|3.287|4.357|AH3|1.64|2.173|4.135|5.48|AH3.5|1.488|1.972|4.135|5.48|AH4|1.488|1.972|6.619|8.774|AH4.5|1.311|1.737|6.619|8.774|AH5|1.311|1.737|10.155|13.46|AH5.5|1.226|1.625|10.155|13.46||EAH||AHS||K-1.5|3.21713|7|1.59613|7|EK-1.5||K21|5.17082|7|7.19649|1|EK21||K1.5|1.52|7|3.69172|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-atlanta/thompson-jordan-nishioka-yoshihito-QiFWieVg/#ah;2;1.50;1","1.5","1.34","3.44","1.3","3.2","","","1.3","3.5","1.34","3.5","","","","","","",""
"SM","0000017","20240728|144048","20240722_1939712_022433_024225","R12_2_USA_Atlanta Open - Atlanta","Thompson","Nishioka","|K|0.53893|EK|G||OL1|2.046|EOL1|OL2|2.37615|EOL2|OH1|2.697|EOH1|OH2|2.9729|EOH2|EG|NA||NAOL1|2.0646|ENAOL1|NAOL2|2.38049|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.088|9.42|1.289|1.714|AH-5|7.088|9.42|1.494|1.985|AH-4|4.045|5.377|1.723|2.29|AH-3.5|2.974|3.953|1.723|2.29|AH-3|2.974|3.953|2.001|2.659|AH-2.5|2.399|3.189|2.001|2.659|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.64|2.173|3.287|4.357|AH3|1.64|2.173|4.135|5.48|AH3.5|1.488|1.972|4.135|5.48|AH4|1.488|1.972|6.619|8.774|AH4.5|1.311|1.737|6.619|8.774|AH5|1.311|1.737|10.155|13.46|AH5.5|1.226|1.625|10.155|13.46||EAH||AHS||K-1.5|3.21713|7|1.59613|7|EK-1.5||K21|5.17082|7|7.19649|1|EK21||K1.5|1.52|7|3.69172|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/atp-atlanta/thompson-jordan-nishioka-yoshihito-QiFWieVg/#ah;2;-1.50;1","-1.5","3.07","1.41","2.85","1.37","","","3.05","1.38","3.07","1.41","","","","","","",""
"SM","0000017","20240728|144035","20240722_1939712_022433_024225","R12_2_USA_Atlanta Open - Atlanta","Thompson","Nishioka","|K|0.53893|EK|G||OL1|2.046|EOL1|OL2|2.37615|EOL2|OH1|2.697|EOH1|OH2|2.9729|EOH2|EG|NA||NAOL1|2.0646|ENAOL1|NAOL2|2.38049|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.088|9.42|1.289|1.714|AH-5|7.088|9.42|1.494|1.985|AH-4|4.045|5.377|1.723|2.29|AH-3.5|2.974|3.953|1.723|2.29|AH-3|2.974|3.953|2.001|2.659|AH-2.5|2.399|3.189|2.001|2.659|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.64|2.173|3.287|4.357|AH3|1.64|2.173|4.135|5.48|AH3.5|1.488|1.972|4.135|5.48|AH4|1.488|1.972|6.619|8.774|AH4.5|1.311|1.737|6.619|8.774|AH5|1.311|1.737|10.155|13.46|AH5.5|1.226|1.625|10.155|13.46||EAH||AHS||K-1.5|3.21713|7|1.59613|7|EK-1.5||K21|5.17082|7|7.19649|1|EK21||K1.5|1.52|7|3.69172|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-atlanta/thompson-jordan-nishioka-yoshihito-QiFWieVg/","","1.88","2.01","1.78","1.92","","","1.8","2.02","1.88","2.03","","","","","","",""
"CSM","0000018","20240728|144104","20240729_1986304_035036_095464","R04_1_CZE_Liberec Challenger","Blancaneaux","Dodig","|K|0.432467|EK|G||OL1|2.4708|EOL1|OL2|1.86735|EOL2|OH1|1|EOH1|OH2|177|EOH2|EG|NA||NAOL1|2.5752|ENAOL1|NAOL2|1.86735|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|4.035|380.645|1.545|145.733|AH-2.5|3.378|318.659|1.545|145.733|AH-2|3.378|318.659|1.636|154.372|AH-1.5|3.01|283.918|1.636|154.372||AH1.5|2.548|231.633|1.936|175.969|AH2|2.548|231.633|2.094|190.408|AH2.5|2.317|210.61|2.094|190.408|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.72315|6|1.54|6|EK-1.5||K21|6.64998|1|5.12109|6|EK21||K1.5|1.57316|6|3.30384|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/czech-republic/liberec-challenger-men/blancaneaux-geoffrey-dodig-matej-YsKT59b5/#ah;2;3.50;2","3.5","1.69","2.19","1.65","2.1","","","","","1.69","2.19","","","","","","",""
"CSM","0000018","20240728|144102","20240729_1986304_035036_095464","R04_1_CZE_Liberec Challenger","Blancaneaux","Dodig","|K|0.432467|EK|G||OL1|2.4708|EOL1|OL2|1.86735|EOL2|OH1|1|EOH1|OH2|177|EOH2|EG|NA||NAOL1|2.5752|ENAOL1|NAOL2|1.86735|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|4.035|380.645|1.545|145.733|AH-2.5|3.378|318.659|1.545|145.733|AH-2|3.378|318.659|1.636|154.372|AH-1.5|3.01|283.918|1.636|154.372||AH1.5|2.548|231.633|1.936|175.969|AH2|2.548|231.633|2.094|190.408|AH2.5|2.317|210.61|2.094|190.408|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.72315|6|1.54|6|EK-1.5||K21|6.64998|1|5.12109|6|EK21||K1.5|1.57316|6|3.30384|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/czech-republic/liberec-challenger-men/blancaneaux-geoffrey-dodig-matej-YsKT59b5/#ah;2;1.50;2","1.5","2.03","1.8","1.95","1.75","","","","","2.03","1.8","","","","","","",""
