"FDM","0000001","20241011|123421","20241007_2012910_091389_115174","R10_0_CAN_M25 Edmonton","Draxl/Harper","Hammond/Kozlov","|K|0.943591|EK|G||OL1|1.08862|EOL1|OL2|18.6165|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/canada/itf-m25-edmonton-men-doubles/draxl-liam-harper-cleeve-hammond-lucas-kozlov-boris-StNszzSh/","","","","1.12","5.35","","","","","1.12","5.35","","","","","","",""
"FDM","0000002","20241011|123425","20241007_2012910_111117_107375","R10_0_CAN_M25 Edmonton","George/Tudorica","Aguilar J./Boulais","|K|0.208095|EK|G||OL1|5.0505|EOL1|OL2|1.30429|EOL2|OH1|1|EOH1|OH2|127|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/canada/itf-m25-edmonton-men-doubles/george-benjamin-thomas-tudorica-alvin-nicholas-aguilar-juan-carlos-manuel-boulais-justin-ML9wejM8/","","","","3.65","1.24","","","","","3.65","1.25","","","","","","",""
"FDM","0000003","20241011|123428","20241007_2012710_115161_115165","R10_0_USA_M25 Louisville","Chopra/Thomson","Mercer/Monday","|K|0.284753|EK|G||OL1|3.696|EOL1|OL2|1.4378|EOL2|OH1|1|EOH1|OH2|140|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/usa/itf-m25-louisville-ky-men-doubles/chopra-keshav-thomson-matthew-mercer-john-monday-johannus-QymQLq7r/","","","","2.2","1.6","","","","","2.2","1.62","","","","","","",""
"FDM","0000004","20241011|123432","20241007_2012710_066135_115170","R10_0_USA_M25 Louisville","Maginley/Zhu","Breysach/Ghibaudo","","GEW","https://www.oddsportal.com/tennis/usa/itf-m25-louisville-ky-men-doubles/maginley-jody-zhu-evan-breysach-martin-antoine-ghibaudo-xpCEiV5m/","","","","2.1","1.65","","","","","2.1","1.67","","","","","","",""
"FSM","0000005","20241011|123443","20241007_2012810_033614_025365","R10_0_AUS_M25 Cairns","Ellis","Polmans","|K|0.266128|EK|G||OL1|3.85024|EOL1|OL2|1.45768|EOL2|OH1|5.64|EOH1|OH2|137|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1433.39|1433.39|115.689|115.689|AH-3.5|737.403|737.403|115.689|115.689|AH-3|737.403|737.403|123.443|123.443|AH-2.5|526.566|526.566|123.443|123.443|AH-2|526.566|526.566|130.84|130.84|AH-1.5|424.259|424.259|130.84|130.84||AH1.5|315.598|315.598|146.383|146.383|AH2|315.598|315.598|154.37|154.37|AH2.5|283.925|283.925|154.37|154.37|AH3|283.925|283.925|173.383|173.383|AH3.5|236.271|236.271|173.383|173.383|AH4|236.271|236.271|216.318|216.318|AH4.5|185.971|185.971|216.318|216.318|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/ellis-blake-polmans-marc-lpFk9tsJ/#ah;2;4.50;2","4.5","1.66","2.12","","","","","","","1.66","2.12","","","","","","",""
"FSM","0000005","20241011|123445","20241007_2012810_033614_025365","R10_0_AUS_M25 Cairns","Ellis","Polmans","|K|0.266128|EK|G||OL1|3.85024|EOL1|OL2|1.45768|EOL2|OH1|5.64|EOH1|OH2|137|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1433.39|1433.39|115.689|115.689|AH-3.5|737.403|737.403|115.689|115.689|AH-3|737.403|737.403|123.443|123.443|AH-2.5|526.566|526.566|123.443|123.443|AH-2|526.566|526.566|130.84|130.84|AH-1.5|424.259|424.259|130.84|130.84||AH1.5|315.598|315.598|146.383|146.383|AH2|315.598|315.598|154.37|154.37|AH2.5|283.925|283.925|154.37|154.37|AH3|283.925|283.925|173.383|173.383|AH3.5|236.271|236.271|173.383|173.383|AH4|236.271|236.271|216.318|216.318|AH4.5|185.971|185.971|216.318|216.318|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/ellis-blake-polmans-marc-lpFk9tsJ/#ah;2;3.50;2","3.5","2.08","1.69","2.04","1.69","","","","","2.08","1.69","","","","","","",""
"FSM","0000005","20241011|123449","20241007_2012810_033614_025365","R10_0_AUS_M25 Cairns","Ellis","Polmans","|K|0.266128|EK|G||OL1|3.85024|EOL1|OL2|1.45768|EOL2|OH1|5.64|EOH1|OH2|137|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1433.39|1433.39|115.689|115.689|AH-3.5|737.403|737.403|115.689|115.689|AH-3|737.403|737.403|123.443|123.443|AH-2.5|526.566|526.566|123.443|123.443|AH-2|526.566|526.566|130.84|130.84|AH-1.5|424.259|424.259|130.84|130.84||AH1.5|315.598|315.598|146.383|146.383|AH2|315.598|315.598|154.37|154.37|AH2.5|283.925|283.925|154.37|154.37|AH3|283.925|283.925|173.383|173.383|AH3.5|236.271|236.271|173.383|173.383|AH4|236.271|236.271|216.318|216.318|AH4.5|185.971|185.971|216.318|216.318|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/ellis-blake-polmans-marc-lpFk9tsJ/#ah;2;1.50;1","1.5","2.01","1.74","1.97","1.73","","","","","2.01","1.74","","","","","","",""
"FSM","0000005","20241011|123447","20241007_2012810_033614_025365","R10_0_AUS_M25 Cairns","Ellis","Polmans","|K|0.266128|EK|G||OL1|3.85024|EOL1|OL2|1.45768|EOL2|OH1|5.64|EOH1|OH2|137|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1433.39|1433.39|115.689|115.689|AH-3.5|737.403|737.403|115.689|115.689|AH-3|737.403|737.403|123.443|123.443|AH-2.5|526.566|526.566|123.443|123.443|AH-2|526.566|526.566|130.84|130.84|AH-1.5|424.259|424.259|130.84|130.84||AH1.5|315.598|315.598|146.383|146.383|AH2|315.598|315.598|154.37|154.37|AH2.5|283.925|283.925|154.37|154.37|AH3|283.925|283.925|173.383|173.383|AH3.5|236.271|236.271|173.383|173.383|AH4|236.271|236.271|216.318|216.318|AH4.5|185.971|185.971|216.318|216.318|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/ellis-blake-polmans-marc-lpFk9tsJ/#ah;2;-1.50;1","-1.5","6.49","1.09","6.3","1.09","","","","","6.49","1.09","","","","","","",""
"FSM","0000005","20241011|123435","20241007_2012810_033614_025365","R10_0_AUS_M25 Cairns","Ellis","Polmans","|K|0.266128|EK|G||OL1|3.85024|EOL1|OL2|1.45768|EOL2|OH1|5.64|EOH1|OH2|137|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1433.39|1433.39|115.689|115.689|AH-3.5|737.403|737.403|115.689|115.689|AH-3|737.403|737.403|123.443|123.443|AH-2.5|526.566|526.566|123.443|123.443|AH-2|526.566|526.566|130.84|130.84|AH-1.5|424.259|424.259|130.84|130.84||AH1.5|315.598|315.598|146.383|146.383|AH2|315.598|315.598|154.37|154.37|AH2.5|283.925|283.925|154.37|154.37|AH3|283.925|283.925|173.383|173.383|AH3.5|236.271|236.271|173.383|173.383|AH4|236.271|236.271|216.318|216.318|AH4.5|185.971|185.971|216.318|216.318|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/ellis-blake-polmans-marc-lpFk9tsJ/","","3.5","1.27","3.25","1.29","","","","","3.5","1.33","","","","","","",""
"FSM","0000006","20241011|123501","20241007_2012810_026965_073918","R10_0_AUS_M25 Cairns","Jasika","Sekulic","|K|0.54324|EK|G||OL1|1.9684|EOL1|OL2|2.33016|EOL2|OH1|185|EOH1|OH2|219|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|298.732|298.732|172.162|172.162|AH-3.5|238.577|238.577|172.162|172.162|AH-3|238.577|238.577|193.209|193.209|AH-2.5|207.286|207.286|193.209|193.209|AH-2|207.286|207.286|210.236|210.236|AH-1.5|190.715|190.715|210.236|210.236||AH1.5|167.331|167.331|248.519|248.519|AH2|167.331|167.331|268.035|268.035|AH2.5|159.511|159.511|268.035|268.035|AH3|159.511|159.511|302.327|302.327|AH3.5|149.425|149.425|302.327|302.327|AH4|149.425|149.425|391.442|391.442|AH4.5|134.312|134.312|391.442|391.442|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/jasika-omar-sekulic-philip-pbesxWGM/#ah;2;-0.50;2","-0.5","1.79","1.93","1.8","1.9","","","","","1.8","1.93","","","","","","",""
"FSM","0000006","20241011|123459","20241007_2012810_026965_073918","R10_0_AUS_M25 Cairns","Jasika","Sekulic","|K|0.54324|EK|G||OL1|1.9684|EOL1|OL2|2.33016|EOL2|OH1|185|EOH1|OH2|219|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|298.732|298.732|172.162|172.162|AH-3.5|238.577|238.577|172.162|172.162|AH-3|238.577|238.577|193.209|193.209|AH-2.5|207.286|207.286|193.209|193.209|AH-2|207.286|207.286|210.236|210.236|AH-1.5|190.715|190.715|210.236|210.236||AH1.5|167.331|167.331|248.519|248.519|AH2|167.331|167.331|268.035|268.035|AH2.5|159.511|159.511|268.035|268.035|AH3|159.511|159.511|302.327|302.327|AH3.5|149.425|149.425|302.327|302.327|AH4|149.425|149.425|391.442|391.442|AH4.5|134.312|134.312|391.442|391.442|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/jasika-omar-sekulic-philip-pbesxWGM/#ah;2;-1.50;2","-1.5","1.92","1.81","1.9","1.8","","","","","1.92","1.81","","","","","","",""
"FSM","0000006","20241011|123506","20241007_2012810_026965_073918","R10_0_AUS_M25 Cairns","Jasika","Sekulic","|K|0.54324|EK|G||OL1|1.9684|EOL1|OL2|2.33016|EOL2|OH1|185|EOH1|OH2|219|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|298.732|298.732|172.162|172.162|AH-3.5|238.577|238.577|172.162|172.162|AH-3|238.577|238.577|193.209|193.209|AH-2.5|207.286|207.286|193.209|193.209|AH-2|207.286|207.286|210.236|210.236|AH-1.5|190.715|190.715|210.236|210.236||AH1.5|167.331|167.331|248.519|248.519|AH2|167.331|167.331|268.035|268.035|AH2.5|159.511|159.511|268.035|268.035|AH3|159.511|159.511|302.327|302.327|AH3.5|149.425|149.425|302.327|302.327|AH4|149.425|149.425|391.442|391.442|AH4.5|134.312|134.312|391.442|391.442|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/jasika-omar-sekulic-philip-pbesxWGM/#ah;2;1.50;1","1.5","1.3","3.26","1.29","3.25","","","","","1.3","3.26","","","","","","",""
"FSM","0000006","20241011|123504","20241007_2012810_026965_073918","R10_0_AUS_M25 Cairns","Jasika","Sekulic","|K|0.54324|EK|G||OL1|1.9684|EOL1|OL2|2.33016|EOL2|OH1|185|EOH1|OH2|219|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|298.732|298.732|172.162|172.162|AH-3.5|238.577|238.577|172.162|172.162|AH-3|238.577|238.577|193.209|193.209|AH-2.5|207.286|207.286|193.209|193.209|AH-2|207.286|207.286|210.236|210.236|AH-1.5|190.715|190.715|210.236|210.236||AH1.5|167.331|167.331|248.519|248.519|AH2|167.331|167.331|268.035|268.035|AH2.5|159.511|159.511|268.035|268.035|AH3|159.511|159.511|302.327|302.327|AH3.5|149.425|149.425|302.327|302.327|AH4|149.425|149.425|391.442|391.442|AH4.5|134.312|134.312|391.442|391.442|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/jasika-omar-sekulic-philip-pbesxWGM/#ah;2;-1.50;1","-1.5","2.69","1.42","2.68","1.41","","","","","2.69","1.42","","","","","","",""
"FSM","0000006","20241011|123453","20241007_2012810_026965_073918","R10_0_AUS_M25 Cairns","Jasika","Sekulic","|K|0.54324|EK|G||OL1|1.9684|EOL1|OL2|2.33016|EOL2|OH1|185|EOH1|OH2|219|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|298.732|298.732|172.162|172.162|AH-3.5|238.577|238.577|172.162|172.162|AH-3|238.577|238.577|193.209|193.209|AH-2.5|207.286|207.286|193.209|193.209|AH-2|207.286|207.286|210.236|210.236|AH-1.5|190.715|190.715|210.236|210.236||AH1.5|167.331|167.331|248.519|248.519|AH2|167.331|167.331|268.035|268.035|AH2.5|159.511|159.511|268.035|268.035|AH3|159.511|159.511|302.327|302.327|AH3.5|149.425|149.425|302.327|302.327|AH4|149.425|149.425|391.442|391.442|AH4.5|134.312|134.312|391.442|391.442|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/australia/itf-m25-cairns-2-men/jasika-omar-sekulic-philip-pbesxWGM/","","1.77","1.96","1.75","1.95","","","","","1.77","2.0","","","","","","",""
