"CDV","0000001","20240722|083850","20240722_1557709_095451_080864","R09_1_POL_Polish Open - Warsaw","Lizarazo/Stevanovic","Bednarz/Ewald","|K|0.777469|EK|G||OL1|1.3416|EOL1|OL2|4.5|EOL2|OH1|1.8705|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3545|ENAOL1|NAOL2|4.95|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-6|ENAVE2||ENA|","","-","","","","","","","","","","","","","","","","","",""
"CDV","0000002","20240722|083854","20240722_1557709_079680_095449","R09_1_POL_Polish Open - Warsaw","Aney/Papadakis","Monnet/Raina","|K|0.679054|EK|G||OL1|1.5392|EOL1|OL2|3.12|EOL2|OH1|2.146|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.554|ENAOL1|NAOL2|3.432|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-6|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/poland/warsaw-challenger-women-doubles/aney-jessie-papadakis-lena-monnet-carole-raina-ankita-hQgP2oYg/","","","","1.52","2.37","","","","","1.52","2.37","","","","","","",""
"CDV","0000003","20240722|083859","20240722_1557709_091626_066071","R09_1_POL_Polish Open - Warsaw","Eala/Semenistaja","Falkowska/Kubka","|K|0.369243|EK|G||OL1|2.71|EOL1|OL2|1.6536|EOL2|OH1|1|EOH1|OH2|2.3055|EOH2|EG|NA||NAOL1|2.981|ENAOL1|NAOL2|1.6695|ENAOL2|NAVE1|-6|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/poland/warsaw-challenger-women-doubles/eala-alexandra-semenistaja-darja-falkowska-weronika-kubka-martyna-69eH473s/","","","","2.0","1.72","","","","","2.0","1.72","","","","","","",""
"DV","0000004","20240722|083903","20240722_1564904_095425_086042","R04_2_ROU_UniCredit Iasi Open - Iasi","Carle/Christofi","Panova/Sizikova","|K|0.416208|EK|G||OL1|2.52809|EOL1|OL2|1.75268|EOL2|OH1|1|EOH1|OH2|172|EOH2|EG|NA||NAOL1|2.7233|ENAOL1|NAOL2|1.7544|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-3.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/romania/wta-iasi-doubles/carle-maria-lourdes-christofi-eleni-panova-alexandra-sizikova-yana-4l3BXQmK/","","","","","","","","","","2.54","1.45","","","","","","",""
"SM","0000005","20240722|083914","20240722_1939804_024084_042971","R04_2_AUT_Generali Open - Kitzbuhel","Djere","Kopriva","|K|0.690179|EK|G||OL1|1.595|EOL1|OL2|3.53685|EOL2|OH1|2.1025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6095|ENAOL1|NAOL2|3.54331|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.725|4.951|1.543|2.051|AH-5|3.725|4.951|1.814|2.411|AH-4|2.736|3.637|2.267|3.013|AH-3.5|2.103|2.796|2.267|3.013|AH-3|2.103|2.796|2.703|3.593|AH-2.5|1.829|2.431|2.703|3.593|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.421|1.884|4.749|6.295|AH3|1.421|1.884|5.929|7.858|AH3.5|1.342|1.778|5.929|7.858|AH4|1.342|1.778|8.056|10.677|AH4.5|1.266|1.678|8.056|10.677|AH5|1.266|1.678|13.155|17.436|AH5.5|1.193|1.582|13.155|17.436||EAH||AHS||K-1.5|2.49127|7|1.89556|7|EK-1.5||K21|4.21998|7|6.88153|1|EK21||K1.5|1.52|7|7.26009|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-kitzbuhel/djere-laslo-kopriva-vit-IkfBW1z1/#ah;2;-2.50;2","-2.5","1.7","2.21","1.64","2.12","","","1.65","2.18","1.7","2.21","","","","","","",""
"SM","0000005","20240722|083917","20240722_1939804_024084_042971","R04_2_AUT_Generali Open - Kitzbuhel","Djere","Kopriva","|K|0.690179|EK|G||OL1|1.595|EOL1|OL2|3.53685|EOL2|OH1|2.1025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6095|ENAOL1|NAOL2|3.54331|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.725|4.951|1.543|2.051|AH-5|3.725|4.951|1.814|2.411|AH-4|2.736|3.637|2.267|3.013|AH-3.5|2.103|2.796|2.267|3.013|AH-3|2.103|2.796|2.703|3.593|AH-2.5|1.829|2.431|2.703|3.593|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.421|1.884|4.749|6.295|AH3|1.421|1.884|5.929|7.858|AH3.5|1.342|1.778|5.929|7.858|AH4|1.342|1.778|8.056|10.677|AH4.5|1.266|1.678|8.056|10.677|AH5|1.266|1.678|13.155|17.436|AH5.5|1.193|1.582|13.155|17.436||EAH||AHS||K-1.5|2.49127|7|1.89556|7|EK-1.5||K21|4.21998|7|6.88153|1|EK21||K1.5|1.52|7|7.26009|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-kitzbuhel/djere-laslo-kopriva-vit-IkfBW1z1/#ah;2;-3.50;2","-3.5","1.95","1.9","1.87","1.83","","","","","1.95","1.9","","","","","","",""
"SM","0000005","20240722|083922","20240722_1939804_024084_042971","R04_2_AUT_Generali Open - Kitzbuhel","Djere","Kopriva","|K|0.690179|EK|G||OL1|1.595|EOL1|OL2|3.53685|EOL2|OH1|2.1025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6095|ENAOL1|NAOL2|3.54331|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.725|4.951|1.543|2.051|AH-5|3.725|4.951|1.814|2.411|AH-4|2.736|3.637|2.267|3.013|AH-3.5|2.103|2.796|2.267|3.013|AH-3|2.103|2.796|2.703|3.593|AH-2.5|1.829|2.431|2.703|3.593|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.421|1.884|4.749|6.295|AH3|1.421|1.884|5.929|7.858|AH3.5|1.342|1.778|5.929|7.858|AH4|1.342|1.778|8.056|10.677|AH4.5|1.266|1.678|8.056|10.677|AH5|1.266|1.678|13.155|17.436|AH5.5|1.193|1.582|13.155|17.436||EAH||AHS||K-1.5|2.49127|7|1.89556|7|EK-1.5||K21|4.21998|7|6.88153|1|EK21||K1.5|1.52|7|7.26009|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/atp-kitzbuhel/djere-laslo-kopriva-vit-IkfBW1z1/#ah;2;1.50;1","1.5","1.18","5.35","1.15","4.75","","","1.18","5.0","1.18","5.35","","","","","","",""
"SM","0000005","20240722|083920","20240722_1939804_024084_042971","R04_2_AUT_Generali Open - Kitzbuhel","Djere","Kopriva","|K|0.690179|EK|G||OL1|1.595|EOL1|OL2|3.53685|EOL2|OH1|2.1025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6095|ENAOL1|NAOL2|3.54331|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.725|4.951|1.543|2.051|AH-5|3.725|4.951|1.814|2.411|AH-4|2.736|3.637|2.267|3.013|AH-3.5|2.103|2.796|2.267|3.013|AH-3|2.103|2.796|2.703|3.593|AH-2.5|1.829|2.431|2.703|3.593|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.421|1.884|4.749|6.295|AH3|1.421|1.884|5.929|7.858|AH3.5|1.342|1.778|5.929|7.858|AH4|1.342|1.778|8.056|10.677|AH4.5|1.266|1.678|8.056|10.677|AH5|1.266|1.678|13.155|17.436|AH5.5|1.193|1.582|13.155|17.436||EAH||AHS||K-1.5|2.49127|7|1.89556|7|EK-1.5||K21|4.21998|7|6.88153|1|EK21||K1.5|1.52|7|7.26009|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/atp-kitzbuhel/djere-laslo-kopriva-vit-IkfBW1z1/#ah;2;-1.50;1","-1.5","2.19","1.72","2.08","1.66","","","2.17","1.68","2.19","1.72","","","","","","",""
"SM","0000005","20240722|083907","20240722_1939804_024084_042971","R04_2_AUT_Generali Open - Kitzbuhel","Djere","Kopriva","|K|0.690179|EK|G||OL1|1.595|EOL1|OL2|3.53685|EOL2|OH1|2.1025|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.6095|ENAOL1|NAOL2|3.54331|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.725|4.951|1.543|2.051|AH-5|3.725|4.951|1.814|2.411|AH-4|2.736|3.637|2.267|3.013|AH-3.5|2.103|2.796|2.267|3.013|AH-3|2.103|2.796|2.703|3.593|AH-2.5|1.829|2.431|2.703|3.593|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.421|1.884|4.749|6.295|AH3|1.421|1.884|5.929|7.858|AH3.5|1.342|1.778|5.929|7.858|AH4|1.342|1.778|8.056|10.677|AH4.5|1.266|1.678|8.056|10.677|AH5|1.266|1.678|13.155|17.436|AH5.5|1.193|1.582|13.155|17.436||EAH||AHS||K-1.5|2.49127|7|1.89556|7|EK-1.5||K21|4.21998|7|6.88153|1|EK21||K1.5|1.52|7|7.26009|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/austria/atp-kitzbuhel/djere-laslo-kopriva-vit-IkfBW1z1/","","1.46","2.86","1.42","2.65","","","1.44","2.8","1.48","2.86","","","","","","",""
"SM","0000006","20240722|083935","20240722_1939804_037085_026922","R04_2_AUT_Generali Open - Kitzbuhel","Klein","Nagal","|K|0.559099|EK|G||OL1|1.969|EOL1|OL2|2.48565|EOL2|OH1|2.5955|EOH1|OH2|3.1099|EOH2|EG|NA||NAOL1|1.9869|ENAOL1|NAOL2|2.49019|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.62|7.469|1.354|1.799|AH-5|5.62|7.469|1.55|2.061|AH-4|3.682|4.894|1.715|2.28|AH-3.5|2.998|3.984|1.715|2.28|AH-3|2.998|3.984|1.958|2.602|AH-2.5|2.465|3.276|1.958|2.602|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.755|2.326|2.906|3.851|AH3|1.755|2.326|3.337|4.422|AH3.5|1.628|2.157|3.337|4.422|AH4|1.628|2.157|4.825|6.396|AH4.5|1.415|1.875|4.825|6.396|AH5|1.415|1.875|6.62|8.774|AH5.5|1.311|1.737|6.62|8.774||EAH||AHS||K-1.5|3.24205|7|1.5895|7|EK-1.5||K21|5.00086|7|5.69397|7|EK21||K1.5|1.52|7|4.21801|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-kitzbuhel/klein-lukas-nagal-sumit-MN02YN5l/#ah;2;-1.50;2","-1.5","1.84","2.02","1.73","1.97","","","","","1.84","2.02","","","","","","",""
"SM","0000006","20240722|083937","20240722_1939804_037085_026922","R04_2_AUT_Generali Open - Kitzbuhel","Klein","Nagal","|K|0.559099|EK|G||OL1|1.969|EOL1|OL2|2.48565|EOL2|OH1|2.5955|EOH1|OH2|3.1099|EOH2|EG|NA||NAOL1|1.9869|ENAOL1|NAOL2|2.49019|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|5.62|7.469|1.354|1.799|AH-5|5.62|7.469|1.55|2.061|AH-4|3.682|4.894|1.715|2.28|AH-3.5|2.998|3.984|1.715|2.28|AH-3|2.998|3.984|1.958|2.602|AH-2.5|2.465|3.276|1.958|2.602|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.755|2.326|2.906|3.851|AH3|1.755|2.326|3.337|4.422|AH3.5|1.628|2.157|3.337|4.422|AH4|1.628|2.157|4.825|6.396|AH4.5|1.415|1.875|4.825|6.396|AH5|1.415|1.875|6.62|8.774|AH5.5|1.311|1.737|6.62|8.774||EAH||AHS||K-1.5|3.24205|7|1.5895|7|EK-1.5||K21|5.00086|7|5.69397|7|EK21||K1.5|1.52|7|4.21801|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/atp-kitzbuhel/klein-lukas-nagal-sumit-MN02YN5l/#ah;2;-2.50;2","-2.5","2.06","1.81","1.96","1.74","","","1.98","1.81","2.06","1.81","","","","","","",""
