"FDM","0000001","20240928|130143","20240923_2008812_114890_113142","R12_0_PAR_M15 Asuncion","De La Fuente/Falabella","Basel/Ribero","|K|0.475678|EK|G||OL1|2.2155|EOL1|OL2|2.0055|EOL2|OH1|3.587|EOH1|OH2|3.247|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/paraguay/itf-m15-asuncion-2-men-doubles/de-la-fuente-santiago-falabella-lautaro-agustin-basel-valentin-ribero-franco-lG39hcu9/","","","","1.85","1.85","","","","","1.85","1.85","","","","","","",""
"FSM","0000002","20240928|130155","20240923_2008312_030626_045197","R12_0_CHN_M25 Fuzhou","Dougaz","Cui","|K|0.528906|EK|G||OL1|2.0216|EOL1|OL2|2.26632|EOL2|OH1|190|EOH1|OH2|213|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|356.529|356.529|159.788|159.788|AH-3.5|267.258|267.258|159.788|159.788|AH-3|267.258|267.258|177.675|177.675|AH-2.5|228.742|228.742|177.675|177.675|AH-2|228.742|228.742|190.665|190.665|AH-1.5|210.296|210.296|190.665|190.665||AH1.5|180.502|180.502|224.221|224.221|AH2|180.502|180.502|248.385|248.385|AH2.5|167.392|167.392|248.385|248.385|AH3|167.392|167.392|290.357|290.357|AH3.5|152.533|152.533|290.357|290.357|AH4|152.533|152.533|389.618|389.618|AH4.5|134.528|134.528|389.618|389.618|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/itf-m25-fuzhou-men/dougaz-aziz-cui-jie-byrKqWqn/#ah;2;-1.50;2","-1.5","1.97","1.79","","","","","","","1.97","1.79","","","","","","",""
"FSM","0000002","20240928|130201","20240923_2008312_030626_045197","R12_0_CHN_M25 Fuzhou","Dougaz","Cui","|K|0.528906|EK|G||OL1|2.0216|EOL1|OL2|2.26632|EOL2|OH1|190|EOH1|OH2|213|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|356.529|356.529|159.788|159.788|AH-3.5|267.258|267.258|159.788|159.788|AH-3|267.258|267.258|177.675|177.675|AH-2.5|228.742|228.742|177.675|177.675|AH-2|228.742|228.742|190.665|190.665|AH-1.5|210.296|210.296|190.665|190.665||AH1.5|180.502|180.502|224.221|224.221|AH2|180.502|180.502|248.385|248.385|AH2.5|167.392|167.392|248.385|248.385|AH3|167.392|167.392|290.357|290.357|AH3.5|152.533|152.533|290.357|290.357|AH4|152.533|152.533|389.618|389.618|AH4.5|134.528|134.528|389.618|389.618|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-m25-fuzhou-men/dougaz-aziz-cui-jie-byrKqWqn/#ah;2;1.50;1","1.5","1.34","3.11","1.33","3.05","","","","","1.34","3.11","","","","","","",""
"FSM","0000002","20240928|130159","20240923_2008312_030626_045197","R12_0_CHN_M25 Fuzhou","Dougaz","Cui","|K|0.528906|EK|G||OL1|2.0216|EOL1|OL2|2.26632|EOL2|OH1|190|EOH1|OH2|213|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|356.529|356.529|159.788|159.788|AH-3.5|267.258|267.258|159.788|159.788|AH-3|267.258|267.258|177.675|177.675|AH-2.5|228.742|228.742|177.675|177.675|AH-2|228.742|228.742|190.665|190.665|AH-1.5|210.296|210.296|190.665|190.665||AH1.5|180.502|180.502|224.221|224.221|AH2|180.502|180.502|248.385|248.385|AH2.5|167.392|167.392|248.385|248.385|AH3|167.392|167.392|290.357|290.357|AH3.5|152.533|152.533|290.357|290.357|AH4|152.533|152.533|389.618|389.618|AH4.5|134.528|134.528|389.618|389.618|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/itf-m25-fuzhou-men/dougaz-aziz-cui-jie-byrKqWqn/#ah;2;-1.50;1","-1.5","2.78","1.42","2.7","1.4","","","","","2.78","1.42","","","","","","",""
"FSM","0000002","20240928|130147","20240923_2008312_030626_045197","R12_0_CHN_M25 Fuzhou","Dougaz","Cui","|K|0.528906|EK|G||OL1|2.0216|EOL1|OL2|2.26632|EOL2|OH1|190|EOH1|OH2|213|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|356.529|356.529|159.788|159.788|AH-3.5|267.258|267.258|159.788|159.788|AH-3|267.258|267.258|177.675|177.675|AH-2.5|228.742|228.742|177.675|177.675|AH-2|228.742|228.742|190.665|190.665|AH-1.5|210.296|210.296|190.665|190.665||AH1.5|180.502|180.502|224.221|224.221|AH2|180.502|180.502|248.385|248.385|AH2.5|167.392|167.392|248.385|248.385|AH3|167.392|167.392|290.357|290.357|AH3.5|152.533|152.533|290.357|290.357|AH4|152.533|152.533|389.618|389.618|AH4.5|134.528|134.528|389.618|389.618|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/china/itf-m25-fuzhou-men/dougaz-aziz-cui-jie-byrKqWqn/","","1.79","1.97","1.66","2.08","","","","","1.79","2.08","","","","","","",""
"DV","0000003","20240928|130205","20240923_1525405_089712_068431","R05_3_CHN_China Open - Beijing","Kato/Kichenok","Kenin/Mattek-Sands","|K|0.285207|EK|G||OL1|3.68199|EOL1|OL2|1.4266|EOL2|OH1|1|EOH1|OH2|140|EOH2|EG|NA||NAOL1|3.9663|ENAOL1|NAOL2|1.428|ENAOL2|NAVE1|-8.5|ENAVE1|NAVE2|-3.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/wta-beijing-doubles/kato-miyu-kichenok-nadiya-kenin-sofia-mattek-sands-bethanie-A9SDMtTH/","","","","2.59","1.44","","","2.63","1.44","2.65","1.44","","","","","","",""
"DM","0000004","20240928|130208","20240923_1941109_028144_114887","R09_2_CHN_China Open - Beijing","Murray/Peers","Cerundolo/Jarry","|K|0.534201|EK|G||OL1|2.0398|EOL1|OL2|2.22525|EOL2|OH1|188|EOH1|OH2|215|EOH2|EG|NA||NAOL1|2.1338|ENAOL1|NAOL2|2.3435|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/atp-beijing-doubles/murray-jamie-peers-john-cerundolo-francisco-jarry-nicolas-biWDylAF/","","","","","","","","","","1.65","2.2","","","","","","",""
"DM","0000005","20240928|130212","20240923_1941009_114805_092756","R09_2_JPN_Japan Open Tennis Championships - Tokyo","Michelsen/Tabilo","Nys/Zielinski","|K|0.34349|EK|G||OL1|3.0222|EOL1|OL2|1.66005|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.1828|ENAOL1|NAOL2|1.73655|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/atp-tokyo-doubles/michelsen-alex-tabilo-alejandro-nys-hugo-zielinski-jan-tKZztlqB/","","","","2.2","1.6","","","","","2.2","1.65","","","","","","",""
"CSM","0000006","20240928|130226","20240923_2003209_046722_092184","R09_1_USA_Charleston Challenger","Wolf","Basavareddy","|K|0.468598|EK|G||OL1|2.2791|EOL1|OL2|2.01285|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.3754|ENAOL1|NAOL2|2.0979|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.97|374.575|1.602|151.124|AH-2.5|3.133|295.602|1.602|151.124|AH-2|3.133|295.602|1.658|156.447|AH-1.5|2.938|277.157|1.658|156.447||AH1.5|2.487|226.116|1.972|179.292|AH2|2.487|226.116|2.095|190.47|AH2.5|2.316|210.533|2.095|190.47|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.42234|6|1.54549|6|EK-1.5||K21|5.21208|6|5.6872|6|EK21||K1.5|1.54|6|3.81486|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/charleston-challenger-men/wolf-jeffrey-john-basavareddy-nishesh-b7W4JKDj/#ah;2;1.50;2","1.5","1.88","1.98","1.81","1.89","","","1.79","1.97","1.88","1.98","","","","","","",""
"CSM","0000006","20240928|130224","20240923_2003209_046722_092184","R09_1_USA_Charleston Challenger","Wolf","Basavareddy","|K|0.468598|EK|G||OL1|2.2791|EOL1|OL2|2.01285|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.3754|ENAOL1|NAOL2|2.0979|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.97|374.575|1.602|151.124|AH-2.5|3.133|295.602|1.602|151.124|AH-2|3.133|295.602|1.658|156.447|AH-1.5|2.938|277.157|1.658|156.447||AH1.5|2.487|226.116|1.972|179.292|AH2|2.487|226.116|2.095|190.47|AH2.5|2.316|210.533|2.095|190.47|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.42234|6|1.54549|6|EK-1.5||K21|5.21208|6|5.6872|6|EK21||K1.5|1.54|6|3.81486|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/usa/charleston-challenger-men/wolf-jeffrey-john-basavareddy-nishesh-b7W4JKDj/#ah;2;0.50;2","0.5","2.01","1.85","1.92","1.78","","","","","2.01","1.85","","","","","","",""
"CSM","0000006","20240928|130230","20240923_2003209_046722_092184","R09_1_USA_Charleston Challenger","Wolf","Basavareddy","|K|0.468598|EK|G||OL1|2.2791|EOL1|OL2|2.01285|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.3754|ENAOL1|NAOL2|2.0979|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.97|374.575|1.602|151.124|AH-2.5|3.133|295.602|1.602|151.124|AH-2|3.133|295.602|1.658|156.447|AH-1.5|2.938|277.157|1.658|156.447||AH1.5|2.487|226.116|1.972|179.292|AH2|2.487|226.116|2.095|190.47|AH2.5|2.316|210.533|2.095|190.47|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.42234|6|1.54549|6|EK-1.5||K21|5.21208|6|5.6872|6|EK21||K1.5|1.54|6|3.81486|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/charleston-challenger-men/wolf-jeffrey-john-basavareddy-nishesh-b7W4JKDj/#ah;2;1.50;1","1.5","1.47","2.79","1.42","2.65","","","1.38","2.9","1.47","2.9","","","","","","",""
"CSM","0000006","20240928|130228","20240923_2003209_046722_092184","R09_1_USA_Charleston Challenger","Wolf","Basavareddy","|K|0.468598|EK|G||OL1|2.2791|EOL1|OL2|2.01285|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.3754|ENAOL1|NAOL2|2.0979|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.97|374.575|1.602|151.124|AH-2.5|3.133|295.602|1.602|151.124|AH-2|3.133|295.602|1.658|156.447|AH-1.5|2.938|277.157|1.658|156.447||AH1.5|2.487|226.116|1.972|179.292|AH2|2.487|226.116|2.095|190.47|AH2.5|2.316|210.533|2.095|190.47|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.42234|6|1.54549|6|EK-1.5||K21|5.21208|6|5.6872|6|EK21||K1.5|1.54|6|3.81486|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/usa/charleston-challenger-men/wolf-jeffrey-john-basavareddy-nishesh-b7W4JKDj/#ah;2;-1.50;1","-1.5","3.38","1.35","3.15","1.31","","","3.35","1.3","3.38","1.35","","","","","","",""
"CSM","0000006","20240928|130216","20240923_2003209_046722_092184","R09_1_USA_Charleston Challenger","Wolf","Basavareddy","|K|0.468598|EK|G||OL1|2.2791|EOL1|OL2|2.01285|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.3754|ENAOL1|NAOL2|2.0979|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.97|374.575|1.602|151.124|AH-2.5|3.133|295.602|1.602|151.124|AH-2|3.133|295.602|1.658|156.447|AH-1.5|2.938|277.157|1.658|156.447||AH1.5|2.487|226.116|1.972|179.292|AH2|2.487|226.116|2.095|190.47|AH2.5|2.316|210.533|2.095|190.47|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.42234|6|1.54549|6|EK-1.5||K21|5.21208|6|5.6872|6|EK21||K1.5|1.54|6|3.81486|6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/charleston-challenger-men/wolf-jeffrey-john-basavareddy-nishesh-b7W4JKDj/","","2.07","1.81","1.96","1.74","","","2.0","1.79","2.07","1.81","","","","","","",""
