"CDM","0000073","20240905|111305","20240902_2001709_114210_114212","R09_1_TUR_Istanbul Challenger","Liutarevich/Willis","Damm/Vocel","|K|0.49916|EK|G||OL1|2.04417|EOL1|OL2|2.034|EOL2|OH1|201|EOH1|OH2|200|EOH2|EG|NA||NAOL1|2.17683|ENAOL1|NAOL2|2.166|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/turkey/istanbul-challenger-men-doubles/liutarevich-ivan-willis-marcus-damm-martin-2003-vocel-matej-UPX1q2BJ/","","","","1.48","2.45","","","","","1.51","2.46","","","","","","",""
"CDV","0000074","20240905|111310","20240902_1570610_096497_096498","R10_1_SUI_Montreux Nestle Open - Montreux","Lechemia/Monnet","Carle/Waltert","|K|0.357462|EK|G||OL1|2.8|EOL1|OL2|1.6224|EOL2|OH1|1|EOH1|OH2|2.262|EOH2|EG|NA||NAOL1|3.08|ENAOL1|NAOL2|1.638|ENAOL2|NAVE1|-6|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women-doubles/lechemia-elixane-monnet-carole-carle-maria-lourdes-waltert-simona-ARPbeico/","","","","1.72","2.0","","","","","1.8","2.05","","","","","","",""
"DV","0000075","20240905|111315","20240826_1524412_026936_085759","R12_4_USA_U.S. Open - New York","Kichenok/Ostapenko","Mladenovic/Zhang","|K|0.550006|EK|G||OL1|1.85458|EOL1|OL2|2.33927|EOL2|OH1|182|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.8564|ENAOL1|NAOL2|2.5199|ENAOL2|NAVE1|-3.3|ENAVE1|NAVE2|-8.5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/usa/wta-us-open-doubles/kichenok-lyudmyla-ostapenko-jelena-mladenovic-kristina-zhang-shuai-WtQgyVSl/","","1.68","2.19","1.58","2.23","","","1.66","2.2","1.68","2.26","","","","","","",""
"SM","0000076","20240905|111320","20240826_1940510_047275_063017","R10_4_USA_U.S. Open - New York","Sinner","Draper","|K|0.848372|EK|G||OL1|1.298|EOL1|OL2|7.227|EOL2|OH1|1.711|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3098|ENAOL1|NAOL2|7.2402|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AHS||K-1.5|1.52|1|1.52|1|EK-1.5||K21|1.52|1|1.52|1|EK21||K1.5|1.52|1|1.52|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/usa/atp-us-open/sinner-jannik-draper-jack-boeLsRjE/","","1.17","5.7","1.16","5.3","","","1.17","5.3","1.19","5.7","","","","","","",""
"CSM","0000077","20240905|111331","20240902_2001509_083314_076298","R09_1_AUT_Tulln Challenger","Neumayer","Kym","|K|0.30248|EK|G||OL1|3.52515|EOL1|OL2|1.5192|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.6741|ENAOL1|NAOL2|1.5192|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|5.537|522.328|1000|1000|AH-2.5|4.617|435.556|1000|1000|AH-2|4.617|435.556|1000|1000|AH-1.5|3.897|367.689|1000|1000||AH1.5|3.048|277.059|1000|1000|AH2|3.048|277.059|1000|1000|AH2.5|2.717|247.036|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|8.05192|1|1.54|6|EK-1.5||K21|7.13663|1|4.11619|6|EK21||K1.5|1.93698|6|2.42343|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/tulln-challenger-men/neumayer-lukas-kym-jerome-j9isnPmq/#ah;2;3.50;2","3.5","1.88","1.97","1.82","1.88","","","1.84","1.93","1.88","1.97","","","","","","",""
"CSM","0000077","20240905|111333","20240902_2001509_083314_076298","R09_1_AUT_Tulln Challenger","Neumayer","Kym","|K|0.30248|EK|G||OL1|3.52515|EOL1|OL2|1.5192|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.6741|ENAOL1|NAOL2|1.5192|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|5.537|522.328|1000|1000|AH-2.5|4.617|435.556|1000|1000|AH-2|4.617|435.556|1000|1000|AH-1.5|3.897|367.689|1000|1000||AH1.5|3.048|277.059|1000|1000|AH2|3.048|277.059|1000|1000|AH2.5|2.717|247.036|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|8.05192|1|1.54|6|EK-1.5||K21|7.13663|1|4.11619|6|EK21||K1.5|1.93698|6|2.42343|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/tulln-challenger-men/neumayer-lukas-kym-jerome-j9isnPmq/#ah;2;2.50;2","2.5","2.2","1.71","2.08","1.66","","","","","2.2","1.71","","","","","","",""
"CSM","0000077","20240905|111337","20240902_2001509_083314_076298","R09_1_AUT_Tulln Challenger","Neumayer","Kym","|K|0.30248|EK|G||OL1|3.52515|EOL1|OL2|1.5192|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.6741|ENAOL1|NAOL2|1.5192|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|5.537|522.328|1000|1000|AH-2.5|4.617|435.556|1000|1000|AH-2|4.617|435.556|1000|1000|AH-1.5|3.897|367.689|1000|1000||AH1.5|3.048|277.059|1000|1000|AH2|3.048|277.059|1000|1000|AH2.5|2.717|247.036|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|8.05192|1|1.54|6|EK-1.5||K21|7.13663|1|4.11619|6|EK21||K1.5|1.93698|6|2.42343|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/tulln-challenger-men/neumayer-lukas-kym-jerome-j9isnPmq/#ah;2;1.50;1","1.5","1.75","2.15","1.69","2.04","","","1.65","2.2","1.75","2.2","","","","","","",""
"CSM","0000077","20240905|111335","20240902_2001509_083314_076298","R09_1_AUT_Tulln Challenger","Neumayer","Kym","|K|0.30248|EK|G||OL1|3.52515|EOL1|OL2|1.5192|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.6741|ENAOL1|NAOL2|1.5192|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|5.537|522.328|1000|1000|AH-2.5|4.617|435.556|1000|1000|AH-2|4.617|435.556|1000|1000|AH-1.5|3.897|367.689|1000|1000||AH1.5|3.048|277.059|1000|1000|AH2|3.048|277.059|1000|1000|AH2.5|2.717|247.036|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|8.05192|1|1.54|6|EK-1.5||K21|7.13663|1|4.11619|6|EK21||K1.5|1.93698|6|2.42343|6|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/tulln-challenger-men/neumayer-lukas-kym-jerome-j9isnPmq/#ah;2;-1.50;1","-1.5","4.92","1.2","4.42","1.17","","","4.9","1.18","4.92","1.2","","","","","","",""
"CSM","0000077","20240905|111325","20240902_2001509_083314_076298","R09_1_AUT_Tulln Challenger","Neumayer","Kym","|K|0.30248|EK|G||OL1|3.52515|EOL1|OL2|1.5192|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|3.6741|ENAOL1|NAOL2|1.5192|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|5.537|522.328|1000|1000|AH-2.5|4.617|435.556|1000|1000|AH-2|4.617|435.556|1000|1000|AH-1.5|3.897|367.689|1000|1000||AH1.5|3.048|277.059|1000|1000|AH2|3.048|277.059|1000|1000|AH2.5|2.717|247.036|1000|1000|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|8.05192|1|1.54|6|EK-1.5||K21|7.13663|1|4.11619|6|EK21||K1.5|1.93698|6|2.42343|6|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/austria/tulln-challenger-men/neumayer-lukas-kym-jerome-j9isnPmq/","","2.77","1.48","2.62","1.43","","","2.7","1.45","2.77","1.48","","","","","","",""
"CSM","0000078","20240905|111351","20240902_2001509_067981_048442","R09_1_AUT_Tulln Challenger","Paulson","Molleker","|K|0.459029|EK|G||OL1|2.3217|EOL1|OL2|1.97025|EOL2|OH1|218|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.4198|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.387|319.524|1.697|160.124|AH-2.5|2.823|266.322|1.697|160.124|AH-2|2.823|266.322|1.863|175.735|AH-1.5|2.46|232.04|1.863|175.735||AH1.5|2.074|188.519|2.343|212.97|AH2|2.074|188.519|2.573|233.889|AH2.5|1.922|174.689|2.573|233.889|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.75472|6|1.54|6|EK-1.5||K21|6.12498|1|5.2789|6|EK21||K1.5|1.56565|6|3.33475|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/tulln-challenger-men/paulson-andrew-molleker-rudolf-xGbOcwsc/#ah;2;1.50;2","1.5","","","","","","","1.7","2.1","1.7","2.1","","","","","","",""
"CSM","0000078","20240905|111354","20240902_2001509_067981_048442","R09_1_AUT_Tulln Challenger","Paulson","Molleker","|K|0.459029|EK|G||OL1|2.3217|EOL1|OL2|1.97025|EOL2|OH1|218|EOH1|OH2|1|EOH2|EG|NA||NAOL1|2.4198|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|3.387|319.524|1.697|160.124|AH-2.5|2.823|266.322|1.697|160.124|AH-2|2.823|266.322|1.863|175.735|AH-1.5|2.46|232.04|1.863|175.735||AH1.5|2.074|188.519|2.343|212.97|AH2|2.074|188.519|2.573|233.889|AH2.5|1.922|174.689|2.573|233.889|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|3.75472|6|1.54|6|EK-1.5||K21|6.12498|1|5.2789|6|EK21||K1.5|1.56565|6|3.33475|6|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/tulln-challenger-men/paulson-andrew-molleker-rudolf-xGbOcwsc/#ah;2;-0.50;2","-0.5","2.02","1.84","","","","","","","2.02","1.84","","","","","","",""
