"DM","0000013","20241107|134319","20241104_1945209_028144_057343","R09_2_SRB_Belgrade Open - Belgrade","Murray/Peers","Goransson/Verbeek","|K|0.500906|EK|G||OL1|2.17|EOL1|OL2|2.18085|EOL2|OH1|200|EOH1|OH2|201|EOH2|EG|NA||NAOL1|2.268|ENAOL1|NAOL2|2.27934|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/serbia/atp-belgrade-2-doubles/murray-jamie-peers-john-goransson-andre-verbeek-sem-6PVx16sQ/","","","","1.48","2.45","","","1.55","2.4","1.55","2.59","","","","","","",""
"DM","0000014","20241107|134323","20241104_1945209_115726_102576","R09_2_SRB_Belgrade Open - Belgrade","Pavlasek/Smith","Barrientos/Pel","|K|0.604553|EK|G||OL1|1.8011|EOL1|OL2|2.61855|EOL2|OH1|166|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.88244|ENAOL1|NAOL2|2.71975|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/serbia/atp-belgrade-2-doubles/pavlasek-adam-smith-john-patrick-barrientos-nicolas-pel-david-l4Xmnyen/","","","","1.4","2.7","","","1.5","2.5","1.5","2.85","","","","","","",""
"FSM","0000015","20241107|134326","20241104_2023105_089099_080960","R05_0_BRA_M15 Recife","Schiessl","Vilicich","|K|0.731278|EK|G||OL1|1.45768|EOL1|OL2|3.81952|EOL2|OH1|137|EOH1|OH2|5.595|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|208.029|208.029|240.629|240.629|AH-3.5|171.109|171.109|240.629|240.629|AH-3|171.109|171.109|283.611|283.611|AH-2.5|154.463|154.463|283.611|283.611|AH-2|154.463|154.463|322.055|322.055|AH-1.5|145.034|145.034|322.055|322.055||AH1.5|130.175|130.175|431.405|431.405|AH2|130.175|130.175|504.494|504.494|AH2.5|124.722|124.722|504.494|504.494|AH3|124.722|124.722|685.401|685.401|AH3.5|117.082|117.082|685.401|685.401|AH4|117.082|117.082|1225.79|1225.79|AH4.5|108.883|108.883|1225.79|1225.79|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/brazil/itf-m15-recife-men/schiessl-joao-eduardo-vilicich-bautista-Sz46ZcBt/","","","","1.19","4.15","","","","","1.19","4.15","","","","","","",""
"FSM","0000016","20241107|134337","20241104_2021905_051046_039043","R05_0_CAN_M25 Saint-Augustin-de-Desmaures","Baadi","Galarneau","|K|0.0830472|EK|G||OL1|12.3392|EOL1|OL2|1.1704|EOL2|OH1|1|EOH1|OH2|110|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|67131.8|67131.8|102.477|102.477|AH-3.5|4137.28|4137.28|102.477|102.477|AH-3|4137.28|4137.28|105.139|105.139|AH-2.5|2045.98|2045.98|105.139|105.139|AH-2|2045.98|2045.98|107.536|107.536|AH-1.5|1426.89|1426.89|107.536|107.536||AH1.5|713.953|713.953|116.288|116.288|AH2|713.953|713.953|121.797|121.797|AH2.5|558.769|558.769|121.797|121.797|AH3|558.769|558.769|131.22|131.22|AH3.5|420.306|420.306|131.22|131.22|AH4|420.306|420.306|152.044|152.044|AH4.5|292.144|292.144|152.044|152.044|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/canada/itf-m25-saint-augustin-de-desmaures-men/baadi-taha-galarneau-alexis-xraT2GRQ/#ah;2;5.50;2","5.5","","","1.85","1.85","","","","","1.85","1.85","","","","","","",""
"FSM","0000016","20241107|134341","20241104_2021905_051046_039043","R05_0_CAN_M25 Saint-Augustin-de-Desmaures","Baadi","Galarneau","|K|0.0830472|EK|G||OL1|12.3392|EOL1|OL2|1.1704|EOL2|OH1|1|EOH1|OH2|110|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|67131.8|67131.8|102.477|102.477|AH-3.5|4137.28|4137.28|102.477|102.477|AH-3|4137.28|4137.28|105.139|105.139|AH-2.5|2045.98|2045.98|105.139|105.139|AH-2|2045.98|2045.98|107.536|107.536|AH-1.5|1426.89|1426.89|107.536|107.536||AH1.5|713.953|713.953|116.288|116.288|AH2|713.953|713.953|121.797|121.797|AH2.5|558.769|558.769|121.797|121.797|AH3|558.769|558.769|131.22|131.22|AH3.5|420.306|420.306|131.22|131.22|AH4|420.306|420.306|152.044|152.044|AH4.5|292.144|292.144|152.044|152.044|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/canada/itf-m25-saint-augustin-de-desmaures-men/baadi-taha-galarneau-alexis-xraT2GRQ/#ah;2;1.50;1","1.5","","","2.7","1.4","","","","","2.7","1.4","","","","","","",""
"FSM","0000016","20241107|134329","20241104_2021905_051046_039043","R05_0_CAN_M25 Saint-Augustin-de-Desmaures","Baadi","Galarneau","|K|0.0830472|EK|G||OL1|12.3392|EOL1|OL2|1.1704|EOL2|OH1|1|EOH1|OH2|110|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|67131.8|67131.8|102.477|102.477|AH-3.5|4137.28|4137.28|102.477|102.477|AH-3|4137.28|4137.28|105.139|105.139|AH-2.5|2045.98|2045.98|105.139|105.139|AH-2|2045.98|2045.98|107.536|107.536|AH-1.5|1426.89|1426.89|107.536|107.536||AH1.5|713.953|713.953|116.288|116.288|AH2|713.953|713.953|121.797|121.797|AH2.5|558.769|558.769|121.797|121.797|AH3|558.769|558.769|131.22|131.22|AH3.5|420.306|420.306|131.22|131.22|AH4|420.306|420.306|152.044|152.044|AH4.5|292.144|292.144|152.044|152.044|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/canada/itf-m25-saint-augustin-de-desmaures-men/baadi-taha-galarneau-alexis-xraT2GRQ/","","","","5.35","1.12","","","","","5.55","1.12","","","","","","",""
"SM","0000017","20241107|134352","20241104_1941809_025171_028899","R09_2_FRA_Moselle Open - Metz","Halys","Bonzi","|K|0.436464|EK|G||OL1|2.5185|EOL1|OL2|1.958|EOL2|OH1|3.151|EOH1|OH2|2.581|EOH2|EG|NA||NAOL1|2.5231|ENAOL1|NAOL2|1.9758|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.205|22.866|1.165|1.548|AH-5|17.205|22.866|1.297|1.724|AH-4|6.865|9.124|1.498|1.991|AH-3.5|4.013|5.333|1.498|1.991|AH-3|4.013|5.333|1.711|2.274|AH-2.5|3.011|4.001|1.711|2.274|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.857|2.462|2.662|3.528|AH3|1.857|2.462|3.366|4.461|AH3.5|1.621|2.148|3.366|4.461|AH4|1.621|2.148|4.783|6.34|AH4.5|1.418|1.88|4.783|6.34|AH5|1.418|1.88|7.384|9.787|AH5.5|1.284|1.702|7.384|9.787||EAH||AHS||K-1.5|4.66519|7|1.52|7|EK-1.5||K21|6.00549|7|4.84586|7|EK21||K1.5|1.67708|7|2.9541|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/atp-metz/halys-quentin-bonzi-benjamin-MRQb44iB/#ah;2;1.50;2","1.5","1.85","2.02","1.78","1.92","","","1.83","1.96","1.85","2.02","","","","","","",""
"SM","0000017","20241107|134354","20241104_1941809_025171_028899","R09_2_FRA_Moselle Open - Metz","Halys","Bonzi","|K|0.436464|EK|G||OL1|2.5185|EOL1|OL2|1.958|EOL2|OH1|3.151|EOH1|OH2|2.581|EOH2|EG|NA||NAOL1|2.5231|ENAOL1|NAOL2|1.9758|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.205|22.866|1.165|1.548|AH-5|17.205|22.866|1.297|1.724|AH-4|6.865|9.124|1.498|1.991|AH-3.5|4.013|5.333|1.498|1.991|AH-3|4.013|5.333|1.711|2.274|AH-2.5|3.011|4.001|1.711|2.274|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.857|2.462|2.662|3.528|AH3|1.857|2.462|3.366|4.461|AH3.5|1.621|2.148|3.366|4.461|AH4|1.621|2.148|4.783|6.34|AH4.5|1.418|1.88|4.783|6.34|AH5|1.418|1.88|7.384|9.787|AH5.5|1.284|1.702|7.384|9.787||EAH||AHS||K-1.5|4.66519|7|1.52|7|EK-1.5||K21|6.00549|7|4.84586|7|EK21||K1.5|1.67708|7|2.9541|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/atp-metz/halys-quentin-bonzi-benjamin-MRQb44iB/#ah;2;0.50;2","0.5","2.04","1.84","1.92","1.78","","","","","2.04","1.84","","","","","","",""
"SM","0000017","20241107|134359","20241104_1941809_025171_028899","R09_2_FRA_Moselle Open - Metz","Halys","Bonzi","|K|0.436464|EK|G||OL1|2.5185|EOL1|OL2|1.958|EOL2|OH1|3.151|EOH1|OH2|2.581|EOH2|EG|NA||NAOL1|2.5231|ENAOL1|NAOL2|1.9758|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.205|22.866|1.165|1.548|AH-5|17.205|22.866|1.297|1.724|AH-4|6.865|9.124|1.498|1.991|AH-3.5|4.013|5.333|1.498|1.991|AH-3|4.013|5.333|1.711|2.274|AH-2.5|3.011|4.001|1.711|2.274|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.857|2.462|2.662|3.528|AH3|1.857|2.462|3.366|4.461|AH3.5|1.621|2.148|3.366|4.461|AH4|1.621|2.148|4.783|6.34|AH4.5|1.418|1.88|4.783|6.34|AH5|1.418|1.88|7.384|9.787|AH5.5|1.284|1.702|7.384|9.787||EAH||AHS||K-1.5|4.66519|7|1.52|7|EK-1.5||K21|6.00549|7|4.84586|7|EK21||K1.5|1.67708|7|2.9541|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/atp-metz/halys-quentin-bonzi-benjamin-MRQb44iB/#ah;2;1.50;1","1.5","1.45","2.9","1.4","2.7","","","1.41","2.88","1.45","2.9","","","","","","",""
"SM","0000017","20241107|134356","20241104_1941809_025171_028899","R09_2_FRA_Moselle Open - Metz","Halys","Bonzi","|K|0.436464|EK|G||OL1|2.5185|EOL1|OL2|1.958|EOL2|OH1|3.151|EOH1|OH2|2.581|EOH2|EG|NA||NAOL1|2.5231|ENAOL1|NAOL2|1.9758|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.205|22.866|1.165|1.548|AH-5|17.205|22.866|1.297|1.724|AH-4|6.865|9.124|1.498|1.991|AH-3.5|4.013|5.333|1.498|1.991|AH-3|4.013|5.333|1.711|2.274|AH-2.5|3.011|4.001|1.711|2.274|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.857|2.462|2.662|3.528|AH3|1.857|2.462|3.366|4.461|AH3.5|1.621|2.148|3.366|4.461|AH4|1.621|2.148|4.783|6.34|AH4.5|1.418|1.88|4.783|6.34|AH5|1.418|1.88|7.384|9.787|AH5.5|1.284|1.702|7.384|9.787||EAH||AHS||K-1.5|4.66519|7|1.52|7|EK-1.5||K21|6.00549|7|4.84586|7|EK21||K1.5|1.67708|7|2.9541|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/atp-metz/halys-quentin-bonzi-benjamin-MRQb44iB/#ah;2;-1.50;1","-1.5","3.69","1.31","3.3","1.28","","","3.7","1.27","3.7","1.31","","","","","","",""
"SM","0000017","20241107|134344","20241104_1941809_025171_028899","R09_2_FRA_Moselle Open - Metz","Halys","Bonzi","|K|0.436464|EK|G||OL1|2.5185|EOL1|OL2|1.958|EOL2|OH1|3.151|EOH1|OH2|2.581|EOH2|EG|NA||NAOL1|2.5231|ENAOL1|NAOL2|1.9758|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|17.205|22.866|1.165|1.548|AH-5|17.205|22.866|1.297|1.724|AH-4|6.865|9.124|1.498|1.991|AH-3.5|4.013|5.333|1.498|1.991|AH-3|4.013|5.333|1.711|2.274|AH-2.5|3.011|4.001|1.711|2.274|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.857|2.462|2.662|3.528|AH3|1.857|2.462|3.366|4.461|AH3.5|1.621|2.148|3.366|4.461|AH4|1.621|2.148|4.783|6.34|AH4.5|1.418|1.88|4.783|6.34|AH5|1.418|1.88|7.384|9.787|AH5.5|1.284|1.702|7.384|9.787||EAH||AHS||K-1.5|4.66519|7|1.52|7|EK-1.5||K21|6.00549|7|4.84586|7|EK21||K1.5|1.67708|7|2.9541|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/atp-metz/halys-quentin-bonzi-benjamin-MRQb44iB/","","2.15","1.78","2.02","1.7","","","2.23","1.66","2.23","1.79","","","","","","",""
