"CDM","0000067","20241015|083058","20241014_2011304_090021_115209","R04_1_BRA_Campinas Challenger","Drzewiecki/Matuszewski","Collarini/Dellien Velasco","|K|0.600174|EK|G||OL1|1.68152|EOL1|OL2|2.55267|EOL2|OH1|2.505|EOH1|OH2|251|EOH2|EG|NA||NAOL1|1.8203|ENAOL1|NAOL2|2.62295|ENAOL2|NAVE1|-9|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/brazil/campinas-challenger-men-doubles/drzewiecki-karol-matuszewski-piotr-collarini-andrea-dellien-velasco-murkel-alejandro-AuVtZJNc/","","","","","","","","","","","","","","","","","",""
"CDM","0000068","20241015|083101","20241014_2011304_115211_055228","R04_1_BRA_Campinas Challenger","Rodriguez Taverna/Whiting","Arias/Zeballos","|K|0.430552|EK|G||OL1|2.36961|EOL1|OL2|1.77214|EOL2|OH1|233|EOH1|OH2|2.64|EOH2|EG|NA||NAOL1|2.43485|ENAOL1|NAOL2|1.9184|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-9|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/brazil/campinas-challenger-men-doubles/rodriguez-taverna-santiago-whiting-tennyson-arias-boris-zeballos-federico-bTNeFPWO/","","","","","","","","","","","","","","","","","",""
"CDM","0000069","20241015|083105","20241014_2011204_115195_111192","R04_1_ITA_Olbia Challenger","Cervantes/Pichler","Goldhoff/Jecan","|K|0.487849|EK|G||OL1|2.08485|EOL1|OL2|1.99332|EOL2|OH1|205|EOH1|OH2|196|EOH2|EG|NA||NAOL1|2.14225|ENAOL1|NAOL2|2.0482|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/olbia-challenger-men-doubles/cervantes-huegun-inigo-pichler-david-goldhoff-george-jecan-mircea-alexandru-EoBk1rwP/","","","","2.2","1.6","","","","","2.2","1.8","","","","","","",""
"CDM","0000070","20241015|083109","20241014_2011204_090372_113540","R04_1_ITA_Olbia Challenger","Kolar/Vega Hernandez","Cukierman/Ingildsen","|K|0.417236|EK|G||OL1|2.4408|EOL1|OL2|1.73187|EOL2|OH1|240|EOH1|OH2|2.58|EOH2|EG|NA||NAOL1|2.508|ENAOL1|NAOL2|1.8748|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-9|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/italy/olbia-challenger-men-doubles/kolar-zdenek-vega-hernandez-david-cukierman-daniel-ingildsen-johannes-W2JY4Qw0/","","","","2.2","1.6","","","","","2.2","1.63","","","","","","",""
"SM","0000071","20241015|083125","20241014_1941304_001837_082371","R04_2_BEL_European Open - Antwerp","Bautista-Agut","van Assche","|K|0.457619|EK|G||OL1|2.39805|EOL1|OL2|2.035|EOL2|OH1|3.0003|EOH1|OH2|2.6825|EOH2|EG|NA||NAOL1|2.40243|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|7.983|10.61|1.264|1.68|AH-5|7.983|10.61|1.372|1.824|AH-4|5.324|7.076|1.513|2.01|AH-3.5|3.914|5.201|1.513|2.01|AH-3|3.914|5.201|1.668|2.217|AH-2.5|3.154|4.192|1.668|2.217|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.053|2.72|2.343|3.105|AH3|2.053|2.72|2.797|3.707|AH3.5|1.797|2.381|2.797|3.707|AH4|1.797|2.381|3.92|5.195|AH4.5|1.518|2.011|3.92|5.195|AH5|1.518|2.011|6.385|8.463|AH5.5|1.32|1.75|6.385|8.463||EAH||AHS||K-1.5|3.9524|7|1.52|7|EK-1.5||K21|5.53104|7|4.72791|7|EK21||K1.5|1.52|7|3.57683|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/bautista-agut-roberto-van-assche-luca-nsrskhko/#ah;2;-0.50;2","-0.5","1.98","1.88","","","","","","","1.98","1.88","","","","","","",""
"SM","0000071","20241015|083123","20241014_1941304_001837_082371","R04_2_BEL_European Open - Antwerp","Bautista-Agut","van Assche","|K|0.457619|EK|G||OL1|2.39805|EOL1|OL2|2.035|EOL2|OH1|3.0003|EOH1|OH2|2.6825|EOH2|EG|NA||NAOL1|2.40243|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|7.983|10.61|1.264|1.68|AH-5|7.983|10.61|1.372|1.824|AH-4|5.324|7.076|1.513|2.01|AH-3.5|3.914|5.201|1.513|2.01|AH-3|3.914|5.201|1.668|2.217|AH-2.5|3.154|4.192|1.668|2.217|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.053|2.72|2.343|3.105|AH3|2.053|2.72|2.797|3.707|AH3.5|1.797|2.381|2.797|3.707|AH4|1.797|2.381|3.92|5.195|AH4.5|1.518|2.011|3.92|5.195|AH5|1.518|2.011|6.385|8.463|AH5.5|1.32|1.75|6.385|8.463||EAH||AHS||K-1.5|3.9524|7|1.52|7|EK-1.5||K21|5.53104|7|4.72791|7|EK21||K1.5|1.52|7|3.57683|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/bautista-agut-roberto-van-assche-luca-nsrskhko/#ah;2;-1.50;2","-1.5","","","","","","","2.05","1.75","2.05","1.75","","","","","","",""
"SM","0000071","20241015|083130","20241014_1941304_001837_082371","R04_2_BEL_European Open - Antwerp","Bautista-Agut","van Assche","|K|0.457619|EK|G||OL1|2.39805|EOL1|OL2|2.035|EOL2|OH1|3.0003|EOH1|OH2|2.6825|EOH2|EG|NA||NAOL1|2.40243|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|7.983|10.61|1.264|1.68|AH-5|7.983|10.61|1.372|1.824|AH-4|5.324|7.076|1.513|2.01|AH-3.5|3.914|5.201|1.513|2.01|AH-3|3.914|5.201|1.668|2.217|AH-2.5|3.154|4.192|1.668|2.217|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.053|2.72|2.343|3.105|AH3|2.053|2.72|2.797|3.707|AH3.5|1.797|2.381|2.797|3.707|AH4|1.797|2.381|3.92|5.195|AH4.5|1.518|2.011|3.92|5.195|AH5|1.518|2.011|6.385|8.463|AH5.5|1.32|1.75|6.385|8.463||EAH||AHS||K-1.5|3.9524|7|1.52|7|EK-1.5||K21|5.53104|7|4.72791|7|EK21||K1.5|1.52|7|3.57683|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/belgium/atp-antwerp/bautista-agut-roberto-van-assche-luca-nsrskhko/#ah;2;1.50;1","1.5","1.35","3.32","1.32","3.1","","","1.33","3.3","1.35","3.32","","","","","","",""
"SM","0000071","20241015|083128","20241014_1941304_001837_082371","R04_2_BEL_European Open - Antwerp","Bautista-Agut","van Assche","|K|0.457619|EK|G||OL1|2.39805|EOL1|OL2|2.035|EOL2|OH1|3.0003|EOH1|OH2|2.6825|EOH2|EG|NA||NAOL1|2.40243|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|7.983|10.61|1.264|1.68|AH-5|7.983|10.61|1.372|1.824|AH-4|5.324|7.076|1.513|2.01|AH-3.5|3.914|5.201|1.513|2.01|AH-3|3.914|5.201|1.668|2.217|AH-2.5|3.154|4.192|1.668|2.217|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.053|2.72|2.343|3.105|AH3|2.053|2.72|2.797|3.707|AH3.5|1.797|2.381|2.797|3.707|AH4|1.797|2.381|3.92|5.195|AH4.5|1.518|2.011|3.92|5.195|AH5|1.518|2.011|6.385|8.463|AH5.5|1.32|1.75|6.385|8.463||EAH||AHS||K-1.5|3.9524|7|1.52|7|EK-1.5||K21|5.53104|7|4.72791|7|EK21||K1.5|1.52|7|3.57683|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/belgium/atp-antwerp/bautista-agut-roberto-van-assche-luca-nsrskhko/#ah;2;-1.50;1","-1.5","3.19","1.38","3.0","1.34","","","3.05","1.37","3.19","1.38","","","","","","",""
"SM","0000071","20241015|083114","20241014_1941304_001837_082371","R04_2_BEL_European Open - Antwerp","Bautista-Agut","van Assche","|K|0.457619|EK|G||OL1|2.39805|EOL1|OL2|2.035|EOL2|OH1|3.0003|EOH1|OH2|2.6825|EOH2|EG|NA||NAOL1|2.40243|ENAOL1|NAOL2|2.0535|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|7.983|10.61|1.264|1.68|AH-5|7.983|10.61|1.372|1.824|AH-4|5.324|7.076|1.513|2.01|AH-3.5|3.914|5.201|1.513|2.01|AH-3|3.914|5.201|1.668|2.217|AH-2.5|3.154|4.192|1.668|2.217|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.053|2.72|2.343|3.105|AH3|2.053|2.72|2.797|3.707|AH3.5|1.797|2.381|2.797|3.707|AH4|1.797|2.381|3.92|5.195|AH4.5|1.518|2.011|3.92|5.195|AH5|1.518|2.011|6.385|8.463|AH5.5|1.32|1.75|6.385|8.463||EAH||AHS||K-1.5|3.9524|7|1.52|7|EK-1.5||K21|5.53104|7|4.72791|7|EK21||K1.5|1.52|7|3.57683|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/belgium/atp-antwerp/bautista-agut-roberto-van-assche-luca-nsrskhko/","","1.95","1.92","1.87","1.83","","","1.84","1.96","1.96","1.98","","","","","","",""
"SM","0000072","20241015|083146","20241014_1941304_071174_036858","R04_2_BEL_European Open - Antwerp","Mpetshi Perricard","Seyboth Wild","|K|0.598034|EK|G||OL1|1.848|EOL1|OL2|2.72655|EOL2|OH1|2.436|EOH1|OH2|3.4113|EOH2|EG|NA||NAOL1|1.8648|ENAOL1|NAOL2|2.73153|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.717|10.256|1.271|1.689|AH-5|7.717|10.256|1.408|1.871|AH-4|4.844|6.438|1.687|2.242|AH-3.5|3.089|4.106|1.687|2.242|AH-3|3.089|4.106|2.026|2.693|AH-2.5|2.363|3.141|2.026|2.693|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.536|2.036|3.802|5.039|AH3|1.536|2.036|5.495|7.284|AH3.5|1.366|1.81|5.495|7.284|AH4|1.366|1.81|10.797|14.311|AH4.5|1.217|1.613|10.797|14.311|AH5|1.217|1.613|87.497|115.969|AH5.5|1.108|1.468|87.497|115.969||EAH||AHS||K-1.5|3.05892|7|1.64218|7|EK-1.5||K21|4.75239|7|6.63451|1|EK21||K1.5|1.52|7|4.52005|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/mpetshi-perricard-giovanni-seyboth-wild-thiago-KWc2dzcB/#ah;2;0.50;2","0.5","1.71","2.2","","","","","","","1.71","2.2","","","","","","",""
"SM","0000072","20241015|083144","20241014_1941304_071174_036858","R04_2_BEL_European Open - Antwerp","Mpetshi Perricard","Seyboth Wild","|K|0.598034|EK|G||OL1|1.848|EOL1|OL2|2.72655|EOL2|OH1|2.436|EOH1|OH2|3.4113|EOH2|EG|NA||NAOL1|1.8648|ENAOL1|NAOL2|2.73153|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|7.717|10.256|1.271|1.689|AH-5|7.717|10.256|1.408|1.871|AH-4|4.844|6.438|1.687|2.242|AH-3.5|3.089|4.106|1.687|2.242|AH-3|3.089|4.106|2.026|2.693|AH-2.5|2.363|3.141|2.026|2.693|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.536|2.036|3.802|5.039|AH3|1.536|2.036|5.495|7.284|AH3.5|1.366|1.81|5.495|7.284|AH4|1.366|1.81|10.797|14.311|AH4.5|1.217|1.613|10.797|14.311|AH5|1.217|1.613|87.497|115.969|AH5.5|1.108|1.468|87.497|115.969||EAH||AHS||K-1.5|3.05892|7|1.64218|7|EK-1.5||K21|4.75239|7|6.63451|1|EK21||K1.5|1.52|7|4.52005|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/belgium/atp-antwerp/mpetshi-perricard-giovanni-seyboth-wild-thiago-KWc2dzcB/#ah;2;-1.50;2","-1.5","2.11","1.78","2.07","1.67","","","2.06","1.74","2.11","1.78","","","","","","",""
