"CDM","0000007","20241118|075751","20241118_2021104_078014_075997","R04_1_JPN_Yokohama Challenger","Chandrasekar/Kaliyanda Poonacha","Matsui/Uesugi","|K|0.630374|EK|G||OL1|1.60097|EOL1|OL2|2.75607|EOL2|OH1|2.385|EOH1|OH2|271|EOH2|EG|NA||NAOL1|1.7331|ENAOL1|NAOL2|2.83195|ENAOL2|NAVE1|-9|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/yokohama-challenger-men-doubles/chandrasekar-anirudh-kaliyanda-poonacha-niki-matsui-toshihide-uesugi-kaito-U1cCiIdM/","","","","1.6","2.2","","","","","1.61","2.2","","","","","","",""
"CDM","0000008","20241118|075755","20241118_2021104_115724_047239","R04_1_JPN_Yokohama Challenger","Nam Ji/Romios","Merino/Negritu","|K|0.538566|EK|G||OL1|1.89162|EOL1|OL2|2.20689|EOL2|OH1|186|EOH1|OH2|217|EOH2|EG|NA||NAOL1|1.9437|ENAOL1|NAOL2|2.26765|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-7|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/yokohama-challenger-men-doubles/nam-ji-sung-romios-matthew-christopher-merino-alexander-negritu-christoph-nJwqndKq/","","","","1.65","2.1","","","","","1.68","2.1","","","","","","",""
"CDM","0000009","20241118|075758","20241118_2021104_115906_115904","R04_1_JPN_Yokohama Challenger","Shimizu/Tu","Fancutt/Paul","|K|0.363501|EK|G||OL1|2.80692|EOL1|OL2|1.5909|EOL2|OH1|276|EOH1|OH2|2.37|EOH2|EG|NA||NAOL1|2.8842|ENAOL1|NAOL2|1.7222|ENAOL2|NAVE1|-7|ENAVE1|NAVE2|-9|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/yokohama-challenger-men-doubles/shimizu-yuta-tu-li-fancutt-thomas-john-paul-jakub-0M5ee0cc/","","","","2.37","1.52","","","","","2.37","1.52","","","","","","",""
"CDV","0000010","20241118|075802","20241118_1584804_097943_098165","R04_1_CHI_LP Open by IND - Colina","Labrana/Pereira","Anderson/Thombare","|K|0.300448|EK|G||OL1|3.33|EOL1|OL2|1.4872|EOL2|OH1|1|EOH1|OH2|2.0735|EOH2|EG|NA||NAOL1|3.4965|ENAOL1|NAOL2|1.52295|ENAOL2|NAVE1|-10|ENAVE1|NAVE2|-10|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/chile/colina-challenger-women-doubles/labrana-fernanda-pereira-rebeca-anderson-robin-thombare-prarthana-trGPT9XR/","","","","3.4","1.27","","","","","3.4","1.28","","","","","","",""
"CSM","0000011","20241118|075814","20241118_2020903_012534_013804","R03_1_BRA_Sao Paulo Challenger","Olivo","Leite","|K|0.740584|EK|G||OL1|1.4348|EOL1|OL2|4.1109|EOL2|OH1|136|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4348|ENAOL1|NAOL2|4.2846|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.86|175.513|2.947|278.033|AH-2.5|1.655|156.169|2.947|278.033|AH-2|1.655|156.169|3.271|308.549|AH-1.5|1.568|147.95|3.271|308.549||AH1.5|1.452|131.965|4.541|412.844|AH2|1.452|131.965|5.142|467.466|AH2.5|1.399|127.213|5.142|467.466|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.18819|6|2.1363|6|EK-1.5||K21|4.75864|6|8.04634|1|EK21||K1.5|1.54|6|7.57923|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/brazil/sao-paulo-5-challenger-men/olivo-renzo-leite-wilson-EehyAxJs/#ah;2;-3.50;2","-3.5","1.7","2.11","1.66","2.08","","","","","1.7","2.11","","","","","","",""
"CSM","0000011","20241118|075812","20241118_2020903_012534_013804","R03_1_BRA_Sao Paulo Challenger","Olivo","Leite","|K|0.740584|EK|G||OL1|1.4348|EOL1|OL2|4.1109|EOL2|OH1|136|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4348|ENAOL1|NAOL2|4.2846|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.86|175.513|2.947|278.033|AH-2.5|1.655|156.169|2.947|278.033|AH-2|1.655|156.169|3.271|308.549|AH-1.5|1.568|147.95|3.271|308.549||AH1.5|1.452|131.965|4.541|412.844|AH2|1.452|131.965|5.142|467.466|AH2.5|1.399|127.213|5.142|467.466|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.18819|6|2.1363|6|EK-1.5||K21|4.75864|6|8.04634|1|EK21||K1.5|1.54|6|7.57923|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/brazil/sao-paulo-5-challenger-men/olivo-renzo-leite-wilson-EehyAxJs/#ah;2;-4.50;2","-4.5","2.06","1.74","2.01","1.71","","","","","2.06","1.74","","","","","","",""
"CSM","0000011","20241118|075819","20241118_2020903_012534_013804","R03_1_BRA_Sao Paulo Challenger","Olivo","Leite","|K|0.740584|EK|G||OL1|1.4348|EOL1|OL2|4.1109|EOL2|OH1|136|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4348|ENAOL1|NAOL2|4.2846|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.86|175.513|2.947|278.033|AH-2.5|1.655|156.169|2.947|278.033|AH-2|1.655|156.169|3.271|308.549|AH-1.5|1.568|147.95|3.271|308.549||AH1.5|1.452|131.965|4.541|412.844|AH2|1.452|131.965|5.142|467.466|AH2.5|1.399|127.213|5.142|467.466|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.18819|6|2.1363|6|EK-1.5||K21|4.75864|6|8.04634|1|EK21||K1.5|1.54|6|7.57923|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/brazil/sao-paulo-5-challenger-men/olivo-renzo-leite-wilson-EehyAxJs/#ah;2;1.50;1","1.5","1.14","5.53","1.13","5.1","","","","","1.14","5.53","","","","","","",""
"CSM","0000011","20241118|075817","20241118_2020903_012534_013804","R03_1_BRA_Sao Paulo Challenger","Olivo","Leite","|K|0.740584|EK|G||OL1|1.4348|EOL1|OL2|4.1109|EOL2|OH1|136|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4348|ENAOL1|NAOL2|4.2846|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.86|175.513|2.947|278.033|AH-2.5|1.655|156.169|2.947|278.033|AH-2|1.655|156.169|3.271|308.549|AH-1.5|1.568|147.95|3.271|308.549||AH1.5|1.452|131.965|4.541|412.844|AH2|1.452|131.965|5.142|467.466|AH2.5|1.399|127.213|5.142|467.466|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.18819|6|2.1363|6|EK-1.5||K21|4.75864|6|8.04634|1|EK21||K1.5|1.54|6|7.57923|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/brazil/sao-paulo-5-challenger-men/olivo-renzo-leite-wilson-EehyAxJs/#ah;2;-1.50;1","-1.5","1.92","1.85","1.88","1.82","","","","","1.92","1.85","","","","","","",""
"CSM","0000011","20241118|075806","20241118_2020903_012534_013804","R03_1_BRA_Sao Paulo Challenger","Olivo","Leite","|K|0.740584|EK|G||OL1|1.4348|EOL1|OL2|4.1109|EOL2|OH1|136|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.4348|ENAOL1|NAOL2|4.2846|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.86|175.513|2.947|278.033|AH-2.5|1.655|156.169|2.947|278.033|AH-2|1.655|156.169|3.271|308.549|AH-1.5|1.568|147.95|3.271|308.549||AH1.5|1.452|131.965|4.541|412.844|AH2|1.452|131.965|5.142|467.466|AH2.5|1.399|127.213|5.142|467.466|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.18819|6|2.1363|6|EK-1.5||K21|4.75864|6|8.04634|1|EK21||K1.5|1.54|6|7.57923|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/brazil/sao-paulo-5-challenger-men/olivo-renzo-leite-wilson-EehyAxJs/","","1.35","3.13","1.33","3.05","","","","","1.35","3.19","","","","","","",""
"CSM","0000012","20241118|075829","20241118_2020904_074899_050000","R04_1_BRA_Sao Paulo Challenger","Heide","Reis Da Silva","|K|0.819376|EK|G||OL1|1.29765|EOL1|OL2|5.9001|EOL2|OH1|123|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.29765|ENAOL1|NAOL2|6.1494|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.768|166.833|3.664|345.673|AH-2.5|1.491|140.705|3.664|345.673|AH-2|1.491|140.705|4.767|449.741|AH-1.5|1.363|128.593|4.767|449.741||AH1.5|1.269|115.373|8.255|750.489|AH2|1.269|115.373|9.569|869.887|AH2.5|1.243|112.989|9.569|869.887|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.07953|6|2.26157|6|EK-1.5||K21|3.81767|6|8.20134|1|EK21||K1.5|1.54|1|17.3778|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/brazil/sao-paulo-5-challenger-men/heide-gustavo-reis-da-silva-joao-lucas-tSTRLpll/#ah;2;-4.50;2","-4.5","1.86","1.96","1.81","1.89","","","1.86","1.9","1.86","1.96","","","","","","",""
"CSM","0000012","20241118|075831","20241118_2020904_074899_050000","R04_1_BRA_Sao Paulo Challenger","Heide","Reis Da Silva","|K|0.819376|EK|G||OL1|1.29765|EOL1|OL2|5.9001|EOL2|OH1|123|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.29765|ENAOL1|NAOL2|6.1494|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-13.5|ENAVE2||ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1000|1000|1000|1000|AH-3.5|1000|1000|1000|1000|AH-3|1.768|166.833|3.664|345.673|AH-2.5|1.491|140.705|3.664|345.673|AH-2|1.491|140.705|4.767|449.741|AH-1.5|1.363|128.593|4.767|449.741||AH1.5|1.269|115.373|8.255|750.489|AH2|1.269|115.373|9.569|869.887|AH2.5|1.243|112.989|9.569|869.887|AH3|1000|1000|1000|1000|AH3.5|1000|1000|1000|1000|AH4|1000|1000|1000|1000|AH4.5|1000|1000|1000|1000|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|2.07953|6|2.26157|6|EK-1.5||K21|3.81767|6|8.20134|1|EK21||K1.5|1.54|1|17.3778|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/brazil/sao-paulo-5-challenger-men/heide-gustavo-reis-da-silva-joao-lucas-tSTRLpll/#ah;2;-5.50;2","-5.5","2.44","1.57","2.37","1.52","","","","","2.44","1.57","","","","","","",""
