"SM","0000013","20250727|082231","20250728_2035601_067986_047324","R01_3_CAN_National Bank Open - Toronto","Schoolkate","Nanda","|K|0.848584|EK|G||OL1|1.3688|EOL1|OL2|7.0066|EOL2|OH1|118|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3098|ENAOL1|NAOL2|7.25117|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/canada/atp-toronto/schoolkate-tristan-nanda-govind-Ue0OgauI/","","","","","","","","","","1.05","8.17","","","","","","",""
"SM","0000014","20250727|082254","20250728_2035604_099316_024084","R04_3_CAN_National Bank Open - Toronto","Arseneault","Djere","|K|0.0980961|EK|G||OL1|10.812|EOL1|OL2|1.3|EOL2|OH1|1|EOH1|OH2|111|EOH2|EG|NA||NAOL1|11.1894|ENAOL1|NAOL2|1.2321|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/canada/atp-toronto/arseneault-nicolas-djere-laslo-l85bPAKt/#ah;2;5.50;2","5.5","","","","","","","1.65","2.15","1.65","2.15","","","","","","",""
"SM","0000014","20250727|082259","20250728_2035604_099316_024084","R04_3_CAN_National Bank Open - Toronto","Arseneault","Djere","|K|0.0980961|EK|G||OL1|10.812|EOL1|OL2|1.3|EOL2|OH1|1|EOH1|OH2|111|EOH2|EG|NA||NAOL1|11.1894|ENAOL1|NAOL2|1.2321|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/canada/atp-toronto/arseneault-nicolas-djere-laslo-l85bPAKt/#ah;2;1.50;1","1.5","","","","","","","2.8","1.41","2.8","1.41","","","","","","",""
"SM","0000014","20250727|082258","20250728_2035604_099316_024084","R04_3_CAN_National Bank Open - Toronto","Arseneault","Djere","|K|0.0980961|EK|G||OL1|10.812|EOL1|OL2|1.3|EOL2|OH1|1|EOH1|OH2|111|EOH2|EG|NA||NAOL1|11.1894|ENAOL1|NAOL2|1.2321|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/canada/atp-toronto/arseneault-nicolas-djere-laslo-l85bPAKt/#ah;2;-1.50;1","-1.5","","","","","","","14.0","1.03","14.0","1.03","","","","","","",""
"SM","0000014","20250727|082246","20250728_2035604_099316_024084","R04_3_CAN_National Bank Open - Toronto","Arseneault","Djere","|K|0.0980961|EK|G||OL1|10.812|EOL1|OL2|1.3|EOL2|OH1|1|EOH1|OH2|111|EOH2|EG|NA||NAOL1|11.1894|ENAOL1|NAOL2|1.2321|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/canada/atp-toronto/arseneault-nicolas-djere-laslo-l85bPAKt/","","","","","","","","7.0","1.11","7.0","1.11","","","","","","",""
"SM","0000015","20250727|082311","20250728_2035604_027547_028087","R04_3_CAN_National Bank Open - Toronto","Ofner","Opelka","|K|0.432289|EK|G||OL1|2.4592|EOL1|OL2|2.0532|EOL2|OH1|232|EOH1|OH2|177|EOH2|EG|NA||NAOL1|2.54504|ENAOL1|NAOL2|1.9647|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/canada/atp-toronto/ofner-sebastian-opelka-reilly-8E7VLyEl/#ah;2;1.50;2","1.5","","","","","","","1.9","1.87","1.9","1.87","","","","","","",""
"SM","0000015","20250727|082316","20250728_2035604_027547_028087","R04_3_CAN_National Bank Open - Toronto","Ofner","Opelka","|K|0.432289|EK|G||OL1|2.4592|EOL1|OL2|2.0532|EOL2|OH1|232|EOH1|OH2|177|EOH2|EG|NA||NAOL1|2.54504|ENAOL1|NAOL2|1.9647|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/canada/atp-toronto/ofner-sebastian-opelka-reilly-8E7VLyEl/#ah;2;1.50;1","1.5","","","","","","","1.44","2.75","1.44","2.75","","","","","","",""
"SM","0000015","20250727|082314","20250728_2035604_027547_028087","R04_3_CAN_National Bank Open - Toronto","Ofner","Opelka","|K|0.432289|EK|G||OL1|2.4592|EOL1|OL2|2.0532|EOL2|OH1|232|EOH1|OH2|177|EOH2|EG|NA||NAOL1|2.54504|ENAOL1|NAOL2|1.9647|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/canada/atp-toronto/ofner-sebastian-opelka-reilly-8E7VLyEl/#ah;2;-1.50;1","-1.5","","","","","","","4.1","1.23","4.1","1.23","","","","","","",""
"SM","0000015","20250727|082303","20250728_2035604_027547_028087","R04_3_CAN_National Bank Open - Toronto","Ofner","Opelka","|K|0.432289|EK|G||OL1|2.4592|EOL1|OL2|2.0532|EOL2|OH1|232|EOH1|OH2|177|EOH2|EG|NA||NAOL1|2.54504|ENAOL1|NAOL2|1.9647|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/canada/atp-toronto/ofner-sebastian-opelka-reilly-8E7VLyEl/","","","","","","","","2.25","1.65","2.26","1.65","","","","","","",""
"CSM","0000016","20250727|082328","20250721_2083212_046748_063016","R12_1_ESP_Segovia Challenger","Alvarez Varona","Loffhagen","|K|0.366666|EK|G||OL1|2.91018|EOL1|OL2|1.70482|EOL2|OH1|1|EOH1|OH2|2.212|EOH2|EG|NA||NAOL1|3.0303|ENAOL1|NAOL2|1.6669|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/spain/segovia-challenger-men/alvarez-varona-nicolas-loffhagen-george-SI4IlwqK/#ah;2;2.50;2","2.5","","","","","","","1.97","1.78","1.97","1.78","","","","","","",""
"CSM","0000016","20250727|082332","20250721_2083212_046748_063016","R12_1_ESP_Segovia Challenger","Alvarez Varona","Loffhagen","|K|0.366666|EK|G||OL1|2.91018|EOL1|OL2|1.70482|EOL2|OH1|1|EOH1|OH2|2.212|EOH2|EG|NA||NAOL1|3.0303|ENAOL1|NAOL2|1.6669|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/spain/segovia-challenger-men/alvarez-varona-nicolas-loffhagen-george-SI4IlwqK/#ah;2;1.50;1","1.5","","","","","","","1.58","2.32","1.58","2.32","","","","","","",""
"CSM","0000016","20250727|082331","20250721_2083212_046748_063016","R12_1_ESP_Segovia Challenger","Alvarez Varona","Loffhagen","|K|0.366666|EK|G||OL1|2.91018|EOL1|OL2|1.70482|EOL2|OH1|1|EOH1|OH2|2.212|EOH2|EG|NA||NAOL1|3.0303|ENAOL1|NAOL2|1.6669|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/spain/segovia-challenger-men/alvarez-varona-nicolas-loffhagen-george-SI4IlwqK/#ah;2;-1.50;1","-1.5","","","","","","","4.7","1.18","4.7","1.18","","","","","","",""
"CSM","0000016","20250727|082320","20250721_2083212_046748_063016","R12_1_ESP_Segovia Challenger","Alvarez Varona","Loffhagen","|K|0.366666|EK|G||OL1|2.91018|EOL1|OL2|1.70482|EOL2|OH1|1|EOH1|OH2|2.212|EOH2|EG|NA||NAOL1|3.0303|ENAOL1|NAOL2|1.6669|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/spain/segovia-challenger-men/alvarez-varona-nicolas-loffhagen-george-SI4IlwqK/","","","","","","","","2.6","1.49","2.6","1.49","","","","","","",""
"CSM","0000017","20250727|082341","20250721_2083112_083554_104215","R12_1_FIN_Tampere Challenger","Gueymard Wayenburg","Budkov Kjaer","|K|0.272995|EK|G||OL1|3.91222|EOL1|OL2|1.48902|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.0737|ENAOL1|NAOL2|1.4559|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHG","https://www.oddsportal.com/tennis/finland/tampere-challenger-men/gueymard-wayenburg-sascha-budkov-kjaer-nicolai-MytJlkP6/#ah;2;3.50;2","3.5","","","","","","","1.95","1.8","1.95","1.8","","","","","","",""
"CSM","0000017","20250727|082346","20250721_2083112_083554_104215","R12_1_FIN_Tampere Challenger","Gueymard Wayenburg","Budkov Kjaer","|K|0.272995|EK|G||OL1|3.91222|EOL1|OL2|1.48902|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.0737|ENAOL1|NAOL2|1.4559|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/finland/tampere-challenger-men/gueymard-wayenburg-sascha-budkov-kjaer-nicolai-MytJlkP6/#ah;2;1.50;1","1.5","","","","","","","1.7","2.1","1.7","2.1","","","","","","",""
"CSM","0000017","20250727|082344","20250721_2083112_083554_104215","R12_1_FIN_Tampere Challenger","Gueymard Wayenburg","Budkov Kjaer","|K|0.272995|EK|G||OL1|3.91222|EOL1|OL2|1.48902|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA||NAOL1|4.0737|ENAOL1|NAOL2|1.4559|ENAOL2|NAVE1|-13.5|ENAVE1|NAVE2|-3|ENAVE2||ENA|","AHS","https://www.oddsportal.com/tennis/finland/tampere-challenger-men/gueymard-wayenburg-sascha-budkov-kjaer-nicolai-MytJlkP6/#ah;2;-1.50;1","-1.5","","","","","","","4.9","1.17","4.9","1.17","","","","","","",""
