"CDV","0000007","20240930|171500","20240930_1571009_066035_096949","R09_1_HKG_Hong Kong 125 Open - Hong Kong","Niculescu/Ruse","Birrell/Hsieh","|K|0.545938|EK|G||OL1|1.9136|EOL1|OL2|2.21|EOL2|OH1|2.668|EOH1|OH2|3.094|EOH2|EG|NA||NAOL1|1.932|ENAOL1|NAOL2|2.431|ENAOL2|NAVE1|-3|ENAVE1|NAVE2|-6|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/hong-kong/hong-kong-challenger-women-doubles/niculescu-monica-ruse-elena-gabriela-birrell-kimberly-hsieh-su-wei-vXOJDEck/","","","","1.85","1.85","","","","","1.85","1.85","","","","","","",""
"CDV","0000008","20240930|171504","20240930_1571009_096950_069398","R09_1_HKG_Hong Kong 125 Open - Hong Kong","Plipuech/Zheng","Hibino/Ninomiya","|K|0.449312|EK|G||OL1|2.23|EOL1|OL2|1.8928|EOL2|OH1|3.122|EOH1|OH2|2.639|EOH2|EG|NA||NAOL1|2.453|ENAOL1|NAOL2|1.911|ENAOL2|NAVE1|-6|ENAVE1|NAVE2|-3|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/hong-kong/hong-kong-challenger-women-doubles/plipuech-peangtarn-zheng-wushuang-hibino-nao-ninomiya-makoto-E7WXMIz3/","","","","2.2","1.6","","","","","2.2","1.6","","","","","","",""
"DM","0000009","20240930|171507","20240923_1941110_110057_028144","R10_2_CHN_China Open - Beijing","Heliovaara/Patten","Murray/Peers","|K|0.63368|EK|G||OL1|1.7143|EOL1|OL2|2.82555|EOL2|OH1|158|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.7933|ENAOL1|NAOL2|2.9757|ENAOL2|NAVE1|-2|ENAVE1|NAVE2|-5|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/china/atp-beijing-doubles/heliovaara-harri-patten-henry-murray-jamie-peers-john-CYvhBxqK/","","","","1.6","2.2","","","","","1.66","2.2","","","","","","",""
"DM","0000010","20240930|171511","20240923_1941012_114613_114614","R12_2_JPN_Japan Open Tennis Championships - Tokyo","Behar/Galloway","Cash/Glasspool","|K|0.341336|EK|G||OL1|3.03255|EOL1|OL2|1.6492|EOL2|OH1|1|EOH1|OH2|152|EOH2|EG|NA||NAOL1|3.1937|ENAOL1|NAOL2|1.7252|ENAOL2|NAVE1|-5|ENAVE1|NAVE2|-2|ENAVE2||ENA|","GEW","https://www.oddsportal.com/tennis/japan/atp-tokyo-doubles/behar-ariel-galloway-robert-cash-julian-glasspool-lloyd-CtFtJFIU/","","","","","","","","","","","","","","","","","",""
"SM","0000011","20240930|171523","20240930_1941203_019689_009305","R03_3_CHN_Shanghai Rolex Masters - Shanghai","Bolt","Evans","|K|0.249279|EK|G||OL1|4.4019|EOL1|OL2|1.474|EOL2|OH1|1|EOH1|OH2|1.943|EOH2|EG|NA||NAOL1|4.40994|ENAOL1|NAOL2|1.4874|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.117|1.484|AH-4|47.381|62.971|1.205|1.601|AH-3.5|11.575|15.383|1.205|1.601|AH-3|11.575|15.383|1.296|1.722|AH-2.5|6.897|9.167|1.296|1.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.812|3.727|1.791|2.373|AH3|2.812|3.727|2.257|2.991|AH3.5|2.123|2.814|2.257|2.991|AH4|2.123|2.814|3.044|4.035|AH4.5|1.708|2.263|3.044|4.035|AH5|1.708|2.263|4.437|5.881|AH5.5|1.452|1.924|4.437|5.881||EAH||AHS||K-1.5|10.6604|1|1.52|7|EK-1.5||K21|7.09609|1|4.31763|7|EK21||K1.5|2.14765|7|2.18307|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/bolt-alex-evans-daniel-4WJW3fyf/#ah;2;4.50;2","4.5","1.54","2.51","1.51","2.39","","","","","1.54","2.51","","","","","","",""
"SM","0000011","20240930|171521","20240930_1941203_019689_009305","R03_3_CHN_Shanghai Rolex Masters - Shanghai","Bolt","Evans","|K|0.249279|EK|G||OL1|4.4019|EOL1|OL2|1.474|EOL2|OH1|1|EOH1|OH2|1.943|EOH2|EG|NA||NAOL1|4.40994|ENAOL1|NAOL2|1.4874|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.117|1.484|AH-4|47.381|62.971|1.205|1.601|AH-3.5|11.575|15.383|1.205|1.601|AH-3|11.575|15.383|1.296|1.722|AH-2.5|6.897|9.167|1.296|1.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.812|3.727|1.791|2.373|AH3|2.812|3.727|2.257|2.991|AH3.5|2.123|2.814|2.257|2.991|AH4|2.123|2.814|3.044|4.035|AH4.5|1.708|2.263|3.044|4.035|AH5|1.708|2.263|4.437|5.881|AH5.5|1.452|1.924|4.437|5.881||EAH||AHS||K-1.5|10.6604|1|1.52|7|EK-1.5||K21|7.09609|1|4.31763|7|EK21||K1.5|2.14765|7|2.18307|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/bolt-alex-evans-daniel-4WJW3fyf/#ah;2;3.50;2","3.5","1.95","1.87","1.89","1.81","","","","","1.95","1.87","","","","","","",""
"SM","0000011","20240930|171527","20240930_1941203_019689_009305","R03_3_CHN_Shanghai Rolex Masters - Shanghai","Bolt","Evans","|K|0.249279|EK|G||OL1|4.4019|EOL1|OL2|1.474|EOL2|OH1|1|EOH1|OH2|1.943|EOH2|EG|NA||NAOL1|4.40994|ENAOL1|NAOL2|1.4874|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.117|1.484|AH-4|47.381|62.971|1.205|1.601|AH-3.5|11.575|15.383|1.205|1.601|AH-3|11.575|15.383|1.296|1.722|AH-2.5|6.897|9.167|1.296|1.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.812|3.727|1.791|2.373|AH3|2.812|3.727|2.257|2.991|AH3.5|2.123|2.814|2.257|2.991|AH4|2.123|2.814|3.044|4.035|AH4.5|1.708|2.263|3.044|4.035|AH5|1.708|2.263|4.437|5.881|AH5.5|1.452|1.924|4.437|5.881||EAH||AHS||K-1.5|10.6604|1|1.52|7|EK-1.5||K21|7.09609|1|4.31763|7|EK21||K1.5|2.14765|7|2.18307|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/atp-shanghai/bolt-alex-evans-daniel-4WJW3fyf/#ah;2;1.50;1","1.5","1.96","1.86","1.9","1.8","","","","","1.96","1.86","","","","","","",""
"SM","0000011","20240930|171525","20240930_1941203_019689_009305","R03_3_CHN_Shanghai Rolex Masters - Shanghai","Bolt","Evans","|K|0.249279|EK|G||OL1|4.4019|EOL1|OL2|1.474|EOL2|OH1|1|EOH1|OH2|1.943|EOH2|EG|NA||NAOL1|4.40994|ENAOL1|NAOL2|1.4874|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.117|1.484|AH-4|47.381|62.971|1.205|1.601|AH-3.5|11.575|15.383|1.205|1.601|AH-3|11.575|15.383|1.296|1.722|AH-2.5|6.897|9.167|1.296|1.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.812|3.727|1.791|2.373|AH3|2.812|3.727|2.257|2.991|AH3.5|2.123|2.814|2.257|2.991|AH4|2.123|2.814|3.044|4.035|AH4.5|1.708|2.263|3.044|4.035|AH5|1.708|2.263|4.437|5.881|AH5.5|1.452|1.924|4.437|5.881||EAH||AHS||K-1.5|10.6604|1|1.52|7|EK-1.5||K21|7.09609|1|4.31763|7|EK21||K1.5|2.14765|7|2.18307|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/china/atp-shanghai/bolt-alex-evans-daniel-4WJW3fyf/#ah;2;-1.50;1","-1.5","6.6","1.12","5.85","1.1","","","","","6.6","1.12","","","","","","",""
"SM","0000011","20240930|171515","20240930_1941203_019689_009305","R03_3_CHN_Shanghai Rolex Masters - Shanghai","Bolt","Evans","|K|0.249279|EK|G||OL1|4.4019|EOL1|OL2|1.474|EOL2|OH1|1|EOH1|OH2|1.943|EOH2|EG|NA||NAOL1|4.40994|ENAOL1|NAOL2|1.4874|ENAOL2|NAVE1|-4.3|ENAVE1|NAVE2|-2.4|ENAVE2||ENA||AH-5.5|10910|14500|1.091|1.45|AH-5|10910|14500|1.117|1.484|AH-4|47.381|62.971|1.205|1.601|AH-3.5|11.575|15.383|1.205|1.601|AH-3|11.575|15.383|1.296|1.722|AH-2.5|6.897|9.167|1.296|1.722|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|2.812|3.727|1.791|2.373|AH3|2.812|3.727|2.257|2.991|AH3.5|2.123|2.814|2.257|2.991|AH4|2.123|2.814|3.044|4.035|AH4.5|1.708|2.263|3.044|4.035|AH5|1.708|2.263|4.437|5.881|AH5.5|1.452|1.924|4.437|5.881||EAH||AHS||K-1.5|10.6604|1|1.52|7|EK-1.5||K21|7.09609|1|4.31763|7|EK21||K1.5|2.14765|7|2.18307|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/china/atp-shanghai/bolt-alex-evans-daniel-4WJW3fyf/","","3.4","1.33","3.2","1.3","","","","","3.5","1.33","","","","","","",""
"SM","0000012","20240930|171541","20240930_1941203_033502_039863","R03_3_CHN_Shanghai Rolex Masters - Shanghai","Shapovalov","Shimabukuro","|K|0.806581|EK|G||OL1|1.364|EOL1|OL2|5.6721|EOL2|OH1|1.798|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3764|ENAOL1|NAOL2|5.68246|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.588|4.769|1.568|2.083|AH-5|3.588|4.769|1.91|2.539|AH-4|2.544|3.381|2.527|3.358|AH-3.5|1.92|2.552|2.527|3.358|AH-3|1.92|2.552|3.335|4.433|AH-2.5|1.621|2.155|3.335|4.433|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.242|1.646|9.174|12.16|AH3|1.242|1.646|14.899|19.748|AH3.5|1.181|1.565|14.899|19.748|AH4|1.181|1.565|69.744|92.439|AH4.5|1.111|1.473|69.744|92.439|AH5|1.111|1.473|10940|14500|AH5.5|1.094|1.45|10940|14500||EAH||AHS||K-1.5|2.07321|7|2.27739|7|EK-1.5||K21|3.84372|7|8.46445|1|EK21||K1.5|1.52|1|16.7223|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/shapovalov-denis-shimabukuro-sho-CKw66xZO/#ah;2;-2.50;2","-2.5","1.54","2.51","1.5","2.4","","","","","1.54","2.51","","","","","","",""
"SM","0000012","20240930|171539","20240930_1941203_033502_039863","R03_3_CHN_Shanghai Rolex Masters - Shanghai","Shapovalov","Shimabukuro","|K|0.806581|EK|G||OL1|1.364|EOL1|OL2|5.6721|EOL2|OH1|1.798|EOH1|OH2|1|EOH2|EG|NA||NAOL1|1.3764|ENAOL1|NAOL2|5.68246|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|3.588|4.769|1.568|2.083|AH-5|3.588|4.769|1.91|2.539|AH-4|2.544|3.381|2.527|3.358|AH-3.5|1.92|2.552|2.527|3.358|AH-3|1.92|2.552|3.335|4.433|AH-2.5|1.621|2.155|3.335|4.433|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.242|1.646|9.174|12.16|AH3|1.242|1.646|14.899|19.748|AH3.5|1.181|1.565|14.899|19.748|AH4|1.181|1.565|69.744|92.439|AH4.5|1.111|1.473|69.744|92.439|AH5|1.111|1.473|10940|14500|AH5.5|1.094|1.45|10940|14500||EAH||AHS||K-1.5|2.07321|7|2.27739|7|EK-1.5||K21|3.84372|7|8.46445|1|EK21||K1.5|1.52|1|16.7223|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/china/atp-shanghai/shapovalov-denis-shimabukuro-sho-CKw66xZO/#ah;2;-3.50;2","-3.5","1.81","2.02","1.75","1.95","","","","","1.81","2.02","","","","","","",""
