"FDV","0000001","20240723|081803","20240722_1562904_095185_095571","R04_0_TUN_W15 Monastir","Gruszczynska/Niewiadomska","Avataneo/Komano","|K|0.825519|EK|G||OL1|1.22|EOL1|OL2|5.9409|EOL2|OH1|122|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/tunisia/itf-w15-monastir-28-women-doubles/gruszczynska-rozalia-niewiadomska-patrycja-avataneo-sofia-komano-margaux-EFpToIoe/","","","","1.66","2.08","","","","","1.66","2.09","","","","","","",""
"FDV","0000002","20240723|081806","20240722_1562904_095572_093040","R04_0_TUN_W15 Monastir","Kashyap/Koller","Giordano/Van Poppel","|K|0.710358|EK|G||OL1|1.41|EOL1|OL2|3.5811|EOL2|OH1|141|EOH1|OH2|346|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/tunisia/itf-w15-monastir-28-women-doubles/kashyap-tanisha-koller-arabella-giordano-maddalena-van-poppel-emma-ImiKmvHr/","","","","1.31","3.15","","","","","1.32","3.15","","","","","","",""
"FDV","0000003","20240723|081810","20240722_1562904_086496_095566","R04_0_TUN_W15 Monastir","Safarova/Villet","Garakani/Zakharova","|K|0.9999|EK|G||OL1|1.1|EOL1|OL2|10350|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/tunisia/itf-w15-monastir-28-women-doubles/safarova-zdena-villet-marie-garakani-sana-elina-zakharova-nRmekihm/","","","","1.08","6.5","","","","","1.08","6.51","","","","","","",""
"FDV","0000004","20240723|081814","20240722_1562904_095567_095568","R04_0_TUN_W15 Monastir","Cassidy/Hossam Salah","Gomez/Jialin","","GEW","https://www.oddsportal.com/tennis/tunisia/itf-w15-monastir-28-women-doubles/cassidy-lucia-hossam-salah-jana-victoria-gomez-jialin-tian-dIfLSH7E/","","","","","","","","","","","","","","","","","",""
"FSM","0000005","20240723|081830","20240722_1991504_083306_083858","R04_0_AUT_M25 Kramsach","Bielinskyi","Privara","|K|0.684327|EK|G||OL1|1.56408|EOL1|OL2|3.24608|EOL2|OH1|147|EOH1|OH2|4.755|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|225.771|225.771|211.763|211.763|AH-3.5|189.475|189.475|211.763|211.763|AH-3|189.475|189.475|244.457|244.457|AH-2.5|169.225|169.225|244.457|244.457|AH-2|169.225|169.225|267.887|267.887|AH-1.5|159.564|159.564|267.887|267.887||AH1.5|143.142|143.142|331.794|331.794|AH2|143.142|143.142|372.522|372.522|AH2.5|136.694|136.694|372.522|372.522|AH3|136.694|136.694|435.45|435.45|AH3.5|129.811|129.811|435.45|435.45|AH4|129.811|129.811|611.163|611.163|AH4.5|119.563|119.563|611.163|611.163|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/itf-m25-kramsach-men/bielinskyi-viacheslav-privara-peter-benjamin-bBSkPnrI/#ah;2;-3.50;2","-3.5","1.72","2.04","1.69","2.04","","","","","1.72","2.04","","","","","","",""
"FSM","0000005","20240723|081828","20240722_1991504_083306_083858","R04_0_AUT_M25 Kramsach","Bielinskyi","Privara","|K|0.684327|EK|G||OL1|1.56408|EOL1|OL2|3.24608|EOL2|OH1|147|EOH1|OH2|4.755|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|225.771|225.771|211.763|211.763|AH-3.5|189.475|189.475|211.763|211.763|AH-3|189.475|189.475|244.457|244.457|AH-2.5|169.225|169.225|244.457|244.457|AH-2|169.225|169.225|267.887|267.887|AH-1.5|159.564|159.564|267.887|267.887||AH1.5|143.142|143.142|331.794|331.794|AH2|143.142|143.142|372.522|372.522|AH2.5|136.694|136.694|372.522|372.522|AH3|136.694|136.694|435.45|435.45|AH3.5|129.811|129.811|435.45|435.45|AH4|129.811|129.811|611.163|611.163|AH4.5|119.563|119.563|611.163|611.163|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/itf-m25-kramsach-men/bielinskyi-viacheslav-privara-peter-benjamin-bBSkPnrI/#ah;2;-4.50;2","-4.5","2.01","1.75","1.97","1.73","","","","","2.01","1.75","","","","","","",""
"FSM","0000005","20240723|081834","20240722_1991504_083306_083858","R04_0_AUT_M25 Kramsach","Bielinskyi","Privara","|K|0.684327|EK|G||OL1|1.56408|EOL1|OL2|3.24608|EOL2|OH1|147|EOH1|OH2|4.755|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|225.771|225.771|211.763|211.763|AH-3.5|189.475|189.475|211.763|211.763|AH-3|189.475|189.475|244.457|244.457|AH-2.5|169.225|169.225|244.457|244.457|AH-2|169.225|169.225|267.887|267.887|AH-1.5|159.564|159.564|267.887|267.887||AH1.5|143.142|143.142|331.794|331.794|AH2|143.142|143.142|372.522|372.522|AH2.5|136.694|136.694|372.522|372.522|AH3|136.694|136.694|435.45|435.45|AH3.5|129.811|129.811|435.45|435.45|AH4|129.811|129.811|611.163|611.163|AH4.5|119.563|119.563|611.163|611.163|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/itf-m25-kramsach-men/bielinskyi-viacheslav-privara-peter-benjamin-bBSkPnrI/#ah;2;1.50;1","1.5","1.19","4.3","1.19","4.15","","","","","1.19","4.3","","","","","","",""
"FSM","0000005","20240723|081832","20240722_1991504_083306_083858","R04_0_AUT_M25 Kramsach","Bielinskyi","Privara","|K|0.684327|EK|G||OL1|1.56408|EOL1|OL2|3.24608|EOL2|OH1|147|EOH1|OH2|4.755|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|225.771|225.771|211.763|211.763|AH-3.5|189.475|189.475|211.763|211.763|AH-3|189.475|189.475|244.457|244.457|AH-2.5|169.225|169.225|244.457|244.457|AH-2|169.225|169.225|267.887|267.887|AH-1.5|159.564|159.564|267.887|267.887||AH1.5|143.142|143.142|331.794|331.794|AH2|143.142|143.142|372.522|372.522|AH2.5|136.694|136.694|372.522|372.522|AH3|136.694|136.694|435.45|435.45|AH3.5|129.811|129.811|435.45|435.45|AH4|129.811|129.811|611.163|611.163|AH4.5|119.563|119.563|611.163|611.163|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/austria/itf-m25-kramsach-men/bielinskyi-viacheslav-privara-peter-benjamin-bBSkPnrI/#ah;2;-1.50;1","-1.5","1.89","1.85","1.87","1.83","","","","","1.89","1.85","","","","","","",""
"FSM","0000005","20240723|081819","20240722_1991504_083306_083858","R04_0_AUT_M25 Kramsach","Bielinskyi","Privara","|K|0.684327|EK|G||OL1|1.56408|EOL1|OL2|3.24608|EOL2|OH1|147|EOH1|OH2|4.755|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|225.771|225.771|211.763|211.763|AH-3.5|189.475|189.475|211.763|211.763|AH-3|189.475|189.475|244.457|244.457|AH-2.5|169.225|169.225|244.457|244.457|AH-2|169.225|169.225|267.887|267.887|AH-1.5|159.564|159.564|267.887|267.887||AH1.5|143.142|143.142|331.794|331.794|AH2|143.142|143.142|372.522|372.522|AH2.5|136.694|136.694|372.522|372.522|AH3|136.694|136.694|435.45|435.45|AH3.5|129.811|129.811|435.45|435.45|AH4|129.811|129.811|611.163|611.163|AH4.5|119.563|119.563|611.163|611.163|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/austria/itf-m25-kramsach-men/bielinskyi-viacheslav-privara-peter-benjamin-bBSkPnrI/","","1.41","2.76","1.41","2.68","","","","","1.41","2.76","","","","","","",""
"FSM","0000006","20240723|081844","20240722_1991504_088065_069838","R04_0_AUT_M25 Kramsach","Ujvary","Vanshelboim","|K|0.22488|EK|G||OL1|4.5568|EOL1|OL2|1.3832|EOL2|OH1|1|EOH1|OH2|130|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1124.41|1124.41|115.403|115.403|AH-3.5|749.22|749.22|115.403|115.403|AH-3|749.22|749.22|120.186|120.186|AH-2.5|595.401|595.401|120.186|120.186|AH-2|595.401|595.401|124.311|124.311|AH-1.5|511.328|511.328|124.311|124.311||AH1.5|375.949|375.949|136.239|136.239|AH2|375.949|375.949|143.06|143.06|AH2.5|332.235|332.235|143.06|143.06|AH3|332.235|332.235|155.616|155.616|AH3.5|279.805|279.805|155.616|155.616|AH4|279.805|279.805|181.534|181.534|AH4.5|222.648|222.648|181.534|181.534|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/austria/itf-m25-kramsach-men/ujvary-matthias-vanshelboim-eric-GnaGu8Sb/#ah;2;5.50;2","5.5","1.8","1.94","1.78","1.92","","","","","1.8","1.94","","","","","","",""
"FSM","0000006","20240723|081838","20240722_1991504_088065_069838","R04_0_AUT_M25 Kramsach","Ujvary","Vanshelboim","|K|0.22488|EK|G||OL1|4.5568|EOL1|OL2|1.3832|EOL2|OH1|1|EOH1|OH2|130|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1124.41|1124.41|115.403|115.403|AH-3.5|749.22|749.22|115.403|115.403|AH-3|749.22|749.22|120.186|120.186|AH-2.5|595.401|595.401|120.186|120.186|AH-2|595.401|595.401|124.311|124.311|AH-1.5|511.328|511.328|124.311|124.311||AH1.5|375.949|375.949|136.239|136.239|AH2|375.949|375.949|143.06|143.06|AH2.5|332.235|332.235|143.06|143.06|AH3|332.235|332.235|155.616|155.616|AH3.5|279.805|279.805|155.616|155.616|AH4|279.805|279.805|181.534|181.534|AH4.5|222.648|222.648|181.534|181.534|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/austria/itf-m25-kramsach-men/ujvary-matthias-vanshelboim-eric-GnaGu8Sb/","","","","4.57","1.16","","","","","4.57","1.17","","","","","","",""
