"FDV","0000019","20241112|125229","20241111_1587704_098130_098131","R04_0_USA_W15 Clemson","Parravicini/Smejkalova","Ansari/Cruz","|K|0.342479|EK|G||OL1|3.0222|EOL1|OL2|1.53|EOL2|OH1|292|EOH1|OH2|153|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/usa/itf-w15-clemson-sc-women-doubles/parravicini-gaia-smejkalova-amelie-ansari-carolyn-cruz-marcella-ERMqAcxK/","","","","2.95","1.35","","","","","2.95","1.35","","","","","","",""
"FDV","0000020","20241112|125233","20241111_1587704_098126_098127","R04_0_USA_W15 Clemson","Paskauskas/Paskauskas","Bergler/Biolay","","GEW","https://www.oddsportal.com/tennis/usa/itf-w15-clemson-sc-women-doubles/paskauskas-gabia-paskauskas-kristina-bergler-olivia-biolay-sophia-tx7O2FUg/","","","","1.66","2.08","","","","","1.66","2.09","","","","","","",""
"FDV","0000021","20241112|125236","20241111_1587704_098120_098121","R04_0_USA_W15 Clemson","Broadfoot/Slama","Frey/Grubor","|K|0.826518|EK|G||OL1|1.21|EOL1|OL2|5.97195|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/usa/itf-w15-clemson-sc-women-doubles/broadfoot-gabriella-slama-mia-frey-anna-grubor-ana-4KTtofcE/","","","","","","","","","","","","","","","","","",""
"FDV","0000022","20241112|125239","20241111_1587704_098128_098129","R04_0_USA_W15 Clemson","Cisovska/Yecora","Buchwald/Rylatt","|K|0.61808|EK|G||OL1|1.62|EOL1|OL2|2.7117|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA|","GEW","https://www.oddsportal.com/tennis/usa/itf-w15-clemson-sc-women-doubles/cisovska-romana-candela-buchwald-helena-rylatt-hannah-U1DLwCkl/","","","","","","","","","","","","","","","","","",""
"FSM","0000023","20241112|125253","20241111_2023404_050146_030104","R04_0_AUS_M25 Brisbane","Bouzige","Bakshi","|K|0.412547|EK|G||OL1|2.48832|EOL1|OL2|1.81944|EOL2|OH1|3.645|EOH1|OH2|171|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|523.175|523.175|136.415|136.415|AH-3.5|374.612|374.612|136.415|136.415|AH-3|374.612|374.612|148.792|148.792|AH-2.5|304.953|304.953|148.792|148.792|AH-2|304.953|304.953|157.994|157.994|AH-1.5|272.432|272.432|157.994|157.994||AH1.5|224.128|224.128|180.562|180.562|AH2|224.128|224.128|193.684|193.684|AH2.5|206.741|206.741|193.684|193.684|AH3|206.741|206.741|217.772|217.772|AH3.5|184.91|184.91|217.772|217.772|AH4|184.91|184.91|273.117|273.117|AH4.5|157.765|157.765|273.117|273.117|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-brisbane-men/bouzige-moerani-bakshi-aleksandre-EeK7mthn/#ah;2;2.50;2","2.5","1.75","2.0","1.72","2.0","","","","","1.75","2.0","","","","","","",""
"FSM","0000023","20241112|125251","20241111_2023404_050146_030104","R04_0_AUS_M25 Brisbane","Bouzige","Bakshi","|K|0.412547|EK|G||OL1|2.48832|EOL1|OL2|1.81944|EOL2|OH1|3.645|EOH1|OH2|171|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|523.175|523.175|136.415|136.415|AH-3.5|374.612|374.612|136.415|136.415|AH-3|374.612|374.612|148.792|148.792|AH-2.5|304.953|304.953|148.792|148.792|AH-2|304.953|304.953|157.994|157.994|AH-1.5|272.432|272.432|157.994|157.994||AH1.5|224.128|224.128|180.562|180.562|AH2|224.128|224.128|193.684|193.684|AH2.5|206.741|206.741|193.684|193.684|AH3|206.741|206.741|217.772|217.772|AH3.5|184.91|184.91|217.772|217.772|AH4|184.91|184.91|273.117|273.117|AH4.5|157.765|157.765|273.117|273.117|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/australia/itf-m25-brisbane-men/bouzige-moerani-bakshi-aleksandre-EeK7mthn/#ah;2;1.50;2","1.5","1.91","1.82","1.89","1.81","","","","","1.91","1.82","","","","","","",""
"FSM","0000023","20241112|125256","20241111_2023404_050146_030104","R04_0_AUS_M25 Brisbane","Bouzige","Bakshi","|K|0.412547|EK|G||OL1|2.48832|EOL1|OL2|1.81944|EOL2|OH1|3.645|EOH1|OH2|171|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|523.175|523.175|136.415|136.415|AH-3.5|374.612|374.612|136.415|136.415|AH-3|374.612|374.612|148.792|148.792|AH-2.5|304.953|304.953|148.792|148.792|AH-2|304.953|304.953|157.994|157.994|AH-1.5|272.432|272.432|157.994|157.994||AH1.5|224.128|224.128|180.562|180.562|AH2|224.128|224.128|193.684|193.684|AH2.5|206.741|206.741|193.684|193.684|AH3|206.741|206.741|217.772|217.772|AH3.5|184.91|184.91|217.772|217.772|AH4|184.91|184.91|273.117|273.117|AH4.5|157.765|157.765|273.117|273.117|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-brisbane-men/bouzige-moerani-bakshi-aleksandre-EeK7mthn/#ah;2;1.50;1","1.5","1.48","2.51","1.47","2.5","","","","","1.48","2.51","","","","","","",""
"FSM","0000023","20241112|125255","20241111_2023404_050146_030104","R04_0_AUS_M25 Brisbane","Bouzige","Bakshi","|K|0.412547|EK|G||OL1|2.48832|EOL1|OL2|1.81944|EOL2|OH1|3.645|EOH1|OH2|171|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|523.175|523.175|136.415|136.415|AH-3.5|374.612|374.612|136.415|136.415|AH-3|374.612|374.612|148.792|148.792|AH-2.5|304.953|304.953|148.792|148.792|AH-2|304.953|304.953|157.994|157.994|AH-1.5|272.432|272.432|157.994|157.994||AH1.5|224.128|224.128|180.562|180.562|AH2|224.128|224.128|193.684|193.684|AH2.5|206.741|206.741|193.684|193.684|AH3|206.741|206.741|217.772|217.772|AH3.5|184.91|184.91|217.772|217.772|AH4|184.91|184.91|273.117|273.117|AH4.5|157.765|157.765|273.117|273.117|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/australia/itf-m25-brisbane-men/bouzige-moerani-bakshi-aleksandre-EeK7mthn/#ah;2;-1.50;1","-1.5","3.35","1.29","3.3","1.28","","","","","3.35","1.29","","","","","","",""
"FSM","0000023","20241112|125243","20241111_2023404_050146_030104","R04_0_AUS_M25 Brisbane","Bouzige","Bakshi","|K|0.412547|EK|G||OL1|2.48832|EOL1|OL2|1.81944|EOL2|OH1|3.645|EOH1|OH2|171|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|523.175|523.175|136.415|136.415|AH-3.5|374.612|374.612|136.415|136.415|AH-3|374.612|374.612|148.792|148.792|AH-2.5|304.953|304.953|148.792|148.792|AH-2|304.953|304.953|157.994|157.994|AH-1.5|272.432|272.432|157.994|157.994||AH1.5|224.128|224.128|180.562|180.562|AH2|224.128|224.128|193.684|193.684|AH2.5|206.741|206.741|193.684|193.684|AH3|206.741|206.741|217.772|217.772|AH3.5|184.91|184.91|217.772|217.772|AH4|184.91|184.91|273.117|273.117|AH4.5|157.765|157.765|273.117|273.117|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/australia/itf-m25-brisbane-men/bouzige-moerani-bakshi-aleksandre-EeK7mthn/","","2.14","1.65","2.13","1.63","","","","","2.14","1.65","","","","","","",""
"FSM","0000024","20241112|125308","20241111_2023504_058441_030795","R04_0_IND_M25 Mumbai","M Rifqi","Agarwal","|K|0.712446|EK|G||OL1|1.50024|EOL1|OL2|3.56352|EOL2|OH1|141|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|233.219|233.219|212.339|212.339|AH-3.5|189.016|189.016|212.339|212.339|AH-3|189.016|189.016|244.876|244.876|AH-2.5|169.025|169.025|244.876|244.876|AH-2|169.025|169.025|273.416|273.416|AH-1.5|157.665|157.665|273.416|273.416||AH1.5|140.104|140.104|349.352|349.352|AH2|140.104|140.104|397.69|397.69|AH2.5|133.592|133.592|397.69|397.69|AH3|133.592|133.592|513.9|513.9|AH3.5|124.16|124.16|513.9|513.9|AH4|124.16|124.16|817.806|817.806|AH4.5|113.931|113.931|817.806|817.806|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/india/itf-m25-mumbai-men/m-rifqi-fitriadi-agarwal-rishab-UPuXVlem/#ah;2;-2.50;2","-2.5","1.72","2.03","1.7","2.02","","","","","1.72","2.03","","","","","","",""
"FSM","0000024","20241112|125310","20241111_2023504_058441_030795","R04_0_IND_M25 Mumbai","M Rifqi","Agarwal","|K|0.712446|EK|G||OL1|1.50024|EOL1|OL2|3.56352|EOL2|OH1|141|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|233.219|233.219|212.339|212.339|AH-3.5|189.016|189.016|212.339|212.339|AH-3|189.016|189.016|244.876|244.876|AH-2.5|169.025|169.025|244.876|244.876|AH-2|169.025|169.025|273.416|273.416|AH-1.5|157.665|157.665|273.416|273.416||AH1.5|140.104|140.104|349.352|349.352|AH2|140.104|140.104|397.69|397.69|AH2.5|133.592|133.592|397.69|397.69|AH3|133.592|133.592|513.9|513.9|AH3.5|124.16|124.16|513.9|513.9|AH4|124.16|124.16|817.806|817.806|AH4.5|113.931|113.931|817.806|817.806|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/india/itf-m25-mumbai-men/m-rifqi-fitriadi-agarwal-rishab-UPuXVlem/#ah;2;-3.50;2","-3.5","1.94","1.79","1.91","1.79","","","","","1.94","1.79","","","","","","",""
