"CSV","0000031","20240901|192112","20240902_1570604_013810_060791","R04_1_SUI_Montreux Nestle Open - Montreux","Paquet","Kudermetova","|K|0.52235|EK|G||OL1|2.0448|EOL1|OL2|2.1525|EOL2|OH1|2.688|EOH1|OH2|2.793|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/paquet-chloe-kudermetova-polina-b9NMWdEl/#ah;2;1.50;2","1.5","","","1.78","1.92","","","","","1.78","1.92","","","","","","",""
"CSV","0000031","20240901|192109","20240902_1570604_013810_060791","R04_1_SUI_Montreux Nestle Open - Montreux","Paquet","Kudermetova","|K|0.52235|EK|G||OL1|2.0448|EOL1|OL2|2.1525|EOL2|OH1|2.688|EOH1|OH2|2.793|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/paquet-chloe-kudermetova-polina-b9NMWdEl/#ah;2;0.50;2","0.5","1.88","1.94","1.83","1.87","","","","","1.88","1.94","","","","","","",""
"CSV","0000031","20240901|192116","20240902_1570604_013810_060791","R04_1_SUI_Montreux Nestle Open - Montreux","Paquet","Kudermetova","|K|0.52235|EK|G||OL1|2.0448|EOL1|OL2|2.1525|EOL2|OH1|2.688|EOH1|OH2|2.793|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/paquet-chloe-kudermetova-polina-b9NMWdEl/#ah;2;1.50;1","1.5","1.39","3.06","1.36","2.87","","","1.37","3.0","1.39","3.06","","","","","","",""
"CSV","0000031","20240901|192114","20240902_1570604_013810_060791","R04_1_SUI_Montreux Nestle Open - Montreux","Paquet","Kudermetova","|K|0.52235|EK|G||OL1|2.0448|EOL1|OL2|2.1525|EOL2|OH1|2.688|EOH1|OH2|2.793|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/paquet-chloe-kudermetova-polina-b9NMWdEl/#ah;2;-1.50;1","-1.5","2.87","1.43","2.7","1.4","","","3.0","1.37","3.0","1.43","","","","","","",""
"CSV","0000031","20240901|192100","20240902_1570604_013810_060791","R04_1_SUI_Montreux Nestle Open - Montreux","Paquet","Kudermetova","|K|0.52235|EK|G||OL1|2.0448|EOL1|OL2|2.1525|EOL2|OH1|2.688|EOH1|OH2|2.793|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/paquet-chloe-kudermetova-polina-b9NMWdEl/","","1.94","1.88","1.9","1.8","","","1.89","1.89","1.94","1.9","","","","","","",""
"CSV","0000032","20240901|192127","20240902_1570604_012570_044349","R04_1_SUI_Montreux Nestle Open - Montreux","Pigossi","Waltert","|K|0.446276|EK|G||OL1|2.30625|EOL1|OL2|1.92765|EOL2|OH1|2.9925|EOH1|OH2|2.534|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/pigossi-laura-waltert-simona-rccQjI5K/#ah;2;1.50;2","1.5","1.94","1.88","1.88","1.82","","","","","1.94","1.88","","","","","","",""
"CSV","0000032","20240901|192130","20240902_1570604_012570_044349","R04_1_SUI_Montreux Nestle Open - Montreux","Pigossi","Waltert","|K|0.446276|EK|G||OL1|2.30625|EOL1|OL2|1.92765|EOL2|OH1|2.9925|EOH1|OH2|2.534|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/pigossi-laura-waltert-simona-rccQjI5K/#ah;2;0.50;2","0.5","2.08","1.76","2.01","1.71","","","","","2.08","1.76","","","","","","",""
"CSV","0000032","20240901|192135","20240902_1570604_012570_044349","R04_1_SUI_Montreux Nestle Open - Montreux","Pigossi","Waltert","|K|0.446276|EK|G||OL1|2.30625|EOL1|OL2|1.92765|EOL2|OH1|2.9925|EOH1|OH2|2.534|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/pigossi-laura-waltert-simona-rccQjI5K/#ah;2;1.50;1","1.5","1.46","2.75","1.43","2.62","","","1.5","2.5","1.5","2.75","","","","","","",""
"CSV","0000032","20240901|192132","20240902_1570604_012570_044349","R04_1_SUI_Montreux Nestle Open - Montreux","Pigossi","Waltert","|K|0.446276|EK|G||OL1|2.30625|EOL1|OL2|1.92765|EOL2|OH1|2.9925|EOH1|OH2|2.534|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/pigossi-laura-waltert-simona-rccQjI5K/#ah;2;-1.50;1","-1.5","3.55","1.3","3.3","1.28","","","3.7","1.27","3.7","1.3","","","","","","",""
"CSV","0000032","20240901|192120","20240902_1570604_012570_044349","R04_1_SUI_Montreux Nestle Open - Montreux","Pigossi","Waltert","|K|0.446276|EK|G||OL1|2.30625|EOL1|OL2|1.92765|EOL2|OH1|2.9925|EOH1|OH2|2.534|EOH2|EG|NA|NOT|ENA||AHS||K-1.5|1.5|1|1.5|1|EK-1.5||K21|1.5|1|1.5|1|EK21||K1.5|1.5|1|1.5|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/switzerland/montreux-challenger-women/pigossi-laura-waltert-simona-rccQjI5K/","","2.14","1.72","2.07","1.67","","","2.23","1.64","2.23","1.72","","","","","","",""
