"FSM","0000061","20241105|081942","20241104_2022504_071631_073339","R04_0_ITA_M15 San Gregorio di Catania","La Vela","Spadola","|K|0.569759|EK|G||OL1|1.87264|EOL1|OL2|2.38592|EOL2|OH1|176|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|248.161|248.161|190.952|190.952|AH-3.5|209.948|209.948|190.952|190.952|AH-3|209.948|209.948|211.052|211.052|AH-2.5|190.048|190.048|211.052|211.052|AH-2|190.048|190.048|224.088|224.088|AH-1.5|180.588|180.588|224.088|224.088||AH1.5|161.897|161.897|261.56|261.56|AH2|161.897|161.897|281.994|281.994|AH2.5|154.947|154.947|281.994|281.994|AH3|154.947|154.947|307.545|307.545|AH3.5|148.182|148.182|307.545|307.545|AH4|148.182|148.182|356.261|356.261|AH4.5|139.023|139.023|356.261|356.261|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/italy/itf-m15-san-gregorio-di-catania-men/la-vela-giuseppe-spadola-alessandro-OjTFqkAE/","","","","1.66","2.08","","","1.65","2.1","1.66","2.1","","","","","","",""
"FSM","0000062","20241105|081956","20241104_2022504_085763_051966","R04_0_ITA_M15 San Gregorio di Catania","Pieri","Iannaccone","|K|0.327766|EK|G||OL1|3.13344|EOL1|OL2|1.58536|EOL2|OH1|4.59|EOH1|OH2|149|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|468.565|468.565|134.491|134.491|AH-3.5|389.934|389.934|134.491|134.491|AH-3|389.934|389.934|140.555|140.555|AH-2.5|346.582|346.582|140.555|140.555|AH-2|346.582|346.582|145.644|145.644|AH-1.5|319.085|319.085|145.644|145.644||AH1.5|262.803|262.803|161.424|161.424|AH2|262.803|262.803|170.383|170.383|AH2.5|242.081|242.081|170.383|170.383|AH3|242.081|242.081|185.164|185.164|AH3.5|217.421|217.421|185.164|185.164|AH4|217.421|217.421|217.196|217.196|AH4.5|185.327|185.327|217.196|217.196|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/italy/itf-m15-san-gregorio-di-catania-men/pieri-samuele-iannaccone-federico-4zfesdCl/#ah;2;2.50;2","2.5","","","1.89","1.81","","","","","1.89","1.81","","","","","","",""
"FSM","0000062","20241105|081946","20241104_2022504_085763_051966","R04_0_ITA_M15 San Gregorio di Catania","Pieri","Iannaccone","|K|0.327766|EK|G||OL1|3.13344|EOL1|OL2|1.58536|EOL2|OH1|4.59|EOH1|OH2|149|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|468.565|468.565|134.491|134.491|AH-3.5|389.934|389.934|134.491|134.491|AH-3|389.934|389.934|140.555|140.555|AH-2.5|346.582|346.582|140.555|140.555|AH-2|346.582|346.582|145.644|145.644|AH-1.5|319.085|319.085|145.644|145.644||AH1.5|262.803|262.803|161.424|161.424|AH2|262.803|262.803|170.383|170.383|AH2.5|242.081|242.081|170.383|170.383|AH3|242.081|242.081|185.164|185.164|AH3.5|217.421|217.421|185.164|185.164|AH4|217.421|217.421|217.196|217.196|AH4.5|185.327|185.327|217.196|217.196|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/italy/itf-m15-san-gregorio-di-catania-men/pieri-samuele-iannaccone-federico-4zfesdCl/","","","","2.25","1.57","","","2.25","1.57","2.26","1.57","","","","","","",""
"FSM","0000063","20241105|082001","20241104_2022204_033101_075660","R04_0_MOZ_M25 Maputo","Aleshchev","Beckley","|K|0.0001|EK|G||OL1|10240|EOL1|OL2|1.15|EOL2|OH1|1|EOH1|OH2|1|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|1e+006|1e+006|100.01|100.01|AH-3.5|1e+006|1e+006|100.01|100.01|AH-3|1e+006|1e+006|100.01|100.01|AH-2.5|1e+006|1e+006|100.01|100.01|AH-2|1e+006|1e+006|100.01|100.01|AH-1.5|1e+006|1e+006|100.01|100.01||AH1.5|2156.86|2156.86|104.862|104.862|AH2|2156.86|2156.86|109.135|109.135|AH2.5|1194.72|1194.72|109.135|109.135|AH3|1194.72|1194.72|117.202|117.202|AH3.5|681.333|681.333|117.202|117.202|AH4|681.333|681.333|134.508|134.508|AH4.5|389.791|389.791|134.508|134.508|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/mozambique/itf-m25-maputo-men/aleshchev-alexey-beckley-alec-x0Axsusm/","","","","7.1","1.07","","","7.0","1.07","7.13","1.07","","","","","","",""
"FSM","0000064","20241105|082013","20241104_2022904_044573_077443","R04_0_TUR_M15 Antalya","Alkaya","Rodriguez","|K|0.271298|EK|G||OL1|3.77856|EOL1|OL2|1.46832|EOL2|OH1|5.535|EOH1|OH2|138|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|941.765|941.765|117.742|117.742|AH-3.5|663.647|663.647|117.742|117.742|AH-3|663.647|663.647|122.82|122.82|AH-2.5|538.217|538.217|122.82|122.82|AH-2|538.217|538.217|126.566|126.566|AH-1.5|476.416|476.416|126.566|126.566||AH1.5|356.001|356.001|139.062|139.062|AH2|356.001|356.001|147.212|147.212|AH2.5|311.81|311.81|147.212|147.212|AH3|311.81|311.81|161.199|161.199|AH3.5|263.4|263.4|161.199|161.199|AH4|263.4|263.4|189.919|189.919|AH4.5|211.212|211.212|189.919|189.919|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/turkey/itf-m15-antalya-16-men/alkaya-mert-rodriguez-johan-alexander-xEZp4klL/#ah;2;4.50;2","4.5","","","1.83","1.87","","","","","1.83","1.87","","","","","","",""
"FSM","0000064","20241105|082005","20241104_2022904_044573_077443","R04_0_TUR_M15 Antalya","Alkaya","Rodriguez","|K|0.271298|EK|G||OL1|3.77856|EOL1|OL2|1.46832|EOL2|OH1|5.535|EOH1|OH2|138|EOH2|EG|NA|NOT|ENA||AH-5.5|1000|1000|1000|1000|AH-5|1000|1000|1000|1000|AH-4|941.765|941.765|117.742|117.742|AH-3.5|663.647|663.647|117.742|117.742|AH-3|663.647|663.647|122.82|122.82|AH-2.5|538.217|538.217|122.82|122.82|AH-2|538.217|538.217|126.566|126.566|AH-1.5|476.416|476.416|126.566|126.566||AH1.5|356.001|356.001|139.062|139.062|AH2|356.001|356.001|147.212|147.212|AH2.5|311.81|311.81|147.212|147.212|AH3|311.81|311.81|161.199|161.199|AH3.5|263.4|263.4|161.199|161.199|AH4|263.4|263.4|189.919|189.919|AH4.5|211.212|211.212|189.919|189.919|AH5|1000|1000|1000|1000|AH5.5|1000|1000|1000|1000||EAH||AHS||K-1.5|1.51|1|1.51|1|EK-1.5||K21|1.51|1|1.51|1|EK21||K1.5|1.51|1|1.51|1|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/turkey/itf-m15-antalya-16-men/alkaya-mert-rodriguez-johan-alexander-xEZp4klL/","","","","3.15","1.31","","","","","3.15","1.32","","","","","","",""
"SM","0000065","20241105|082030","20241104_1941804_046747_059092","R04_2_FRA_Moselle Open - Metz","Gaston","Droguet","|K|0.522392|EK|G||OL1|2.112|EOL1|OL2|2.2995|EOL2|OH1|2.784|EOH1|OH2|2.877|EOH2|EG|NA||NAOL1|2.1312|ENAOL1|NAOL2|2.3037|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.58|11.404|1.25|1.661|AH-5|8.58|11.404|1.388|1.844|AH-4|5.103|6.782|1.588|2.111|AH-3.5|3.486|4.633|1.588|2.111|AH-3|3.486|4.633|1.784|2.371|AH-2.5|2.808|3.732|1.784|2.371|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.849|2.451|2.679|3.55|AH3|1.849|2.451|3.322|4.403|AH3.5|1.631|2.162|3.322|4.403|AH4|1.631|2.162|4.668|6.187|AH4.5|1.429|1.894|4.668|6.187|AH5|1.429|1.894|7.481|9.916|AH5.5|1.281|1.698|7.481|9.916||EAH||AHS||K-1.5|3.50233|7|1.52864|7|EK-1.5||K21|4.43231|7|6.87262|1|EK21||K1.5|1.52|7|3.9242|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/atp-metz/gaston-hugo-droguet-titouan-x4tCeznC/#ah;2;-0.50;2","-0.5","1.76","2.13","1.69","2.04","","","","","1.76","2.13","","","","","","",""
"SM","0000065","20241105|082028","20241104_1941804_046747_059092","R04_2_FRA_Moselle Open - Metz","Gaston","Droguet","|K|0.522392|EK|G||OL1|2.112|EOL1|OL2|2.2995|EOL2|OH1|2.784|EOH1|OH2|2.877|EOH2|EG|NA||NAOL1|2.1312|ENAOL1|NAOL2|2.3037|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.58|11.404|1.25|1.661|AH-5|8.58|11.404|1.388|1.844|AH-4|5.103|6.782|1.588|2.111|AH-3.5|3.486|4.633|1.588|2.111|AH-3|3.486|4.633|1.784|2.371|AH-2.5|2.808|3.732|1.784|2.371|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.849|2.451|2.679|3.55|AH3|1.849|2.451|3.322|4.403|AH3.5|1.631|2.162|3.322|4.403|AH4|1.631|2.162|4.668|6.187|AH4.5|1.429|1.894|4.668|6.187|AH5|1.429|1.894|7.481|9.916|AH5.5|1.281|1.698|7.481|9.916||EAH||AHS||K-1.5|3.50233|7|1.52864|7|EK-1.5||K21|4.43231|7|6.87262|1|EK21||K1.5|1.52|7|3.9242|7|EK1.5||EAHS|","AHG","https://www.oddsportal.com/tennis/france/atp-metz/gaston-hugo-droguet-titouan-x4tCeznC/#ah;2;-1.50;2","-1.5","1.89","1.96","1.83","1.87","","","1.96","1.82","1.96","1.96","","","","","","",""
"SM","0000065","20241105|082034","20241104_1941804_046747_059092","R04_2_FRA_Moselle Open - Metz","Gaston","Droguet","|K|0.522392|EK|G||OL1|2.112|EOL1|OL2|2.2995|EOL2|OH1|2.784|EOH1|OH2|2.877|EOH2|EG|NA||NAOL1|2.1312|ENAOL1|NAOL2|2.3037|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.58|11.404|1.25|1.661|AH-5|8.58|11.404|1.388|1.844|AH-4|5.103|6.782|1.588|2.111|AH-3.5|3.486|4.633|1.588|2.111|AH-3|3.486|4.633|1.784|2.371|AH-2.5|2.808|3.732|1.784|2.371|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.849|2.451|2.679|3.55|AH3|1.849|2.451|3.322|4.403|AH3.5|1.631|2.162|3.322|4.403|AH4|1.631|2.162|4.668|6.187|AH4.5|1.429|1.894|4.668|6.187|AH5|1.429|1.894|7.481|9.916|AH5.5|1.281|1.698|7.481|9.916||EAH||AHS||K-1.5|3.50233|7|1.52864|7|EK-1.5||K21|4.43231|7|6.87262|1|EK21||K1.5|1.52|7|3.9242|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/atp-metz/gaston-hugo-droguet-titouan-x4tCeznC/#ah;2;1.50;1","1.5","1.29","3.75","1.26","3.47","","","1.29","3.55","1.29","3.75","","","","","","",""
"SM","0000065","20241105|082032","20241104_1941804_046747_059092","R04_2_FRA_Moselle Open - Metz","Gaston","Droguet","|K|0.522392|EK|G||OL1|2.112|EOL1|OL2|2.2995|EOL2|OH1|2.784|EOH1|OH2|2.877|EOH2|EG|NA||NAOL1|2.1312|ENAOL1|NAOL2|2.3037|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.58|11.404|1.25|1.661|AH-5|8.58|11.404|1.388|1.844|AH-4|5.103|6.782|1.588|2.111|AH-3.5|3.486|4.633|1.588|2.111|AH-3|3.486|4.633|1.784|2.371|AH-2.5|2.808|3.732|1.784|2.371|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.849|2.451|2.679|3.55|AH3|1.849|2.451|3.322|4.403|AH3.5|1.631|2.162|3.322|4.403|AH4|1.631|2.162|4.668|6.187|AH4.5|1.429|1.894|4.668|6.187|AH5|1.429|1.894|7.481|9.916|AH5.5|1.281|1.698|7.481|9.916||EAH||AHS||K-1.5|3.50233|7|1.52864|7|EK-1.5||K21|4.43231|7|6.87262|1|EK21||K1.5|1.52|7|3.9242|7|EK1.5||EAHS|","AHS","https://www.oddsportal.com/tennis/france/atp-metz/gaston-hugo-droguet-titouan-x4tCeznC/#ah;2;-1.50;1","-1.5","2.7","1.5","2.52","1.46","","","2.88","1.41","2.88","1.5","","","","","","",""
"SM","0000065","20241105|082020","20241104_1941804_046747_059092","R04_2_FRA_Moselle Open - Metz","Gaston","Droguet","|K|0.522392|EK|G||OL1|2.112|EOL1|OL2|2.2995|EOL2|OH1|2.784|EOH1|OH2|2.877|EOH2|EG|NA||NAOL1|2.1312|ENAOL1|NAOL2|2.3037|ENAOL2|NAVE1|-2.4|ENAVE1|NAVE2|-4.3|ENAVE2||ENA||AH-5.5|8.58|11.404|1.25|1.661|AH-5|8.58|11.404|1.388|1.844|AH-4|5.103|6.782|1.588|2.111|AH-3.5|3.486|4.633|1.588|2.111|AH-3|3.486|4.633|1.784|2.371|AH-2.5|2.808|3.732|1.784|2.371|AH-2|1000|1000|1000|1000|AH-1.5|1000|1000|1000|1000||AH1.5|1000|1000|1000|1000|AH2|1000|1000|1000|1000|AH2.5|1.849|2.451|2.679|3.55|AH3|1.849|2.451|3.322|4.403|AH3.5|1.631|2.162|3.322|4.403|AH4|1.631|2.162|4.668|6.187|AH4.5|1.429|1.894|4.668|6.187|AH5|1.429|1.894|7.481|9.916|AH5.5|1.281|1.698|7.481|9.916||EAH||AHS||K-1.5|3.50233|7|1.52864|7|EK-1.5||K21|4.43231|7|6.87262|1|EK21||K1.5|1.52|7|3.9242|7|EK1.5||EAHS|","GEW","https://www.oddsportal.com/tennis/france/atp-metz/gaston-hugo-droguet-titouan-x4tCeznC/","","1.7","2.24","1.63","2.13","","","1.76","2.07","1.76","2.25","","","","","","",""
